Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
2614,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2615,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2616,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2617,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2618,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2619,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),32
2620,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2621,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2626,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2627,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2628,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2629,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),10 (missing box data for 1 of the 11 boxes the store reported)
2630,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2631,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2632,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2633,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2634,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),18
2636,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2637,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),13
2638,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),27
2639,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2640,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2641,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),32
2642,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2643,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2644,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2645,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2646,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2647,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),2
2648,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2649,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),30
2650,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2651,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2652,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2653,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),3
2654,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2656,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2658,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2659,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2660,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2662,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2663,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2664,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),8
2665,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),43
2666,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2667,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),235 (missing box data for 1 of the 236 boxes the store reported)
2668,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2671,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),40
2672,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2674,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2678,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),6 (missing box data for 1 of the 7 boxes the store reported)
2679,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2680,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2681,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2682,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2683,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2684,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),20
2685,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2686,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2687,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),18
2688,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),97 (missing box data for 18 of the 115 boxes the store reported)
2689,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2690,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2691,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),16
2692,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2693,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2694,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2695,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),46 (missing box data for 1 of the 47 boxes the store reported)
2696,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2697,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2699,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2700,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2702,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),35
2703,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),78
2704,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),78
2705,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2706,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2708,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2710,TBD,7 am - 6 pm,Vital Records Control (VRC),96
2711,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2712,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),117
2713,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2714,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),18
2715,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),38
2716,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2717,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),24 (missing box data for 80 of the 104 boxes the store reported)
2718,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2719,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2720,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2722,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),68 (missing box data for 9 of the 77 boxes the store reported)
2723,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2724,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),90 (missing box data for 30 of the 120 boxes the store reported)
2725,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2726,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),103
2727,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),51
2728,7/15/2023,7 am - 6 pm,Vital Records Control (VRC),65
2729,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2730,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2731,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2732,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),38 (missing box data for 1 of the 39 boxes the store reported)
2733,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),24
2734,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2735,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2739,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2740,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2741,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2742,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2743,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2744,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2745,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2747,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2748,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),64
2749,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2751,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),62
2752,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),53
2753,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2754,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2755,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2756,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),100
2757,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2758,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2760,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2761,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2762,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),49
2763,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),40
2764,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),111 (missing box data for 33 of the 144 boxes the store reported)
2765,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2766,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2767,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2768,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2769,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2771,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2772,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2773,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),34
2774,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2777,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2778,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),19
2780,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2781,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2782,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2783,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2784,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2785,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2786,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2787,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2788,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2789,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2790,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2791,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2792,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2793,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2794,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2795,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2796,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2797,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2799,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2801,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2803,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2804,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2805,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2806,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2807,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),64
2808,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2809,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2810,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2811,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2812,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2813,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2814,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),93 (missing box data for 7 of the 100 boxes the store reported)
2815,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),53
2816,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2817,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2818,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2819,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2820,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),51
2821,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2822,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2823,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),21
2825,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2826,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),17
2827,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),156
2828,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2830,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2831,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2832,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2833,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2834,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2835,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2836,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2838,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),28
2839,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2840,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2841,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2842,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2843,8/5/2023,7 am - 6 pm,Vital Records Control (VRC),40
2844,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2845,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),77
2846,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2847,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2849,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2850,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),40
2852,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2853,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2854,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2855,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2856,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2857,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2858,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2859,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),178
2860,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),146
2861,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),24
2862,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),172 (missing box data for 2 of the 174 boxes the store reported)
2864,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2865,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),6
2866,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),12
2867,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2869,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),61
2870,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2871,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),39 (missing box data for 6 of the 45 boxes the store reported)
2872,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2873,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2874,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2875,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2876,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2877,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),15
2878,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2880,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2881,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2882,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2883,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2884,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2885,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2886,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2887,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2888,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2889,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2890,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),7
2891,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2892,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2893,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2894,9/22/2023,7 am - 6 pm,Vital Records Control (VRC),51
2897,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2898,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2899,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2900,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2901,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),38
2902,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2903,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2904,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2905,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2906,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),160
2907,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2908,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2909,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2910,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),44
2911,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),6
2912,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2913,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),105
2914,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2915,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),30 (Missing box data for 2 of the 32 boxes the store reported)
2916,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2917,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2918,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2919,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2920,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2921,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2922,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),77
2923,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),49
2924,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2925,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2926,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2927,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2928,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2929,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2930,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),6 (missing box data for 1 of the 7 boxes the store reported)
2931,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2932,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2933,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),120
2934,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2935,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2936,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2937,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2938,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2939,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2940,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),16
2941,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2944,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2945,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),62
2946,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2947,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2948,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2950,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),27 (missing box data for 34 of the 61 boxes the store reported)
2951,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2952,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2953,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2954,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2955,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2956,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2957,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2958,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),68
2959,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2962,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2963,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2964,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2965,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2966,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),87
2967,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),43
2968,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2973,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2974,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2975,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2976,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2977,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2978,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2979,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2980,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),12
2981,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2984,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2985,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
