Primary,Business Domain,Data Group (Sub Domain),Data Sub Group (Business Process),Description,Example,Harm to Walmart,Harm to the Individual,Internal Remark,Data Classification,Data Category,Scope
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos de Reabastecimiento Empresarial,La recopilación de información que utiliza una compañía para gestionar sus niveles de inventario en todas sus ubicaciones.,Almacenes‚ tiendas‚ centros de distribución‚ etc. ,,,,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Compensación de Incentivo Ejecutivo (MIP‚ PE),Recompensas y beneficios financieros que se otorgan a ejecutivos dentro de una compañía.,Plan de incentivos para la gerencia (Management Incentive Plan‚ MIP)‚ capital privado (Private Equity‚ PE).,,,,Altamente Sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Datos del Ejercicio ,Información recopilada durante la actividad física y relacionada con esta‚ y que se utiliza para hacer un seguimiento del estado físico y el progreso de la salud.,Tipo de ejercicio‚ duración‚ intensidad‚ calorías quemadas‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Derivación externa,Enviar a un paciente a un proveedor de atención médica fuera de la red o centro de atención médica actual para recibir servicios especializados de salud y bienestar. ,Derivación a un dietista registrado‚ una clínica de salud mental‚ un cirujano‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Antecedentes de Salud familiar o morbilidad,Registro de enfermedades y afecciones médicas dentro de una familia.,Enfermedades crónicas‚ trastornos mentales‚ causas de muerte‚ etc.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Datos financieros (p. ej. estado de cuenta‚ pago‚ historial de sobregiros y compras con tarjetas de débito/crédito),Tipos de datos financieros específicos.,Saldo de la cuenta‚ pago‚ historial de sobregiros‚ etc.,,,,Confidenciales,Información Personal,Sudáfrica
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Informes y Estados Financieros,El proceso de compilar‚ analizar y presentar los datos financieros de una compañía.,Por lo general‚ incluye un balance general‚ un estado de resultados‚ un estado de flujo de caja y un estado de cambios en el capital. ,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Servicios Financieros - Transferencias de Dinero/Pedidos‚ Cobro de Cheques‚ Tarjetas de Regalo,Los servicios financieros son una variedad de productos y servicios que ayudan a las personas y a las empresas a administrar su dinero.,Transferencias de dinero‚ pedidos‚ cobro de cheques‚ tarjetas de regalo.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Detalles del cortafuegos (direcciones IP‚ metadatos relacionados‚ hacia y desde el destino),Una barrera para proteger una red contra el acceso no autorizado y las posibles amenazas al filtrar el tráfico en función de factores.,Direcciones IP o metadatos relacionados.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Previsión‚ Cierre e Informes,El pronóstico predice el rendimiento futuro mediante el análisis de datos históricos y tendencias actuales. Cerrar significa finalizar un período de ventas mediante el registro de todas las transacciones y el cálculo de los ingresos. La generación de informes resume y presenta datos recopilados que incluyen pronósticos y ventas cerradas. ,Previsión‚ Cierre e Informes,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Tasas de Cambio a Plazo,El precio acordado hoy para intercambiar una moneda por otra en una fecha futura.,Asegurar con anticipación una tasa de cambio acordada a una fluctuación de divisas en el futuro. ,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Número de cuenta bancaria completo,Número único que identifica una cuenta individual dentro de un banco. Este incluye un número de cuenta completo que consta de 1 a 17 dígitos.,Número de cuenta de ahorros‚ número de cuenta de cheques‚ número de cuenta comercial‚ etc.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Número de tarjeta de débito personal completo de China UnionPay,Un número de 16 dígitos que identifica una tarjeta de débito específica emitida por UnionPay. El número generalmente comienza con los dígitos “62”. Estos números no están dentro del alcance de la PCI.,Utilizado para nómina.,,,,Altamente sensibles,Información Personal,China
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Número de cuenta principal (PAN) de crédito/débito completo,Número único de tarjeta de pago (crédito‚ débito) que identifica al emisor y a la cuenta del titular de la tarjeta.,Número completo de la tarjeta de débito‚ número completo de la tarjeta de crédito‚ etc.,Incumplimiento de la PCI,Robo de identidad,PI prohibida a través de un canal no seguro.,Altamente confidencial y restringida,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Libro Mayor,Documento maestro que contiene todas las cuentas de la compañía y se utiliza para crear estados financieros. ,Ventas‚ gastos‚ compras de equipos‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Webhook General,Mecanismo en el que una aplicación envía datos automáticamente a otra aplicación en tiempo real cada vez que ocurre un evento específico.,Cuando un nuevo usuario se registra en un sitio web‚ se puede enviar un webhook a una herramienta de automatización de marketing para agregarlo automáticamente a una lista de correo electrónico. ,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Clave API Genérica, Una clave de acceso general que permite la interacción básica con una interfaz de programación de aplicaciones (Application Programming Interface‚ API) sin necesidad de especificar parámetros de uso detallados. ,Una clave de API que se utiliza con API públicas.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Resultados o información de pruebas genéticas ,Resultados de pruebas que revelan información sobre los genes de una persona.,Determinar el riesgo de desarrollar un trastorno‚ confirmar o descartar una sospecha de afección genética‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Número de Cuenta Principal (PAN) de la Tarjeta de Regalo con logotipos de VISA/MC/DISC/AMEX/JCB ,Una tarjeta de regalo de marca‚ es decir‚ de circuito abierto‚ que puede usarse en cualquier lugar donde se acepte esa marca de tarjeta. El logotipo de la marca o red de la tarjeta‚ como Visa‚ Mastercard‚ American Express‚ JCB o Discover‚ está impreso en la tarjeta. Las tarjetas de regalo de circuito cerrado‚ es decir‚ no asociadas a una marca‚ no llevan los nombres ni logotipos de esas marcas de tarjeta.,Una tarjeta de regalo Visa.,Incumplimiento de la PCI,Robo de identidad,PI prohibida a través de un canal no seguro.,Altamente confidencial y restringida,Información Personal,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Token de Acceso Personal GitHub,Una cadena de caracteres que puede utilizar para iniciar sesión en GitHub en lugar de una contraseña.,Cadena de 40 caracteres alfanuméricos.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Pagos Globales y Servicios Financieros Internacionales,Servicios para ayudar a las empresas a operar internacionalmente‚ incluido el procesamiento de pagos‚ la conversión de moneda y el cumplimiento de las reglamentaciones locales. ,Carteras digitales‚ transferencias bancarias internacionales‚ pagos transfronterizos‚ etc.  ,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Tesoro Global,Un conjunto colectivo de activos y recursos financieros que una corporación multinacional mantiene en todas sus operaciones internacionales‚ que abarca esencialmente todo el efectivo‚ las inversiones y los activos líquidos disponibles para la compañía en todo el mundo‚ administrados por su departamento de tesorería corporativa para optimizar la eficiencia financiera y mitigar los riesgos asociados con diferentes divisas y mercados. ,Algoritmo y tecnología de búsqueda de Google: la funcionalidad central del motor de búsqueda de Google es un activo importante que impulsa el uso global. ,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Clave API de Google, Un código que permite que una aplicación acceda a los servicios de Google.,Mapas‚ lugares‚ conducción.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Token de acceso a Google OAuth,Un código que autoriza a una aplicación a acceder a los recursos de Google de un usuario.,Token de acceso cuando una aplicación necesita leer un evento del calendario.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Token API de Grafana,Una cadena única de caracteres que permite a las aplicaciones o scripts autenticarse e interactuar con la plataforma Grafana a través de su API.,eyJhbGciOiJIUzI1NiIsInR5cCI6I…...,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Equipo de Salud,Equipo que se utiliza para fines médicos.,Dispositivos implantables‚ tecnología de asistencia‚ equipos de diagnóstico‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Identificación de seguro médico o número de cuenta,Un código único que identifica a una persona y su cobertura con un plan de seguro de salud específico.,Número en el frente de la tarjeta de seguro médico de una persona.,,,,Altamente sensibles,Información Personal,Global
