Location Number,ORG_NAME,MEMBER PHONE
3484,Feeding the Gulf Coast,251-653-1617
3485,Atlanta Community Food Bank,404-892-9822
3486,Southeastern Ohio Foodbank,740-385-6813
3487,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
3487,Forgotten Harvest,248-967-1500
3488,Feeding America Eastern Wisconsin,414-931-7400
3489,Maryland Food Bank,410-737-8282
3490,Maryland Food Bank,410-737-8282
3491,The Greater Boston Food Bank,617-427-5200
3492,Kansas Food Bank,316-265-3663
3493,Food Bank of Contra Costa and Solano,925-676-7543
3494,Feeding San Diego,858-452-3663
3495,Second Harvest Food Bank of Middle Tennessee,615-329-3491
3497,Feeding America Eastern Wisconsin,414-931-7400
3498,Second Harvest Heartland,651-484-5117
3499,Feeding America Eastern Wisconsin,414-931-7400
3500,Houston Food Bank,713-223-3700
3501,Philabundance,215-339-0900
3502,Shared Harvest Foodbank,513-874-0114
3503,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
3504,Second Harvest Food Bank of Metrolina,704-376-1785
3505,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
3508,Community Food Bank of Eastern Oklahoma,918-585-2800
3509,Houston Food Bank,713-223-3700
3510,Houston Food Bank,713-223-3700
3511,Second Harvest Inland Northwest,509-534-6678
3512,Roadrunner Food Bank,505-247-2052
3513,Second Harvest Heartland,651-484-5117
3514,Second Harvest Food Bank of Northwest Pennsylvania,814-459-3663
3515,Freestore Foodbank,513-482-4500
3516,Feeding San Diego,858-452-3663
3517,Roadrunner Food Bank,505-247-2052
3518,South Texas Food Bank,956-726-3120
3520,Community Foodbank of New Jersey,908-355-3663
3521,North Texas Food Bank,214-330-1396
3522,Los Angeles Regional Food Bank,323-234-3030
3523,Los Angeles Regional Food Bank,323-234-3030
3524,Feeding San Diego,858-452-3663
3525,Food Lifeline,206-545-6600
3526,Feeding Tampa Bay,813-254-1190
3527,Treasure Coast Food Bank,772-489-3034
3528,Feeding the Gulf Coast,251-653-1617
3529,"Gleaners Food Bank of Indiana, Inc.",3179273190
3530,North Texas Food Bank,214-330-1396
3531,Food Lifeline,206-545-6600
3533,Food Bank of the Rockies,303-371-9250
3534,Channel One Regional Food Bank,507-424-1700
3535,New Hampshire Food Bank,603-669-9725
3537,Food Lifeline,206-545-6600
3538,Second Harvest Food Bank of Central Florida,407-295-1066
3541,Philabundance,215-339-0900
3542,Houston Food Bank,713-223-3700
3543,Connecticut Foodshare,203-469-5000
3545,Connecticut Foodshare,203-469-5000
3546,Connecticut Foodshare,203-469-5000
3548,Connecticut Foodshare,203-469-5000
3549,New Hampshire Food Bank,603-669-9725
3560,The Greater Boston Food Bank,617-427-5200
3561,The Greater Boston Food Bank,617-427-5200
3562,Community Foodbank of New Jersey,908-355-3663
3563,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
3564,Philabundance,215-339-0900
3566,Food Bank of the Rockies,303-371-9250
3567,Food Bank of the Rio Grande Valley,956-682-8101
3568,Utah Food Bank,801-908-8660
3569,Central Texas Food Bank,512-282-2111
3570,Golden Harvest Food Bank,706-736-1199
3571,Shared Harvest Foodbank,513-874-0114
3572,Houston Food Bank,713-223-3700
3573,Capital Area Food Bank,202-526-5344
3574,North Texas Food Bank,214-330-1396
3579,Houston Food Bank,713-223-3700
3580,Mid-Ohio FoodBank,614-274-7770
3581,Mid-Ohio FoodBank,614-274-7770
3582,Care and Share Food Bank,719-528-1247
3583,Regional Food Bank of Northeastern New York,518-786-3691
3584,Houston Food Bank,713-223-3700
3585,Houston Food Bank,713-223-3700
3587,Placer Food Bank,916-783-0481
3588,Capital Area Food Bank,202-526-5344
3589,Utah Food Bank,801-908-8660
3590,Food Bank for the Heartland,402-331-1213
3591,Houston Food Bank,713-223-3700
3593,Mid-South Food Bank,901-527-0841
3594,Tarrant Area Food Bank,817-857-7100
3595,Second Harvest Food Bank of Southeast North Carolina,910-485-8809
3596,Roadrunner Food Bank,505-247-2052
3597,Northern Illinois Food Bank,630-443-6910
3598,Community Foodbank of New Jersey,908-355-3663
3599,Mid-South Food Bank,901-527-0841
3600,Second Harvest Food Bank of Southeast North Carolina,910-485-8809
3601,Greater Chicago Food Depository,773-247-3663
3602,Central Illinois Foodbank,217-522-4022
3603,Feeding America Southwest Virginia,540-342-3011
3603,Blue Ridge Area Food Bank,540-248-3663
3604,St. Mary's Food Bank,602-242-3663
3605,Blue Ridge Area Food Bank,540-248-3663
3606,Second Harvest Food Bank of Central Florida,407-295-1066
3607,"Foodlink, Inc.",585-328-3380
3608,"Greater Cleveland Foodbank, Inc.",216-738-2265
3609,Atlanta Community Food Bank,404-892-9822
3611,Atlanta Community Food Bank,404-892-9822
3612,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
3614,Feeding America Southwest Virginia,540-342-3011
3615,Regional Food Bank of Oklahoma,405-972-1111
3616,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
3617,Second Harvest Food Bank of Central Florida,407-295-1066
3619,Chattanooga Area Food Bank,423-622-1800
3620,Utah Food Bank,801-908-8660
3621,Atlanta Community Food Bank,404-892-9822
3622,Feeding America Southwest Virginia,540-342-3011
3623,South Texas Food Bank,956-726-3120
3624,Second Harvest Heartland,651-484-5117
3625,Feeding South Florida,954-518-1818
3626,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
3627,Atlanta Community Food Bank,404-892-9822
3628,Harvest Hope Food Bank,803-254-4432
3629,Second Harvest Food Bank of Central Florida,407-295-1066
3630,HACAP Food Reservoir,319-393-7811
3631,Tarrant Area Food Bank,817-857-7100
3632,Food Bank of Eastern Michigan,810-239-4441
3633,Central Pennsylvania Food Bank,717-564-1700
3634,Helping Harvest,610-926-5802
3635,Chattanooga Area Food Bank,423-622-1800
3637,Regional Food Bank of Oklahoma,405-972-1111
3638,Harvest Hope Food Bank,803-254-4432
3639,Blue Ridge Area Food Bank,540-248-3663
3640,Houston Food Bank,713-223-3700
3641,"Second Harvest Food Bank of Clark, Champaign & Logan Counties",937-323-6507
3643,Second Harvest Heartland,651-484-5117
3644,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
3645,West Texas Food Bank,432-580-6333
3646,Lowcountry Food Bank,843-747-8146
3648,Great Plains Food Bank,701-232-6219
3650,"Food Share, Inc.",805-983-7100
3652,Food Bank of Contra Costa and Solano,925-676-7543
3653,Tarrant Area Food Bank,817-857-7100
3654,Northwest Arkansas Food Bank,479-872-8774
3655,Three Square Food Bank,702-644-3663
3658,Second Harvest Food Bank of Northwest North Carolina,336-784-5770
3659,Chattanooga Area Food Bank,423-622-1800
3660,Chattanooga Area Food Bank,423-622-1800
3661,El Pasoans Fighting Hunger,915 298-0353
3700,Second Harvest Food Bank of Metrolina,704-376-1785
3701,Food Bank of Central & Eastern North Carolina,919-875-0707
3702,Feeding Northeast Florida,904-513-1333
3703,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
3705,Food Lifeline,206-545-6600
3708,Food Bank of Contra Costa and Solano,925-676-7543
3709,Atlanta Community Food Bank,404-892-9822
3710,Atlanta Community Food Bank,404-892-9822
3712,Food Bank of Contra Costa and Solano,925-676-7543
3713,Lowcountry Food Bank,843-747-8146
3717,Second Harvest Food Bank of Middle Tennessee,615-329-3491
3720,Maryland Food Bank,410-737-8282
3722,Akron-Canton Regional Foodbank,330-535-6900
3723,Community Food Bank of Eastern Oklahoma,918-585-2800
3724,Harvest Hope Food Bank,803-254-4432
3725,Greater Chicago Food Depository,773-247-3663
3726,Food Bank of Eastern Michigan,810-239-4441
3727,Food Bank of Central Louisiana,318-445-2773
3728,Three Square Food Bank,702-644-3663
3729,Food Bank of Northern Nevada,775-331-3663
3730,St. Mary's Food Bank,602-242-3663
3731,Roadrunner Food Bank,505-247-2052
3732,Roadrunner Food Bank,505-247-2052
3733,Second Harvest Food Bank of Metrolina,704-376-1785
3734,Feeding South Dakota,605-335-0364
3736,Food Bank of Central Louisiana,318-445-2773
3738,Greater Pittsburgh Community Food Bank,412-460-3663
3739,The Idaho Foodbank,208-336-9643
3740,Food Bank of the Rockies,303-371-9250
3741,Atlanta Community Food Bank,404-892-9822
3742,Food Lifeline,206-545-6600
3743,Food Bank of Northeast Louisiana,318-322-3567
3745,Food Bank of Northeast Louisiana,318-322-3567
3746,Food Bank of Northwest Louisiana,318-675-2400
3747,Second Harvest Food Bank of East Central Indiana,765-287-8698
3748,Atlanta Community Food Bank,404-892-9822
3749,Freestore Foodbank,513-482-4500
3750,Middle Georgia Community Food Bank,478-742-3958
3751,United Food Bank,480-926-4897
3752,Food Bank of Northwest Louisiana,318-675-2400
3754,Second Harvest Inland Northwest,509-534-6678
3757,Food Lifeline,206-545-6600
3758,"North Country Food Bank, Inc.",218-399-7356
3760,Second Harvest Heartland,651-484-5117
3761,"North Country Food Bank, Inc.",218-399-7356
3762,Food Bank of Iowa,515-564-0330
3763,El Pasoans Fighting Hunger,915 298-0353
3764,East Texas Food Bank,903-617-2005
3765,Shared Harvest Foodbank,513-874-0114
3768,Blue Ridge Area Food Bank,540-248-3663
3770,Feeding America Southwest Virginia,540-342-3011
3771,St. Mary's Food Bank,602-242-3663
3772,Feeding America Southwest Virginia,540-342-3011
3773,Tarrant Area Food Bank,817-857-7100
3774,Food Bank of South Jersey,856-662-4884
3774,Philabundance,215-339-0900
3777,North Texas Food Bank,214-330-1396
3777,Tarrant Area Food Bank,817-857-7100
3778,Food Bank of the Rockies,303-371-9250
3780,Maryland Food Bank,410-737-8282
3781,"Gleaners Food Bank of Indiana, Inc.",3179273190
3782,Second Harvest Food Bank of Central Florida,407-295-1066
3783,"The Foodbank, Inc.",937-461-0265
3784,Shared Harvest Foodbank,513-874-0114
3785,Feeding the Gulf Coast,251-653-1617
3786,Atlanta Community Food Bank,404-892-9822
3788,Three Square Food Bank,702-644-3663
3789,Utah Food Bank,801-908-8660
3790,Northern Illinois Food Bank,630-443-6910
3791,South Michigan Food Bank,269-964-3663
3792,Mid-Ohio FoodBank,614-274-7770
3794,Food Lifeline,206-545-6600
3795,Community Foodbank of New Jersey,908-355-3663
3796,Feeding America Riverside |San Bernardino Counties,951-359-4757
3799,United Food Bank,480-926-4897
3801,Food Lifeline,206-545-6600
3802,Food Bank of Delaware,302-292-1305
3803,Connecticut Foodshare,203-469-5000
3804,Maryland Food Bank,410-737-8282
3805,Care and Share Food Bank,719-528-1247
3806,Second Harvest Heartland,651-484-5117
3807,Community Food Bank of Southern Arizona,520-622-0525
3809,West Ohio Food Bank,419-222-7946
3810,Philabundance,215-339-0900
3812,Mid-Ohio FoodBank,614-274-7770
3817,Second Harvest Food Bank of Central Florida,407-295-1066
3823,Food Bank of Lincoln,402-466-8170
3824,Food Bank of the Rockies,303-371-9250
3825,Food Bank of Central & Eastern North Carolina,919-875-0707
3826,South Plains Food Bank,806-763-3003
3827,Houston Food Bank,713-223-3700
3828,East Texas Food Bank,903-617-2005
3829,Second Harvest Food Bank of Northeast Tennessee,423-279-0430
3830,Fulfill,732-918-2600
3831,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
3833,United Food Bank,480-926-4897
3835,Chattanooga Area Food Bank,423-622-1800
3837,Northern Illinois Food Bank,630-443-6910
3838,Greater Pittsburgh Community Food Bank,412-460-3663
3840,West Ohio Food Bank,419-222-7946
3842,"Foodlink, Inc.",585-328-3380
3843,Maryland Food Bank,410-737-8282
3844,St. Mary's Food Bank,602-242-3663
3845,St. Mary's Food Bank,602-242-3663
3846,United Food Bank,480-926-4897
3847,Three Square Food Bank,702-644-3663
3848,Utah Food Bank,801-908-8660
3850,Food Lifeline,206-545-6600
3851,Food Finders Food Bank,765-471-0062
3852,Second Harvest Food Bank of Northeast Tennessee,423-279-0430
3853,Feeding South Dakota,605-335-0364
3857,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
3858,Feeding South Florida,954-518-1818
3860,Second Harvest Food Bank of the Mahoning Valley,330-792-5522
3861,United Food Bank,480-926-4897
3862,Second Harvest Food Bank of Central Florida,407-295-1066
3864,Food Bank of Central & Eastern North Carolina,919-875-0707
3867,Food Bank of the Rockies,303-371-9250
3868,Food Bank of Northwest Louisiana,318-675-2400
3869,Feed More,804-521-2500
3870,Tarrant Area Food Bank,817-857-7100
3872,Feeding South Dakota,605-335-0364
3874,Atlanta Community Food Bank,404-892-9822
3875,Great Plains Food Bank,701-232-6219
3876,Feeding America West Michigan,616-784-3250
3877,Feeding Northeast Florida,904-513-1333
3880,Feed More,804-521-2500
3883,"Hawaii Foodbank, Inc.",808-836-3600
3884,Community Food Bank of Southern Arizona,520-622-0525
3886,Food Bank of the Rio Grande Valley,956-682-8101
3887,Feeding Tampa Bay,813-254-1190
3888,San Antonio Food Bank,210-337-3663
3889,Inter-Faith Food Shuttle,919-250-0043
3889,Food Bank of Central & Eastern North Carolina,919-875-0707
3891,Northern Illinois Food Bank,630-443-6910
3893,Northern Illinois Food Bank,630-443-6910
3894,"God's Pantry Food Bank, Inc.",859-255-6592
3896,St. Mary's Food Bank,602-242-3663
3897,The Idaho Foodbank,208-336-9643
3899,Lowcountry Food Bank,843-747-8146
3912,Community Foodbank of New Jersey,908-355-3663
3935,Feeding South Florida,954-518-1818
3947,Feeding San Diego,858-452-3663
3959,Second Harvest Food Bank of East Tennessee,865-521-0000
3988,Utah Food Bank,801-908-8660
3990,Mississippi Food Network,601-973-7080
4041,Community Foodbank of New Jersey,908-355-3663
4046,North Texas Food Bank,214-330-1396
4048,Greater Baton Rouge Food Bank,225-359-9940
4049,Greater Chicago Food Depository,773-247-3663
4053,"Gleaners Food Bank of Indiana, Inc.",3179273190
4054,"Gleaners Food Bank of Indiana, Inc.",3179273190
4055,San Antonio Food Bank,210-337-3663
4056,San Antonio Food Bank,210-337-3663
4057,Ozarks Food Harvest,417-865-3411
4063,Harry Chapin Food Bank of Southwest Florida,239-334-7007
4064,Foodbank of Southeastern Virginia and the Eastern Shore,757-627-6599
4065,Food Bank of Central & Eastern North Carolina,919-875-0707
4068,Utah Food Bank,801-908-8660
4100,Utah Food Bank,801-908-8660
4101,Los Angeles Regional Food Bank,323-234-3030
4102,San Antonio Food Bank,210-337-3663
4103,San Antonio Food Bank,210-337-3663
4104,North Texas Food Bank,214-330-1396
4104,Tarrant Area Food Bank,817-857-7100
4105,El Pasoans Fighting Hunger,915 298-0353
4108,Northwest Arkansas Food Bank,479-872-8774
4109,Food Bank of Northwest Louisiana,318-675-2400
4111,Houston Food Bank,713-223-3700
4112,Food Bank of the Rio Grande Valley,956-682-8101
4114,East Texas Food Bank,903-617-2005
4115,San Antonio Food Bank,210-337-3663
4118,Dare to Care Food Bank,502-966-3821
4127,Food Bank of Contra Costa and Solano,925-676-7543
4128,Arkansas Foodbank,501-569-4301
4129,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
4130,Central Texas Food Bank,512-282-2111
4131,San Antonio Food Bank,210-337-3663
4132,Los Angeles Regional Food Bank,323-234-3030
4134,Second Harvest Food Bank of Orange County,949-653-2900
4137,Food Lifeline,206-545-6600
4138,Food Bank for the Heartland,402-331-1213
4139,Food Bank for the Heartland,402-331-1213
4140,Feeding South Florida,954-518-1818
4141,Feeding Tampa Bay,813-254-1190
4142,Second Harvest Food Bank of Central Florida,407-295-1066
4144,Golden Harvest Food Bank,706-736-1199
4145,Harvest Hope Food Bank,803-254-4432
4147,Inter-Faith Food Shuttle,919-250-0043
4147,Food Bank of Central & Eastern North Carolina,919-875-0707
4148,Second Harvest Food Bank of Metrolina,704-376-1785
4153,Community Foodbank of New Jersey,908-355-3663
4156,Vermont Foodbank,802-476-3341
4157,Inter-Faith Food Shuttle,919-250-0043
4157,Food Bank of Central & Eastern North Carolina,919-875-0707
4159,Second Harvest Food Bank of Central Florida,407-295-1066
4160,Second Harvest Food Bank of Central Florida,407-295-1066
4161,Feeding South Florida,954-518-1818
4162,San Antonio Food Bank,210-337-3663
4163,Central Texas Food Bank,512-282-2111
4164,North Texas Food Bank,214-330-1396
4165,Tarrant Area Food Bank,817-857-7100
4166,Second Harvest Food Bank of East Tennessee,865-521-0000
4168,Arkansas Foodbank,501-569-4301
4169,Feeding San Diego,858-452-3663
4171,Second Harvest Food Bank of Orange County,949-653-2900
4174,Second Harvest of Silicon Valley,408-266-8866
4176,Oregon Food Bank,503-282-0555
4178,Oregon Food Bank,503-282-0555
4180,The Idaho Foodbank,208-336-9643
4182,North Texas Food Bank,214-330-1396
4183,Houston Food Bank,713-223-3700
4184,"Long Island Cares, Inc.",631-582-3663
4184,Island Harvest,516-294-8528
4185,Atlanta Community Food Bank,404-892-9822
4187,Food Bank of North Alabama,256-539-2256
4188,Food Bank of North Alabama,256-539-2256
4189,Community Food Bank of Central Alabama,205-942-8911
