Last Modified By,Last Modified,Name,Parent Path,Page Link
admin,2/6/2019,en_US_09010aff806a997d_A_28-00251.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff806a997d_A_28-00251.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e934_A_28-02091.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e934_A_28-02091.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e93a_A_28-02121.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e93a_A_28-02121.pdf"">Page Link</a>"
admin,2/6/2019,Managing-Purged-Paint-Tint-and-Empty-Paint-Tint-Containers-WA-Only_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Managing-Purged-Paint-Tint-and-Empty-Paint-Tint-Containers-WA-Only_v001.pdf"">Page Link</a>"
admin,2/6/2019,en_us_div07_Fuel_Island_Comp_Maint_Daily_Checklist_User_Guide1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_us_div07_Fuel_Island_Comp_Maint_Daily_Checklist_User_Guide1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff813224c4_A_cameras_v002.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff813224c4_A_cameras_v002.pdf"">Page Link</a>"
admin,2/6/2019,Disk-Storage-5.30.18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Disk-Storage-5.30.18.pdf"">Page Link</a>"
admin,2/6/2019,Digital-Video-Recorders-(DVR)-5.29.18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Digital-Video-Recorders-(DVR)-5.29.18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e946_A_28-02141.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e946_A_28-02141.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_Envrn_Mgmt_Syst_Mnl1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_Envrn_Mgmt_Syst_Mnl1.pdf"">Page Link</a>"
admin,2/6/2019,Hazardous-Waste-Containers-Labeling-Guide-CA_v004.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Hazardous-Waste-Containers-Labeling-Guide-CA_v004.pdf"">Page Link</a>"
admin,2/6/2019,us_en_div18_hazardous_waste_containers_noCA_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/us_en_div18_hazardous_waste_containers_noCA_v001.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_St_by_St_Fuel_Stn_AB_Op_Trng_Inst1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_St_by_St_Fuel_Stn_AB_Op_Trng_Inst1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff807d768c_A_28-00351.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff807d768c_A_28-00351.pdf"">Page Link</a>"
admin,2/6/2019,us_en_div18_hazardous_waste_containers_CA_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/us_en_div18_hazardous_waste_containers_CA_v001.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814b9e8c_A_28-06041.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814b9e8c_A_28-06041.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814ba206_A_tmg_split_footprint1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814ba206_A_tmg_split_footprint1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814ba204_A_tmg_nonsplit_footprint1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814ba204_A_tmg_nonsplit_footprint1.pdf"">Page Link</a>"
admin,2/6/2019,Computer_Motherboard-5_22_18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Computer_Motherboard-5_22_18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff811389ca_A_wercs_guide_sp1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff811389ca_A_wercs_guide_sp1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814b9e89_A_28-06011.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814b9e89_A_28-06011.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff813224c2_A_battery_charger_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff813224c2_A_battery_charger_v001.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814b9e8b_A_28-06031.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814b9e8b_A_28-06031.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff811b0f9d_A_28-04021.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff811b0f9d_A_28-04021.pdf"">Page Link</a>"
admin,2/6/2019,Computers_Desktop-5_22_18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Computers_Desktop-5_22_18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814b9e8a_A_28-06021.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814b9e8a_A_28-06021.pdf"">Page Link</a>"
admin,2/6/2019,Credit_Debit-Card-Reader-5_29_18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Credit_Debit-Card-Reader-5_29_18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_28-05041.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_28-05041.pdf"">Page Link</a>"
admin,2/6/2019,Anti-Theft-Alarms-5.22.18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Anti-Theft-Alarms-5.22.18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814ba209_A_28-06061.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814ba209_A_28-06061.pdf"">Page Link</a>"
jbivie,3/14/2019,Kentucky-Fuel-Station-Alarm-Management.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements/unpublished/Kentucky-Fuel-Station-Alarm-Management.pdf"">Page Link</a>"
jbivie,3/14/2019,Emergency-Notification-Flow-Chart.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements/unpublished/Emergency-Notification-Flow-Chart.pdf"">Page Link</a>"
jbivie,3/14/2019,Fuel-Station-Alarm-Management.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements/unpublished/Fuel-Station-Alarm-Management.pdf"">Page Link</a>"
jbivie,3/14/2019,Fuel-Compliance-Regulatory-Inspections.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/regulatory_requirements/unpublished/Fuel-Compliance-Regulatory-Inspections.pdf"">Page Link</a>"
m0g0106,3/27/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/procedures/unpublished/SOP-Fuel-Station-Drum-Fuel-Material-Label-Corrections---All-Except-CA-&-WA.pdf"">Page Link</a>"
m0g0106,3/27/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/procedures/unpublished/SOP-Fuel-Station-Drum-Hazardous-Waste-Label-Corrections---CA-&-WA-Only.pdf"">Page Link</a>"
m0g0106,3/27/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/procedures/unpublished/SOP-Fuel-Station-Drum-Set-Up---All-Except-CA-&-WA.pdf"">Page Link</a>"
jbivie,3/14/2019,SOP---Fuel-Station-Spill-Bucket-Maintenance.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/procedures/fuel_station_compliance/procedures/unpublished/SOP---Fuel-Station-Spill-Bucket-Maintenance.pdf"">Page Link</a>"
