Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comment
3070,INV168084-10245A,10/15/2024," 4,263.12 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
85,INV168084-10245A,10/15/2024, 328.13 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,&nbsp;
5005,INV168084-10245A,10/15/2024, 300.00 ,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,&nbsp;
1739,INV168084-10245A,10/15/2024, 450.50 ,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
1086,INV168084-10245A,10/15/2024, 425.00 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,&nbsp;
5005,INV168084-10245A,10/15/2024, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
4672,INV168084-10245A,10/15/2024, 425.00 ,REFUSED ACCESS TO DEVICE,OTHER,MISC: MISC:  Issue was due to incorrect site input.,&nbsp;
2180,INV168084-10245A,10/15/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
633,INV168084-10245A,10/15/2024, 910.61 ,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
2595,INV168084-10245A,10/15/2024," 3,945.14 ",NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
470,INV168084-10245A,10/15/2024, 324.75 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
1014,INV168084-10245A,10/15/2024, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
5368,INV168084-10245A,10/15/2024, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
2748,INV168084-10245A,10/15/2024," 1,607.48 ",IMPROPER HANDLING - OTHER,BNR,MISC: MISC:  Issue was due to incorrect site input.,&nbsp;
1905,INV168084-10245A,10/15/2024, 378.38 ,IMPROPER HANDLING - OTHER,OTHER,MISC: MISC:  Issue was due to incorrect site input.,&nbsp;
5368,INV168084-10245A,10/15/2024, 513.06 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
522,INV168084-10245A,10/15/2024, 558.16 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
6527,INV168084-10245A,10/15/2024, 439.80 ,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
522,INV168084-10245A,10/15/2024, 555.39 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
4374,INV168084-10245A,10/15/2024, 300.00 ,IMPROPER HANDLING - IMPROPER RACKING OF NR,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
3549,INV168084-10245A,10/15/2024, 300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,&nbsp;
854,INV168084-10245A,10/15/2024, 300.00 ,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
1673,INV168084-10245A,10/15/2024, 322.50 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
3262,INV168084-10245A,10/15/2024, 811.93 ,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,&nbsp;
5162,INV168084-10245A,10/15/2024," 1,350.69 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
5908,INV168084-10245A,10/15/2024, 329.25 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
554,INV168084-10245A,10/15/2024, 342.07 ,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
3640,INV168084-10245A,10/15/2024, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
2706,INV168084-10245A,10/15/2024, 327.60 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
1805,INV168084-10245A,10/15/2024, 313.90 ,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
3475,INV168084-10245A,10/15/2024, 450.50 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
1838,INV168084-10245A,10/15/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,&nbsp;
5962,INV168084-10245A,10/15/2024, 610.61 ,NON DEVICE RELATED ISSUES,BCR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
3262,INV168084-10245A,10/15/2024, 321.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
5265,INV168084-10245A,10/15/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
3288,INV168084-10245A,10/15/2024, 469.41 ,REFUSED ACCESS TO DEVICE,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
2237,INV168084-10245A,10/15/2024, 526.91 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
1872,INV168084-10245A,10/15/2024, 300.00 ,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
3475,INV168084-10245A,10/15/2024, 450.50 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
5162,INV168084-10245A,10/15/2024, 660.49 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
5294,INV168084-10245A,10/15/2024, 451.99 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
5142,INV168084-10245A,10/15/2024, 682.47 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
3643,INV168084-10245A,10/15/2024, 448.38 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
238,INV168084-10245A,10/15/2024, 630.78 ,IMPROPER HANDLING - GAS SPRING,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
950,INV168084-10245A,10/15/2024," 2,865.92 ",IMPROPER HANDLING - CASSETTES,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
3423,INV168084-10245A,10/15/2024, 324.57 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
5962,INV168084-10245A,10/15/2024, 475.30 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
2002,INV168084-10245A,10/15/2024, 737.30 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
2002,INV168084-10245A,10/15/2024, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
5022,INV168084-10245A,10/15/2024, 465.16 ,IMPROPER HANDLING - VAULT,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
2237,INV168084-10245A,10/15/2024, 425.00 ,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
3803,INV168084-10245A,10/15/2024, 451.99 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,&nbsp;
5956,INV168084-10245A,10/15/2024, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
601,INV168084-10245A,10/15/2024, 460.06 ,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
4240,INV168084-10245A,10/15/2024, 527.02 ,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,&nbsp;
2103,INV168084-10245A,10/15/2024, 425.00 ,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
3332,INV168084-10245A,10/15/2024, 324.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
1095,INV168084-10245A,10/15/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
6867,INV168084-10245A,10/15/2024, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,&nbsp;
991,INV168084-10245A,10/15/2024, 802.74 ,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,&nbsp;
2315,INV168084-11245A,10/12/2024, 909.86 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
872,INV168084-11245A,10/11/2024, 460.06 ,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
5396,INV168084-11245A,10/11/2024, 515.61 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
1560,INV168084-11245A,10/11/2024, 425.00 ,IMPROPER HANDLING - GAS SPRING,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
2506,INV168084-11245A,10/11/2024, 748.72 ,IMPROPER HANDLING - GAS SPRING,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
2612,INV168084-11245A,10/12/2024, 693.47 ,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,&nbsp;
5740,INV168084-11245A,10/12/2024, 425.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
8273,INV168084-11245A,10/13/2024, 463.46 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
4673,INV168084-11245A,10/16/2024, 425.00 ,IMPROPER HANDLING - VAULT,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
1236,INV168084-11245A,10/13/2024, 453.69 ,NON DEVICE RELATED ISSUES,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
4478,INV168084-11245A,10/14/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
699,INV168084-11245A,10/13/2024, 651.33 ,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
6828,INV168084-11245A,10/14/2024," 3,272.08 ",ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,&nbsp;
5670,INV168084-11245A,10/14/2024, 939.53 ,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,&nbsp;
5396,INV168084-11245A,10/15/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
3702,INV168084-11245A,10/15/2024, 791.32 ,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,&nbsp;
7299,INV168084-11245A,10/17/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
3537,INV168084-11245A,10/17/2024, 330.30 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,&nbsp;
1051,INV168084-11245A,10/18/2024," 2,815.56 ",IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
1756,INV168084-11245A,10/18/2024, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
6583,INV168084-11245A,10/18/2024, 330.60 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
7177,INV168084-11245A,10/18/2024, 300.00 ,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
2965,INV168084-11245A,10/18/2024, 319.05 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
5898,INV168084-11245A,10/18/2024, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
1469,INV168084-11245A,10/18/2024, 327.75 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
5328,INV168084-11245A,10/18/2024," 2,847.28 ",IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
1803,INV168084-11245A,10/18/2024, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,&nbsp;
1030,INV168084-11245A,10/19/2024," 2,910.06 ",IMPROPER HANDLING - COIN SORTER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,&nbsp;
