Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number,,,
4191,SUP,Richmond,VA,90,,1,,CHES,844-367-5240,,,
3330,WNM,Chesapeake,VA,90,,8,,CHES,844-367-5240,,,
3299,WNM,Chesapeake,VA,90,,8,,CHES,844-367-5240,,,
6226,WNM,Virginia Beach,VA,90,,29,,CHES,844-367-5240,,,
4064,SUP,Virginia Beach,VA,90,25,,,CHES,844-367-5240,,,
3156,WNM,Hampton,VA,90,4,,27,CHES,844-367-5240,,,
6798,WNM,Norfolk,VA,90,,29,,CHES,844-367-5240,,,
3880,WNM,Ashland,VA,90,,29,,CHES,844-367-5240,,,
7174,WNM,North Chesterfield,VA,90,,,20,CHES,844-367-5240,,,
7177,WNM,Rockingham,VA,90,,29,,CHES,844-367-5240,,,
4388,WNM,Waynesboro,VA,90,,22,,CHES,844-367-5240,,,
6952,SUP,Timberville,VA,90,11,,,CHES,844-367-5240,,,
6936,WNM,Stafford,VA,90,,,6,CHES,844-367-5240,,,
5922,SUP,Virginia Beach,VA,90,25,,,CHES,844-367-5240,,,
7032,SUP,Henrico,VA,90,18,,,CHES,844-367-5240,,,
2947,WM,Vancouver,WA,90,,15,,CHES,844-367-5240,,,
3145,WNM,Vancouver,WA,90,,15,,CHES,844-367-5240,,,
2469,SUP,Longview,WA,90,,22,,CHES,844-367-5240,,,
3742,SUP,Woodland,WA,90,4,,20,CHES,844-367-5240,,,
5853,SUP,Longview,WA,90,,22,,CHES,844-367-5240,,,
2550,SUP,Vancouver,WA,90,,,6,CHES,844-367-5240,,,
5461,SUP,Vancouver,WA,90,,,6,CHES,844-367-5240,,,
5462,SUP,Vancouver,WA,90,,,6,CHES,844-367-5240,,,
2249,SUP,Chehalis,WA,90,,,6,CHES,844-367-5240,,,
5929,SUP,Battle Ground,WA,60,4,29,,CHES,844-367-5240,,,
1906,WM,Fairhaven,MA,90,,15,,CHES,844-367-5240,,,
2184,WM,Seekonk,MA,90,,,13,CHES,844-367-5240,,,
2373,WM,Warwick,RI,60,,1,20,CHES,844-367-5240,,,
2747,WM,Warwick,RI,60,,1,20,CHES,844-367-5240,,,
2885,WM,Newport,RI,60,,8,,CHES,844-367-5240,,,
3301,WM,Providence,RI,60,25,,20,CHES,844-367-5240,,,
3561,WM,East Falmouth,MA,120,,22,,CHES,844-367-5240,,,
1873,SUP,Cranston,RI,60,,1,27,CHES,844-367-5240,,,
1964,SUP,Westerly,RI,60,,8,,CHES,844-367-5240,,,
2021,SUP,Raynham,MA,90,,,13,CHES,844-367-5240,,,
2095,SUP,Wareham,MA,90,,,13,CHES,844-367-5240,,,
2128,SUP,Halifax,MA,120,,22,,CHES,844-367-5240,,,
2157,SUP,DARTMOUTH,MA,90,,,6,CHES,844-367-5240,,,
2225,SUP,North Smithfield,RI,60,,1,20,CHES,844-367-5240,,,
2261,SUP,North Kingstown,RI,60,,8,,CHES,844-367-5240,,,
2283,SUP,Coventry,RI,60,,8,,CHES,844-367-5240,,,
2336,SUP,Plymouth,MA,90,,15,,CHES,844-367-5240,,,
2366,SUP,North Attleboro,MA,90,4,,20,CHES,844-367-5240,,,
2953,SUP,Swansea,MA,90,,,13,CHES,844-367-5240,,,
3560,SUP,Fall River,MA,90,4,,20,CHES,844-367-5240,,,
5448,SUP,Raynham,MA,90,,,13,CHES,844-367-5240,,,
6425,SAMS,CASPER,WY,90,,,13,CHES,844-367-5240,,,
6430,SAMS,CHEYENNE,WY,90,18,,,CHES,844-367-5240,,,
4987,SAMS,Longmont,CO,180,,29,,CHES,844-367-5240,,,
8147,SAMS,Loveland,CO,90,,,20,CHES,844-367-5240,,,
8272,SAMS,Fountain,CO,60,,1,27,CHES,844-367-5240,,,
4816,SAMS,Aurora,CO,90,,8,,CHES,844-367-5240,,,
4853,SAMS,Castle Rock,CO,60,,15,,CHES,844-367-5240,,,
6635,SAMS,Littleton,CO,180,,15,,CHES,844-367-5240,,,
6634,SAMS,Lone Tree,CO,60,,8,,CHES,844-367-5240,,,
6549,SAMS,Pueblo,CO,90,,29,,CHES,844-367-5240,,,
6219,SAMS,Colorado Springs,CO,90,4,,27,CHES,844-367-5240,,,
6630,SAMS,Arvada,CO,180,,29,,CHES,844-367-5240,,,
6632,SAMS,Denver,CO,90,,,6,CHES,844-367-5240,,,
6633,SAMS,Fort Collins,CO,180,,29,,CHES,844-367-5240,,,
4745,SAMS,Thornton,CO,90,11,,,CHES,844-367-5240,,,
6631,SAMS,Aurora,CO,90,,15,,CHES,844-367-5240,,,
4777,SAMS,Denver,CO,120,,22,,CHES,844-367-5240,,,
4770,SAMS,Evans,CO,180,,,,CHES,844-367-5240,,,
790,SUP,MCCOOK,NE,120,,22,,CHES,844-367-5240,,,
867,SUP,SCOTTSBLUFF,NE,90,25,,,CHES,844-367-5240,,,
1315,SUP,CHEYENNE,WY,90,,,13,CHES,844-367-5240,,,
1412,SUP,LARAMIE,WY,90,,,13,CHES,844-367-5240,,,
3778,SUP,CASPER,WY,90,,,13,CHES,844-367-5240,,,
1508,SUP,SHERIDAN,WY,90,,,13,CHES,844-367-5240,,,
1485,SUP,GILLETTE,WY,90,,,13,CHES,844-367-5240,,,
1585,SUP,NORTH PLATTE,NE,180,,,,CHES,844-367-5240,,,
4471,SUP,RAWLINS,WY,90,,,13,CHES,844-367-5240,,,
1617,SUP,CASPER,WY,90,,,13,CHES,844-367-5240,,,
4653,SUP,CHEYENNE,WY,90,,,13,CHES,844-367-5240,,,
1778,SUP,CODY,WY,90,,,13,CHES,844-367-5240,,,
5170,SUP,SIDNEY,NE,180,,,,CHES,844-367-5240,,,
2579,SUP,CHADRON,NE,180,,,,CHES,844-367-5240,,,
7129,SUP,OGALLALA,NE,90,,22,,CHES,844-367-5240,,,
3083,WNM,Colorado Springs,CO,90,,29,,CHES,844-367-5240,,,
3126,WNM,Centennial,CO,90,,1,,CHES,844-367-5240,,,
1019,SUP,Canon City,CO,90,,8,,CHES,844-367-5240,,,
1273,SUP,Fountain,CO,90,,29,,CHES,844-367-5240,,,
1384,SUP,La Junta,CO,90,11,,,CHES,844-367-5240,,,
2270,SUP,Durango,CO,90,,22,,CHES,844-367-5240,,,
3177,SUP,Fort Collins,CO,90,,8,,CHES,844-367-5240,,,
3382,SUP,Pueblo West,CO,90,11,,,CHES,844-367-5240,,,
3533,SUP,Denver,CO,90,25,,,CHES,844-367-5240,,,
1689,SUP,Aurora,CO,90,,,13,CHES,844-367-5240,,,
5051,SUP,Greeley,CO,90,,1,,CHES,844-367-5240,,,
5033,SUP,Fort Morgan,CO,90,11,,,CHES,844-367-5240,,,
1492,SUP,Aurora,CO,90,,,13,CHES,844-367-5240,,,
5957,SUP,Wheat Ridge,CO,90,4,,27,CHES,844-367-5240,,,
842,SUP,Pueblo,CO,90,,8,,CHES,844-367-5240,,,
869,SUP,Alamosa,CO,90,,22,,CHES,844-367-5240,,,
924,SUP,Sterling,CO,90,11,,,CHES,844-367-5240,,,
953,SUP,Loveland,CO,90,,,20,CHES,844-367-5240,,,
1434,SUP,Colorado Springs,CO,90,,1,,CHES,844-367-5240,,,
3176,WNM,Colorado Springs,CO,90,25,,,CHES,844-367-5240,,,
3128,WNM,Denver,CO,180,,,,CHES,844-367-5240,,,
3740,WNM,Aurora,CO,90,,8,,CHES,844-367-5240,,,
4196,WNM,Aurora,CO,90,,8,,CHES,844-367-5240,,,
1308,SUP,Littleton,CO,90,,15,,CHES,844-367-5240,,,
2293,SUP,Evergreen,CO,60,,15,,CHES,844-367-5240,,,
2672,SUP,Lamar,CO,180,,,,CHES,844-367-5240,,,
2729,SUP,Fort Collins,CO,90,11,,,CHES,844-367-5240,,,
2751,SUP,Englewood,CO,90,,1,,CHES,844-367-5240,,,
3227,SUP,Monument,CO,90,,29,,CHES,844-367-5240,,,
4288,SUP,Broomfield,CO,90,4,,27,CHES,844-367-5240,,,
4599,SUP,Timnath,CO,90,11,,,CHES,844-367-5240,,,
905,SUP,Longmont,CO,90,4,,27,CHES,844-367-5240,,,
966,SUP,Cortez,CO,120,,,,CHES,844-367-5240,,,
980,SUP,Greeley,CO,180,,,27,CHES,844-367-5240,,,
3082,WNM,Colorado Springs,CO,90,,1,,CHES,844-367-5240,,,
3175,WNM,Colorado Springs,CO,90,25,,,CHES,844-367-5240,,,
3127,WNM,Denver,CO,90,,,6,CHES,844-367-5240,,,
4747,WNM,Northglenn,CO,90,11,,,CHES,844-367-5240,,,
5828,WNM,Pueblo,CO,90,11,,,CHES,844-367-5240,,,
1008,SUP,Loveland,CO,90,,22,,CHES,844-367-5240,,,
1045,SUP,Lafayette,CO,90,,,6,CHES,844-367-5240,,,
1231,SUP,Thornton,CO,90,,8,,CHES,844-367-5240,,,
1252,SUP,Highlands Ranch,CO,90,,,6,CHES,844-367-5240,,,
2223,SUP,Westminster,CO,90,,,20,CHES,844-367-5240,,,
3313,SUP,Centennial,CO,180,,,27,CHES,844-367-5240,,,
3582,SUP,Colorado Springs,CO,180,,,,CHES,844-367-5240,,,
3805,SUP,Woodland Park,CO,180,,,27,CHES,844-367-5240,,,
4335,SUP,Falcon,CO,90,,29,,CHES,844-367-5240,,,
3867,SUP,Westminster,CO,180,,,,CHES,844-367-5240,,,
5003,SUP,Pagosa Springs,CO,90,,22,,CHES,844-367-5240,,,
5049,SUP,Littleton,CO,90,,15,,CHES,844-367-5240,,,
5123,SUP,Colorado Springs,CO,90,,1,,CHES,844-367-5240,,,
5341,SUP,Broomfield,CO,90,,29,,CHES,844-367-5240,,,
5334,SUP,Aurora,CO,180,,,,CHES,844-367-5240,,,
5370,SUP,Longmont,CO,180,,,27,CHES,844-367-5240,,,
5676,SUP,Denver,CO,90,,,20,CHES,844-367-5240,,,
984,SUP,Castle Rock,CO,60,,15,,CHES,844-367-5240,,,
3019,WNM,Thornton,CO,90,11,,,CHES,844-367-5240,,,
1001,SUP,Pueblo,CO,90,11,,,CHES,844-367-5240,,,
1200,SUP,Colorado Springs,CO,90,4,,27,CHES,844-367-5240,,,
1659,SUP,Brighton,CO,90,,,13,CHES,844-367-5240,,,
1896,SUP,Colorado Springs,CO,90,,29,,CHES,844-367-5240,,,
2125,SUP,Lakewood,CO,180,,,,CHES,844-367-5240,,,
2752,SUP,Commerce City,CO,120,,,6,CHES,844-367-5240,,,
2892,SUP,Parker,CO,180,,,,CHES,844-367-5240,,,
3018,SUP,Fountain,CO,90,,1,,CHES,844-367-5240,,,
3566,SUP,Denver,CO,180,,,,CHES,844-367-5240,,,
3824,SUP,Westminster,CO,90,25,,,CHES,844-367-5240,,,
4567,SUP,Thornton,CO,90,11,,,CHES,844-367-5240,,,
4639,SUP,Elizabeth,CO,180,,,,CHES,844-367-5240,,,
4734,SUP,Arvada,CO,90,11,,,CHES,844-367-5240,,,
4284,SUP,Lakewood,CO,90,,,,CHES,844-367-5240,,,
5137,SUP,Aurora,CO,180,,,,CHES,844-367-5240,,,
962,SUP,Trinidad,CO,90,,8,,CHES,844-367-5240,,,
4973,SAMS,DUBUQUE,IA,180,,,,CHES,844-367-5240,,,
6344,SAMS,DES MOINES,IA,90,,15,,CHES,844-367-5240,,,
6979,SAMS,DES MOINES (ANKENY),IA,90,,15,,CHES,844-367-5240,,,
8162,SAMS,CEDAR RAPIDS,IA,60,4,29,,CHES,844-367-5240,,,
8238,SAMS,DAVENPORT,IA,180,,,,CHES,844-367-5240,,,
559,SUP,MUSCATINE,IA,90,18,,,CHES,844-367-5240,,,
581,SUP,MARSHALLTOWN,IA,180,,,,CHES,844-367-5240,,,
646,SUP,ANAMOSA,IA,180,,,,CHES,844-367-5240,,,
751,SUP,PELLA,IA,90,,,20,CHES,844-367-5240,,,
748,SUP,NEWTON,IA,180,,,20,CHES,844-367-5240,,,
749,SUP,AMES,IA,180,,,,CHES,844-367-5240,,,
750,SUP,INDEPENDENCE,IA,180,,,,CHES,844-367-5240,,,
647,SUP,GRINNELL,IA,90,,22,,CHES,844-367-5240,,,
784,SUP,MOUNT PLEASANT,IA,180,,,,CHES,844-367-5240,,,
753,SUP,CEDAR FALLS,IA,180,4,,,CHES,844-367-5240,,,
810,SUP,MASON CITY,IA,120,,29,,CHES,844-367-5240,,,
797,SUP,WEST BURLINGTON,IA,90,18,,,CHES,844-367-5240,,,
841,WM,TIPTON,IA,90,,22,,CHES,844-367-5240,,,
892,SUP,ANKENY,IA,180,,,,CHES,844-367-5240,,,
913,SUP,DECORAH,IA,180,,,27,CHES,844-367-5240,,,
985,SUP,FAIRFIELD,IA,90,,29,,CHES,844-367-5240,,,
1005,SUP,WAVERLY,IA,180,,,,CHES,844-367-5240,,,
3394,SUP,ATLANTIC,IA,60,11,,6,CHES,844-367-5240,,,
1152,SUP,SIOUX CENTER,IA,180,,,,CHES,844-367-5240,,,
1241,SUP,DAVENPORT,IA,180,,,,CHES,844-367-5240,,,
1285,SUP,OTTUMWA,IA,180,,,,CHES,844-367-5240,,,
1361,SUP,SIOUX CITY,IA,180,,,,CHES,844-367-5240,,,
1393,SUP,OSKALOOSA,IA,90,,,20,CHES,844-367-5240,,,
1389,SUP,BOONE,IA,90,,22,,CHES,844-367-5240,,,
3590,SUP,SIOUX CITY,IA,180,,,,CHES,844-367-5240,,,
3630,SUP,MARION,IA,180,,,27,CHES,844-367-5240,,,
1415,SUP,SPIRIT LAKE,IA,180,,,,CHES,844-367-5240,,,
1435,SUP,CRESTON,IA,90,,,20,CHES,844-367-5240,,,
1431,SUP,KEOKUK,IA,180,,,,CHES,844-367-5240,,,
3762,SUP,WEST DES MOINES,IA,180,,29,,CHES,844-367-5240,,,
1475,SUP,WASHINGTON,IA,90,,29,,CHES,844-367-5240,,,
1491,SUP,INDIANOLA,IA,180,,,,CHES,844-367-5240,,,
1506,SUP,MANCHESTER,IA,180,,,,CHES,844-367-5240,,,
1496,SUP,WATERLOO,IA,90,11,,,CHES,844-367-5240,,,
1526,SUP,STORM LAKE,IA,60,18,,13,CHES,844-367-5240,,,
1546,WM,IOWA FALLS,IA,90,,1,,CHES,844-367-5240,,,
1509,SUP,MAQUOKETA,IA,90,,,6,CHES,844-367-5240,,,
1528,SUP,CEDAR RAPIDS,IA,180,4,,,CHES,844-367-5240,,,
4256,SUP,AMES,IA,180,,,,CHES,844-367-5240,,,
1621,SUP,CENTERVILLE,IA,180,,,,CHES,844-367-5240,,,
1625,SUP,LE MARS,IA,180,,,,CHES,844-367-5240,,,
4606,SUP,OSCEOLA,IA,90,,,13,CHES,844-367-5240,,,
1683,SUP,SHENANDOAH,IA,90,,8,,CHES,844-367-5240,,,
1721,SUP,IOWA CITY,IA,180,,,,CHES,844-367-5240,,,
1723,SUP,DES MOINES,IA,180,,22,,CHES,844-367-5240,,,
1732,SUP,DENISON,IA,90,,,13,CHES,844-367-5240,,,
1764,SUP,WINDSOR HEIGHTS,IA,180,,,27,CHES,844-367-5240,,,
1787,SUP,CARROLL,IA,180,,,,CHES,844-367-5240,,,
5115,SUP,DAVENPORT,IA,180,,,,CHES,844-367-5240,,,
2004,SUP,DUBUQUE,IA,180,,,,CHES,844-367-5240,,,
5748,SUP,GRIMES,IA,180,,,,CHES,844-367-5240,,,
2714,SUP,SPENCER,IA,180,,,,CHES,844-367-5240,,,
2716,SUP,CEDAR RAPIDS,IA,180,,29,,CHES,844-367-5240,,,
2935,SUP,KNOXVILLE,IA,90,4,,27,CHES,844-367-5240,,,
2889,SUP,CLINTON,IA,180,,,27,CHES,844-367-5240,,,
2764,SUP,ALTOONA,IA,60,4,29,,CHES,844-367-5240,,,
2827,SUP,CORALVILLE,IA,180,,,,CHES,844-367-5240,,,
886,SUP,FORT DODGE,IA,180,,,,CHES,844-367-5240,,,
4724,SAMS,Hoover,AL,90,,15,,CHES,844-367-5240,,,
8247,SAMS,Homewood,AL,90,,15,,CHES,844-367-5240,,,
6435,SAMS,Tuscaloosa,AL,90,4,,27,CHES,844-367-5240,,,
4817,SAMS,Birmingham,AL,90,,,20,CHES,844-367-5240,,,
8106,SAMS,Montgomery,AL,90,,,13,CHES,844-367-5240,,,
4989,SAMS,Auburn,AL,90,,29,,CHES,844-367-5240,,,
4836,SAMS,Oxford,AL,90,,29,,CHES,844-367-5240,,,
424,SUP,Clanton,AL,90,11,,,CHES,844-367-5240,,,
432,SUP,Talladega,AL,90,,1,,CHES,844-367-5240,,,
329,SUP,Anniston,AL,120,,29,,CHES,844-367-5240,,,
715,SUP,Tuscaloosa,AL,90,,8,,CHES,844-367-5240,,,
2306,SUP,Northport,AL,90,,8,,CHES,844-367-5240,,,
700,SUP,Selma,AL,90,18,,,CHES,844-367-5240,,,
764,SUP,Bessemer,AL,90,,8,,CHES,844-367-5240,,,
5062,WNM,Auburn,AL,90,,29,,CHES,844-367-5240,,,
730,SUP,Sylacauga,AL,90,25,,,CHES,844-367-5240,,,
726,SUP,Alexander City,AL,120,11,,,CHES,844-367-5240,,,
315,SUP,Oneonta,AL,90,,1,,CHES,844-367-5240,,,
483,SUP,Prattville,AL,90,18,,,CHES,844-367-5240,,,
2713,SUP,Birmingham,AL,90,25,,,CHES,844-367-5240,,,
356,SUP,Auburn,AL,90,4,,27,CHES,844-367-5240,,,
938,SUP,Montgomery,AL,90,18,,,CHES,844-367-5240,,,
2723,SUP,Sumiton,AL,120,,,27,CHES,844-367-5240,,,
3271,SUP,Calera,AL,90,,1,,CHES,844-367-5240,,,
930,SUP,Montgomery,AL,120,18,,,CHES,844-367-5240,,,
562,SUP,Leeds,AL,90,25,,,CHES,844-367-5240,,,
1481,SUP,Homewood,AL,90,18,,,CHES,844-367-5240,,,
1052,SUP,Fayette,AL,60,,8,,CHES,844-367-5240,,,
809,SUP,Oxford,AL,90,,29,,CHES,844-367-5240,,,
287,SUP,Jasper,AL,90,,1,,CHES,844-367-5240,,,
762,SUP,Birmingham,AL,90,25,,,CHES,844-367-5240,,,
863,SUP,Roanoke,AL,60,11,,6,CHES,844-367-5240,,,
5262,SUP,Pelham,AL,90,25,,,CHES,844-367-5240,,,
1158,SUP,Birmingham,AL,90,25,,,CHES,844-367-5240,,,
5126,SUP,Centre,AL,90,,8,,CHES,844-367-5240,,,
316,SUP,Attalla,AL,90,,8,,CHES,844-367-5240,,,
1101,SUP,Wetumpka,AL,90,18,,,CHES,844-367-5240,,,
1201,SUP,Gardendale,AL,90,18,,,CHES,844-367-5240,,,
2111,SUP,Hoover,AL,90,18,,,CHES,844-367-5240,,,
5113,SUP,Pell City,AL,90,25,,,CHES,844-367-5240,,,
300,SUP,Jacksonville,AL,120,,29,,CHES,844-367-5240,,,
301,SUP,Gadsden,AL,90,,8,,CHES,844-367-5240,,,
423,SUP,Alabaster,AL,90,25,,,CHES,844-367-5240,,,
3386,SUP,Springville,AL,90,25,,,CHES,844-367-5240,,,
731,SUP,Demopolis,AL,90,25,,,CHES,844-367-5240,,,
5348,SUP,Montgomery,AL,90,18,,,CHES,844-367-5240,,,
5100,WNM,Center Point,AL,90,,22,,CHES,844-367-5240,,,
4407,SUP,Montgomery,AL,90,18,,,CHES,844-367-5240,,,
4504,WNM,Birmingham,AL,90,,,20,CHES,844-367-5240,,,
4318,SUP,Millbrook,AL,90,18,,,CHES,844-367-5240,,,
4330,SUP,Chelsea,AL,120,,22,,CHES,844-367-5240,,,
1100,SUP,Hamilton,AL,120,11,,,CHES,844-367-5240,,,
4580,WNM,Vestavia Hills,AL,90,11,,,CHES,844-367-5240,,,
1229,SUP,Hoover,AL,120,,,13,CHES,844-367-5240,,,
1711,SUP,Birmingham,AL,90,18,,,CHES,844-367-5240,,,
362,SUP,Winfield,AL,90,,8,,CHES,844-367-5240,,,
425,SUP,Brent,AL,90,25,,,CHES,844-367-5240,,,
4497,SUP,Hueytown,AL,90,25,,,CHES,844-367-5240,,,
3184,WNM,Hoover,AL,90,,,13,CHES,844-367-5240,,,
4189,WNM,Helena,AL,60,,1,27,CHES,844-367-5240,,,
1057,SUP,Tallassee,AL,120,,1,,CHES,844-367-5240,,,
3424,WNM,Birmingham,AL,90,,,20,CHES,844-367-5240,,,
4756,WNM,Alabaster,AL,90,4,,27,CHES,844-367-5240,,,
5256,WNM,Tuscaloosa,AL,60,,8,,CHES,844-367-5240,,,
4672,WNM,Montgomery,AL,90,,,13,CHES,844-367-5240,,,
4673,WNM,Auburn,AL,90,,29,,CHES,844-367-5240,,,
4691,WNM,Montgomery,AL,90,,,13,CHES,844-367-5240,,,
5248,WNM,Northport,AL,90,,,6,CHES,844-367-5240,,,
118,SUP,Amory,MS,120,,,6,CHES,844-367-5240,,,
411,WM,Houston,MS,60,,8,,CHES,844-367-5240,,,
495,SUP,Columbus,MS,90,,8,,CHES,844-367-5240,,,
115,SUP,West Point,MS,90,,8,,CHES,844-367-5240,,,
112,SUP,Starkville,MS,120,,,6,CHES,844-367-5240,,,
5459,WNM,Starkville,MS,90,11,,,CHES,844-367-5240,,,
6366,SAMS,Vestal,NY,90,18,,,CHES,844-367-5240,,,
6431,SAMS,Elmira,NY,120,,,20,CHES,844-367-5240,,,
2092,WM,Ogdensburg,NY,120,,29,,CHES,844-367-5240,,,
1677,SUP,New Hartford,NY,90,,8,,CHES,844-367-5240,,,
1705,SUP,Waterloo,NY,90,,,6,CHES,844-367-5240,,,
1731,SUP,Geneva,NY,90,,15,,CHES,844-367-5240,,,
1781,SUP,Cortland,NY,90,,29,,CHES,844-367-5240,,,
1830,SUP,Auburn,NY,90,,8,,CHES,844-367-5240,,,
1831,SUP,Liverpool,NY,90,,8,,CHES,844-367-5240,,,
1835,SUP,Vestal,NY,90,,,13,CHES,844-367-5240,,,
1871,SUP,Watertown,NY,90,,22,,CHES,844-367-5240,,,
1926,SUP,Oswego,NY,90,,22,,CHES,844-367-5240,,,
1946,SUP,Massena,NY,120,,1,,CHES,844-367-5240,,,
1976,SUP,Horseheads,NY,90,,,20,CHES,844-367-5240,,,
2093,SUP,Utica,NY,90,,15,,CHES,844-367-5240,,,
2120,SUP,Norwich,NY,90,,15,,CHES,844-367-5240,,,
2166,SUP,East Syracuse,NY,90,4,,27,CHES,844-367-5240,,,
2234,SUP,Rome,NY,120,,,13,CHES,844-367-5240,,,
2262,SUP,Oneonta,NY,90,,15,,CHES,844-367-5240,,,
2285,SUP,Herkimer,NY,120,11,,,CHES,844-367-5240,,,
2444,SUP,Oneida,NY,90,18,,,CHES,844-367-5240,,,
2581,SUP,Camillus,NY,90,,29,,CHES,844-367-5240,,,
2911,SUP,Central Square,NY,90,,22,,CHES,844-367-5240,,,
3221,SUP,Watkins Glen,NY,120,,,20,CHES,844-367-5240,,,
3329,SUP,Potsdam,NY,90,,1,,CHES,844-367-5240,,,
3332,SUP,Fulton,NY,90,,15,,CHES,844-367-5240,,,
5240,SUP,Ithaca,NY,90,,22,,CHES,844-367-5240,,,
5242,SUP,Cicero,NY,90,,22,,CHES,844-367-5240,,,
5497,SUP,Evans Mills,NY,90,25,,,CHES,844-367-5240,,,
5498,SUP,Lowville,NY,120,,,,CHES,844-367-5240,,,
5732,SUP,Johnson City,NY,90,,15,,CHES,844-367-5240,,,
4736,SAMS,APPLE VALLEY,MN,90,,22,,CHES,844-367-5240,,,
4738,SAMS,EAGAN,MN,180,,,20,CHES,844-367-5240,,,
4787,SAMS,BLOOMINGTON,MN,90,,22,,CHES,844-367-5240,,,
6254,SAMS,MAPLE GROVE,MN,60,11,,6,CHES,844-367-5240,,,
6309,SAMS,WHITE BEAR LAKE,MN,180,,,,CHES,844-367-5240,,,
6310,SAMS,FRIDLEY,MN,90,,,6,CHES,844-367-5240,,,
6312,SAMS,WOODBURY,MN,90,,22,,CHES,844-367-5240,,,
6311,SAMS,SHAKOPEE,MN,90,,29,,CHES,844-367-5240,,,
6320,SAMS,HERMANTOWN,MN,90,,29,,CHES,844-367-5240,,,
6427,SAMS,ROCHESTER,MN,90,,,20,CHES,844-367-5240,,,
6510,SAMS,MANKATO,MN,90,,22,,CHES,844-367-5240,,,
8183,SAMS,SAINT CLOUD,MN,90,,,6,CHES,844-367-5240,,,
8185,SAMS,EAU CLAIRE,WI,90,,1,,CHES,844-367-5240,,,
2957,SUP,DETROIT LAKES,MN,180,,,,CHES,844-367-5240,,,
3088,SUP,ST CLOUD,MN,90,,8,,CHES,844-367-5240,,,
3102,SUP,PRINCETON,MN,180,,,,CHES,844-367-5240,,,
3233,SUP,BEMIDJI,MN,90,11,,,CHES,844-367-5240,,,
3209,SUP,ELK RIVER,MN,90,18,,,CHES,844-367-5240,,,
3245,SUP,HAYWARD,WI,180,,,27,CHES,844-367-5240,,,
965,SUP,TOMAH,WI,180,25,,,CHES,844-367-5240,,,
3364,SUP,SAINT PAUL,MN,180,,,20,CHES,844-367-5240,,,
971,SUP,VIROQUA,WI,180,25,,,CHES,844-367-5240,,,
979,SUP,SPARTA,WI,90,,15,,CHES,844-367-5240,,,
982,SUP,OWATONNA,MN,90,11,,,CHES,844-367-5240,,,
1038,SUP,WASECA,MN,180,,,,CHES,844-367-5240,,,
3404,SUP,ROSEVILLE,MN,90,18,,,CHES,844-367-5240,,,
1020,SUP,ALBERT LEA,MN,90,25,,,CHES,844-367-5240,,,
1007,SUP,RICHLAND CENTER,WI,180,25,,,CHES,844-367-5240,,,
3498,SUP,BLAINE,MN,90,,1,,CHES,844-367-5240,,,
1365,WM,HUDSON,WI,180,,,27,CHES,844-367-5240,,,
3513,SUP,SHAKOPEE,MN,90,18,,,CHES,844-367-5240,,,
3534,SUP,RED WING,MN,90,,,20,CHES,844-367-5240,,,
3624,SUP,MONTICELLO,MN,90,,15,,CHES,844-367-5240,,,
1446,SUP,RICE LAKE,WI,180,,,27,CHES,844-367-5240,,,
1447,SUP,SUPERIOR,WI,180,,,27,CHES,844-367-5240,,,
3758,SUP,CROOKSTON,MN,90,,,13,CHES,844-367-5240,,,
3761,SUP,THIEF RIVER FALLS,MN,180,,,,CHES,844-367-5240,,,
1470,SUP,WILLMAR,MN,90,11,,,CHES,844-367-5240,,,
3760,SUP,NEW ULM,MN,180,,,,CHES,844-367-5240,,,
1472,SUP,HASTINGS,MN,90,18,,,CHES,844-367-5240,,,
3806,SUP,FAIRMONT,MN,60,18,,13,CHES,844-367-5240,,,
1473,SUP,MANKATO,MN,90,25,,,CHES,844-367-5240,,,
1562,WM,COON RAPIDS,MN,90,,,20,CHES,844-367-5240,,,
4246,SUP,WADENA,MN,180,,,,CHES,844-367-5240,,,
4253,SUP,SAUK CENTRE,MN,60,11,,6,CHES,844-367-5240,,,
1577,SUP,BUFFALO,MN,90,18,,,CHES,844-367-5240,,,
4244,SUP,PARK RAPIDS,MN,180,,,,CHES,844-367-5240,,,
4257,SUP,AUSTIN,MN,90,11,,,CHES,844-367-5240,,,
4374,SUP,LITCHFIELD,MN,60,11,,6,CHES,844-367-5240,,,
1609,SUP,GRAND RAPIDS,MN,180,,,27,CHES,844-367-5240,,,
1627,SUP,DILWORTH,MN,90,11,,,CHES,844-367-5240,,,
1632,SUP,ALEXANDRIA,MN,90,11,,,CHES,844-367-5240,,,
1634,SUP,LITTLE FALLS,MN,180,,,,CHES,844-367-5240,,,
1633,SUP,SARTELL,MN,90,11,,,CHES,844-367-5240,,,
1657,SUP,FARIBAULT,MN,90,,15,,CHES,844-367-5240,,,
1654,SUP,BAXTER,MN,90,,8,,CHES,844-367-5240,,,
1669,SUP,EAU CLAIRE,WI,90,,22,,CHES,844-367-5240,,,
1672,SUP,ASHLAND,WI,60,4,29,,CHES,844-367-5240,,,
1679,SUP,ONALASKA,WI,90,,15,,CHES,844-367-5240,,,
4849,SUP,MOUNTAIN IRON,MN,90,4,,27,CHES,844-367-5240,,,
1696,SUP,FERGUS FALLS,MN,180,,,,CHES,844-367-5240,,,
1738,SUP,HUTCHINSON,MN,90,,8,,CHES,844-367-5240,,,
