Store Number,Invoice Number,Date of Invoice, Total Amount ,Out of Scope,Area of Machine,Memo,Comments
8252,INV168084-01255A,2/21/2025," 1,184.31 ",IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 14:08
1702,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/9/2025 16:09
1868,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 14:36
3567,INV168084-01255A,2/21/2025, 693.47 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 18:03
1868,INV168084-01255A,2/21/2025," 1,073.13 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 19:23
2905,INV168084-01255A,2/21/2025, 460.59 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/9/2025 18:56
5051,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/9/2025 14:42
2273,INV168084-01255A,2/21/2025, 425.00 ,FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,1/9/2025 19:13
3851,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/10/2025 10:15
2507,INV168084-01255A,2/21/2025, 527.22 ,IMPROPER HANDLING - CASSETTES,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/10/2025 9:34
2938,INV168084-01255A,2/21/2025," 2,835.07 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025 8:00
1405,INV168084-01255A,2/21/2025," 2,815.56 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025 9:05
1270,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/10/2025 10:10
2058,INV168084-01255A,2/21/2025, 321.75 ,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/10/2025 9:02
1321,INV168084-01255A,2/21/2025, 320.25 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/10/2025 8:58
2740,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/10/2025 14:47
1612,INV168084-01255A,2/21/2025, 425.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/10/2025 19:48
6579,INV168084-01255A,2/21/2025, 586.61 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/10/2025 19:21
1474,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/12/2025 11:24
2251,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/11/2025 13:29
3705,INV168084-01255A,2/21/2025," 2,737.69 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025 10:21
1292,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/9/2025 13:04
3281,INV168084-01255A,2/21/2025, 318.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/9/2025 12:03
2046,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/9/2025 16:14
6650,INV168084-01255A,2/21/2025," 1,442.11 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025 7:00
3752,INV168084-01255A,2/21/2025, 852.94 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/10/2025 15:38
1298,INV168084-01255A,2/21/2025, 321.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/10/2025 8:58
2399,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/10/2025 9:17
8262,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/10/2025 9:26
2115,INV168084-01255A,2/21/2025, 320.25 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/10/2025 14:10
3423,INV168084-01255A,2/21/2025, 324.57 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/10/2025 15:49
2938,INV168084-01255A,2/21/2025," 1,588.06 ",IMPROPER HANDLING - OTHER,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/10/2025 13:58
4377,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/10/2025 13:40
6579,INV168084-01255A,2/21/2025," 1,091.16 ",IMPROPER HANDLING - OTHER,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/10/2025 16:00
2126,INV168084-01255A,2/21/2025," 1,316.21 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025 14:29
791,INV168084-01255A,2/21/2025, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/10/2025 16:24
791,INV168084-01255A,2/21/2025, 604.29 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,1/11/2025 7:11
200,INV168084-01255A,2/21/2025," 1,188.51 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/11/2025 9:23
1219,INV168084-01255A,2/21/2025," 2,314.14 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/11/2025 7:42
3014,INV168084-01255A,2/21/2025, 460.06 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/11/2025 10:34
5183,INV168084-01255A,2/21/2025, 425.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/11/2025 8:55
2429,INV168084-01255A,2/21/2025, 455.82 ,IMPROPER HANDLING - CASSETTES,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/11/2025 9:46
870,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/11/2025 11:17
1998,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,1/11/2025 17:37
2158,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/11/2025 15:24
2126,INV168084-01255A,2/21/2025, 444.13 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/11/2025 8:32
1859,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - CASSETTES,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/11/2025 13:49
10,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/11/2025 14:09
2090,INV168084-01255A,2/21/2025, 453.16 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/11/2025 19:31
5888,INV168084-01255A,2/21/2025, 450.50 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/11/2025 18:46
2251,INV168084-01255A,2/21/2025," 1,200.26 ",IMPROPER HANDLING - OTHER,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/11/2025 17:46
5220,INV168084-01255A,2/21/2025, 792.78 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025 8:00
5671,INV168084-01255A,2/21/2025, 425.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/4/2025 9:09
2678,1050497,3/21/2025, 550.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/13/2025
6543,1051319,3/21/2025," 1,848.71 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/20/2025
4911,1051323,3/21/2025, 460.06 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/19/2025
1083,1051334,3/21/2025, 425.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/19/2025
2745,1052077,3/21/2025, 329.25 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/24/2024
2490,1052152,3/21/2025, 407.46 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
6582,1052160,3/21/2025, 443.53 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025
5308,1052168,3/21/2025, 454.30 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/22/2025
8167,1052169,3/21/2025," 1,755.86 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/22/2025
1563,1052180,3/21/2025, 410.34 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/13/2025
2453,1052536,3/21/2025," 1,338.06 ",IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
112,1052575,3/21/2025," 1,611.63 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/23/2025
5102,1052589,3/21/2025, 27.44 ,IMPROPER HANDLING - OTHER,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/23/2025
2058,1052614,3/21/2025, 616.40 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
6609,1052628,3/21/2025," 1,786.54 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/23/2025
3570,1052630,3/21/2025, 325.08 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/23/2025
878,1052671,3/21/2025, 506.12 ,IMPROPER HANDLING - OTHER,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/20/2025
3026,1052673,3/21/2025, 512.52 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
405,1052674,3/21/2025, 469.63 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/18/2025
