Market,Region,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
278,25,603,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
278,25,603,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
278,25,603,233,Tablets,,,4 feet,Moved tablets to the table
278,25,1028,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
278,25,1028,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
278,25,1028,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
278,25,1028,233,Tablets,,,4 feet,Moved tablets to the table
278,25,1125,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
278,25,1125,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
278,25,1125,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
278,25,1421,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
278,25,1421,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
278,25,1421,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
278,25,1421,233,Tablets,,,4 feet,Moved tablets to the table
278,25,1713,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
278,25,1713,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
278,25,1713,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
278,25,3459,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
278,25,3459,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
278,25,3459,233,Tablets,,,4 feet,Moved tablets to the table
278,25,3459,267,Tonies,,,4 feet,Repurposed tablet – footage
278,25,3459,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
278,25,3460,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
278,25,3460,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
278,25,3460,233,Tablets,,,4 feet,Moved tablets to the table
278,25,3460,267,Tonies,,,4 feet,Repurposed tablet – footage
278,25,3460,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
278,25,5157,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
278,25,5157,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
279,25,633,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
279,25,633,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
279,25,636,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
279,25,636,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
279,25,636,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
279,25,636,221,Chromebook,20 feet,0 feet,-20 feet,Reduced Chromebook footage and moved to laptops category
279,25,636,233,Tablets,,,8 feet,Moved tablets to the table
279,25,775,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
279,25,775,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
279,25,775,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
279,25,775,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
279,25,775,233,Tablets,,,4 feet,Moved tablets to the table
279,25,796,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
279,25,796,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
279,25,796,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
279,25,796,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
279,25,796,233,Tablets,,,4 feet,Moved tablets to the table
279,25,891,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
279,25,891,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
279,25,891,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
279,25,891,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
279,25,891,233,Tablets,,,4 feet,Moved tablets to the table
279,25,2231,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
279,25,2231,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
279,25,2231,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
279,25,2231,233,Tablets,,,8 feet,Moved tablets to the table
279,25,4511,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
279,25,4511,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
279,25,4511,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
279,25,5399,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
279,25,5399,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
279,25,5399,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
279,25,5399,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
279,25,5399,233,Tablets,,,4 feet,Moved tablets to the table
280,76,1674,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
280,76,1674,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
280,76,1674,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,1674,233,Tablets,,,4 feet,Moved tablets to the table
280,76,1703,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
280,76,1703,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,2233,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
280,76,2233,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
280,76,2233,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,2233,233,Tablets,,,4 feet,Moved tablets to the table
280,76,2357,100,Laptops,16 feet,32 feet,16 feet,Increasing laptop footage
280,76,2357,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,2566,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
280,76,2566,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
280,76,2566,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,2756,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
280,76,2756,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
280,76,2756,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,2756,233,Tablets,,,4 feet,Moved tablets to the table
280,76,2790,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
280,76,2790,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
280,76,2790,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
280,76,4423,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
280,76,4423,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
280,76,4423,233,Tablets,,,4 feet,Moved tablets to the table
280,76,4423,267,Tonies,,,4 feet,Repurposed tablet – footage
280,76,4423,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
281,75,1968,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
281,75,1968,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
281,75,1968,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
281,75,1968,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
281,75,1968,233,Tablets,,,4 feet,Moved tablets to the table
281,75,2009,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
281,75,2009,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
281,75,2009,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
281,75,2045,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
281,75,2577,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
281,75,2577,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
281,75,2577,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
281,75,2577,233,Tablets,,,4 feet,Moved tablets to the table
281,75,3489,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
281,75,3780,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
281,75,3780,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
281,75,5344,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
281,75,5344,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
282,75,1875,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
282,75,1875,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
282,75,1875,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
282,75,1875,233,Tablets,,,4 feet,Moved tablets to the table
282,75,2279,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
282,75,2279,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
282,75,2435,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
282,75,2435,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
282,75,2435,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
282,75,3490,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
282,75,3490,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
282,75,3490,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
282,75,3490,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
282,75,3490,233,Tablets,,,8 feet,Moved tablets to the table
282,75,5228,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
282,75,5228,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
283,76,1985,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
283,76,1985,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
283,76,1985,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
283,76,1985,233,Tablets,,,4 feet,Moved tablets to the table
283,76,2194,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
283,76,2194,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
283,76,2258,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
283,76,2258,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
283,76,2258,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
283,76,2258,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
283,76,2258,233,Tablets,,,4 feet,Moved tablets to the table
283,76,3035,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
283,76,5129,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
283,76,5129,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
283,76,5129,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
283,76,5129,233,Tablets,,,4 feet,Moved tablets to the table
284,22,1736,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
284,22,1736,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
284,22,1736,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
284,22,1741,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
284,22,1741,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
284,22,1741,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
284,22,1741,233,Tablets,,,4 feet,Moved tablets to the table
284,22,1860,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
284,22,1860,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
284,22,1860,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
284,22,1860,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
284,22,1860,233,Tablets,,,4 feet,Moved tablets to the table
284,22,2555,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
284,22,2555,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
284,22,2555,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
284,22,2555,233,Tablets,,,4 feet,Moved tablets to the table
284,22,3802,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
284,22,3802,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
284,22,3802,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
284,22,3802,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
284,22,3802,233,Tablets,,,4 feet,Moved tablets to the table
284,22,5039,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
284,22,5039,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
284,22,5039,233,Tablets,,,4 feet,Moved tablets to the table
284,22,5039,267,Tonies,,,4 feet,Repurposed tablet – footage
284,22,5039,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
284,22,5436,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
284,22,5436,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
284,22,5450,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
284,22,5450,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
284,22,5450,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
284,22,5450,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
284,22,5450,233,Tablets,,,4 feet,Moved tablets to the table
285,22,1715,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
285,22,1715,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
285,22,1715,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
285,22,1715,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
285,22,1715,233,Tablets,,,4 feet,Moved tablets to the table
285,22,1890,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
285,22,1890,104,Samsung Ecosystem,,,8 feet,Repurposed tablet – fixtures/footage
285,22,1890,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
285,22,1890,233,Tablets,,,8 feet,Moved tablets to the table
285,22,2272,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
285,22,2272,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
285,22,2419,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
285,22,2419,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
285,22,2460,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
285,22,2514,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
285,22,2514,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
285,22,2514,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
285,22,2514,233,Tablets,,,4 feet,Moved tablets to the table
285,22,2560,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
285,22,2560,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
285,22,2560,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
285,22,2791,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
285,22,2931,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
285,22,3843,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
285,22,3843,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
285,22,3843,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
285,22,3843,233,Tablets,,,4 feet,Moved tablets to the table
285,22,4378,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
286,76,1406,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
286,76,1406,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
286,76,1406,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
286,76,1406,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
286,76,1406,233,Tablets,,,4 feet,Moved tablets to the table
286,76,1825,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
286,76,1825,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
286,76,1825,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
286,76,1825,233,Tablets,,,4 feet,Moved tablets to the table
286,76,2437,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
286,76,2564,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
286,76,2647,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
