Store Info,FY24 Assemblers ,Supplier Status ,Tabletop/Quick Assembly  ,Charcoal / Griddles / Smokers ,Gas / Wood / Pellet,Duel Fuel ,Level 1 Grill Repair ,Level 2 Grill Repair ,Level 3 Grill Repair 
2916,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2916,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
2916,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2917,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2917,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
2917,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2918,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2918,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2918,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2920,Zeb's Assembly LLC,Secondary,9.87,24.87,29.87,34.87,2.87,3.87,4.87
2920,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2920,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
2921,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2921,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2921,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2922,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2922,Ace Assemblers,Preferred,9.95,35,35.63,40,3.99,8.39,12.79
2922,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2923,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2923,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2923,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2924,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2924,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2924,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2925,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2925,TROC,Secondary,20.54,36.53,37.86,56.45,19.93,36.53,59.78
2925,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2926,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2926,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2926,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2927,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2927,TROC,Secondary,19.17,34.1,35.34,52.7,18.6,34.1,55.8
2927,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2928,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2928,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2928,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2929,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2929,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2929,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2931,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2931,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2932,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
2932,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2932,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2933,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2933,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2934,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2934,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
2934,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2935,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2935,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2935,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2936,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
2936,TROC,Secondary,19.29,34.32,35.57,53.04,18.72,34.32,56.16
2936,"National Assemblers, Inc.",Secondary,18.58,30.01,42,51.23,13.61,17.97,27.22
2937,TROC,Secondary,19.25,34.24,35.48,52.91,18.68,34.24,56.03
2937,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2938,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2938,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
2938,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2939,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2939,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2939,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2941,TROC,Secondary,18.96,33.72,34.95,52.12,18.4,33.72,55.19
2941,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
2941,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2945,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2945,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2946,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2946,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2946,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2947,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2947,TROC,Secondary,19.11,34,35.24,52.54,18.55,34,55.64
2947,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2948,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2948,TROC,Secondary,19.25,34.24,35.48,52.91,18.68,34.24,56.03
2948,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2950,Elite Assemblers llc,Secondary,10.25,30.19,46.73,61.95,3.9,4.9,5.9
2950,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2950,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2951,Elite Assemblers llc,Secondary,10.25,30.19,46.73,61.95,3.9,4.9,5.9
2951,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2951,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2952,Elite Assemblers llc,Secondary,12.25,30.19,46.73,61.5,3.9,4.9,5.9
2952,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2952,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2953,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2953,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2953,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2954,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2954,TROC,Secondary,19.72,35.07,36.35,54.2,19.13,35.07,57.39
2954,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2955,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2955,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2955,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2956,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2956,Tec Assembly Inc,Secondary,10,30,35,40,1,5,10
2956,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2957,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2957,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2958,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2958,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2958,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2959,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2959,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
2959,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2962,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2962,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2962,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2963,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2963,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2963,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2964,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2964,TAB assembly,Preferred,15,25.5,50,38,1.25,6.5,12
2964,"National Assemblers, Inc.",Secondary,18.58,30.01,42,51.23,13.61,17.97,27.22
2965,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2965,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2965,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2966,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2966,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2966,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2967,Elite Assembly of Ohio,Secondary,9.97,29.97,34.97,49.97,0.96,0.96,0.96
2967,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2967,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2968,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2968,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2968,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2973,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2973,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2973,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2978,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2978,Economy Services ,Secondary,20,32,6,20,18,26,36
2978,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2980,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2980,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2980,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2985,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2985,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2985,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2986,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2986,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2986,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2987,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2987,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2987,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2988,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
2988,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2988,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2989,Elite Assemblers llc,Secondary,10.5,30.19,46.73,61.95,3.9,4.9,5.9
2989,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,39.95,5.35,8,8
2989,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2990,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
2990,TROC,Preferred,22.45,39.93,41.38,61.71,21.78,39.93,65.34
2990,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2991,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2991,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
2991,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
2992,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2992,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2993,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2993,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
2993,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2994,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2994,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2994,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2996,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2996,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2996,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3004,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
3004,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3004,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3014,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3014,Economy Services ,Secondary,20,32,6,20,18,26,36
3014,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3017,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
3017,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
3017,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3018,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
3018,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3018,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3035,TROC,Preferred,20.05,35.66,36.96,55.11,19.45,35.66,58.35
3035,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
3044,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3044,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3044,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3053,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
3053,TROC,Secondary,19.59,34.84,36.11,53.85,19.01,34.84,57.02
3053,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3055,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
3055,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3055,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
3056,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3056,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3056,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3057,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3057,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3057,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3058,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
3058,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3058,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3059,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3059,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
3059,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
3060,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3060,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
3060,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
3061,TROC,Secondary,19.36,34.44,35.69,53.22,18.79,34.44,56.36
3061,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3061,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3067,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3067,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3067,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3075,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
3075,"American Assembly, Inc",Preferred,12,40,40,60,5,5,10
3075,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3077,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3077,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3078,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3078,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
3078,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
3081,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
3081,TROC,Secondary,21.41,38.09,39.47,58.86,20.78,38.09,62.33
3081,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3087,Elite Assemblers llc,Secondary,10.25,30.19,46.73,61.95,3.9,4.9,5.9
3087,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
3087,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3088,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3088,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
3093,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
3093,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3093,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3102,TROC,Secondary,19.89,35.37,36.66,54.67,19.3,35.37,57.89
3102,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
3103,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
3103,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3103,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
3106,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
3106,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3106,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3107,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3107,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3107,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3112,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3112,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3112,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3114,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3114,TAB assembly,Secondary,15,25.5,50,38,1.25,6.5,12
3114,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3118,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3118,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3118,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3119,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
3119,"American Assembly, Inc",Preferred,12,40,40,60,5,5,10
3119,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3136,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3136,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3136,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3137,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
3137,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
3137,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
3149,"NW Service Enterprises, Inc",Preferred,10.65,26.65,37.25,39.95,5.35,8,8
3149,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3150,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
3150,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3150,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3151,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
3151,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3151,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3159,TROC,Secondary,18.98,33.76,34.99,52.18,18.42,33.76,55.25
3159,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
3159,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3163,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
3163,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3163,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
3167,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
3167,Economy Care Services,Secondary,17.47,28.14,38.5,38.5,13.98,17.18,25.16
3167,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
3169,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
3169,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3169,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
3170,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
3170,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3170,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
3177,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,39.95,5.35,8,8
3177,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3177,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
3180,Elite Assemblers llc,Secondary,10.25,30.19,46.73,61.95,3.9,4.9,5.9
3180,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
3180,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3182,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3182,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3182,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
3188,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3188,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3188,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3191,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3191,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
3191,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3192,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3192,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3192,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3197,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
3197,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
3197,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
3200,TROC,Secondary,18.83,33.5,34.71,51.77,18.27,33.5,54.81
3200,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
3201,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
3201,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
3201,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
3205,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
3205,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
3205,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
3206,ALL STAR ASSEMBLY LLC,Secondary,13.25,22.25,28.25,46.99,5.25,7.5,10.5
