Facility,Facility Type,Location,BU/Network,Region,Market/Type,Facility Manager,Academy #,Academy Address,Phone Number,Academy Leader,Academy Coordinator,Academy Sr. Manager,Academy Director,Academy location
4441,NEIGHBORHOOD MARKET,4400 FOREST HILL BLVD. PALM SPRINGS VILLAGE FL,NHM BU - ,72 - JAIME FERNANDEZ PALACIOS,488 - MATTHEW DAKHO,ROBERT SIWEK,3527,1675 NW SAINT LUCIE WEST BLVD PORT ST LUCIE FL 34986,(772) 446-8331,Justin Knoll,JASTYN BORDENAVE,Shane Rutherford,Sherry Brown,The Academy is located in the back of the store through the black double doors to the right of the TV wall in electronics.
4442,NEIGHBORHOOD MARKET,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4443,NEIGHBORHOOD MARKET,2003 E GREENVILLE ST ANDERSON SC,NHM BU - ,59 - ERIC BUSHNELL,497 - CHRISTINA SMITH,ADAM CERRIE,1130,922 E MAIN ST LAURENS SC 29360,(864) 682-8130,LATARSHA WILLIAMS,Maggie Rumfelt,Julie Stevens,Sherry Brown,"Academy is located on GM side, backroom, behind toys"
4444,WM SUPERCENTER,10251 SHOPS LN JACKSONVILLE FL,SOUTHEAST BU - NICK BERKELEY,3 - ABIGAIL BELOBRAYDIC,98 - MARVIN BALDUFF,TONY SKIPPER,1172,13490 BEACH BLVD JACKSONVILLE FL 32224,(904) 661-4686,Dunyall Frison,Jennifer Scarberry,Kimberly Austin,Sherry Brown,"Academy is located in back left corner of store, backroom, behind Sporting Goods."
4445,NEIGHBORHOOD MARKET,680 OLD GREENVILLE HWY CLEMSON SC,NHM BU - ,59 - ERIC BUSHNELL,497 - CHRISTINA SMITH,JOE PERKINS,1130,922 E MAIN ST LAURENS SC 29360,(864) 682-8130,LATARSHA WILLIAMS,Maggie Rumfelt,Julie Stevens,Sherry Brown,"Academy is located on GM side, backroom, behind toys"
4446,WM SUPERCENTER,4225 45TH ST WEST PALM BEACH FL,SOUTHEAST BU - NICK BERKELEY,9 - LACEY MCGUIRE,107 - N/A,N/A,3527,1675 NW SAINT LUCIE WEST BLVD PORT ST LUCIE FL 34986,(772) 446-8331,Justin Knoll,JASTYN BORDENAVE,Shane Rutherford,Sherry Brown,The Academy is located in the back of the store through the black double doors to the right of the TV wall in electronics.
4447,WM SUPERCENTER,ROCK QUARRY AND SUNNYBROOK RALEIGH NC,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4448,WM SUPERCENTER,SR 54 AND SUNCOAST PKWY ODESSA FL,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4449,WM SUPERCENTER,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4450,WM SUPERCENTER,12981 SHELBYVILLE RD MIDDLETOWN KY,NORTH BU - GLENDA FLEMING WILLIS,41 - JAMES VALENTI,242 - SALVADOR AGUILAR,MICHAEL BRADY,7290,6501 VETERANS MEMORIAL PKWY CRESTWOOD KY 40014,(502) 243-9769,Jeana Lancaster,Juliette Tinebra,Beth Wiseman,Sherry Brown,"Academy is located through aisle I25, past the OPD backroom area"
4451,WM SUPERCENTER,21055 E RITTENHOUSE RD QUEEN CREEK AZ,SOUTHWEST BU - PAUL LEWELLEN,46 - RHONDA GRAHAM,373 - TOM MCREYNOLDS,ANGELA BILL,3861,5290 S POWER RD GILBERT AZ 85295,(480) 988-1044,William Latin,Jamie Ayling,Waylon Waldron,Keri Peck,Academy is located in the general Merchandise backroom near Toys.
4452,NEIGHBORHOOD MARKET,5009 OLD BUNCOMBE RD GREENVILLE SC,NHM BU - ,59 - ERIC BUSHNELL,497 - CHRISTINA SMITH,CODY DEAN,1130,922 E MAIN ST LAURENS SC 29360,(864) 682-8130,LATARSHA WILLIAMS,Maggie Rumfelt,Julie Stevens,Sherry Brown,"Academy is located on GM side, backroom, behind toys"
4453,NEIGHBORHOOD MARKET,4715 WESLEY ST GREENVILLE TX,NHM BU - ,64 - ULISES CORREA,504 - RAQUEL WALLINGTON,KAMESHA ABNER,5672,2662 W LUCAS RD LUCAS TX 75002,(469) 675-8852,Jonathan Nikiel,Eli Wolverton,Katrina Sampson,Keri Peck,Academy is located inside the building in grocery receiving with an entrance by dairy
4454,NEIGHBORHOOD MARKET,TBA 4454 RED OAK TX,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4455,WM SUPERCENTER,US HWY 322 / ENTERPRISE DR PHILIPSBURG PA,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4456,WM SUPERCENTER,1 COOPERTOWN BLVD SOMERDALE NJ,EAST BU - ANNIE WALKER,22 - ANN L ALMEIDA,558 - KENNETH WILLIAMSON,MICHAEL GAVIN,3774,1840 S BLACK HORSE PIKE WILLIAMSTOWN NJ 8094,(856) 237-0344,Brett Baker,Helene Buchanan,Lisa Lafreniere,Keri Peck,Academy is located in the backroom near Electronics Department
4457,WM SUPERCENTER,1250 BENNETTSVILLE SQ BENNETTSVILLE SC,EAST BU - ANNIE WALKER,4 - JASON LEISENRING,38 - KENDRA PEARSON,TRACEY SMITH,630,230 N BELTLINE DR FLORENCE SC 29501,(843) 799-6114,Jennifer Rogers,Tarsha English,Julie Stevens,Sherry Brown,"Academy is located on GM side, backroom near sporting goods and auto  "
4458,WM SUPERCENTER,7016 GB ALFORD HWY HOLLY SPRINGS NC,EAST BU - ANNIE WALKER,26 - ARIANNA BONUTTI,299 - JOSEPH PARKER,DANIEL MULL,5743,5141 NC HIGHWAY 42 W GARNER NC 27529,(919) 714-8345,Ryan Lane,Haley Morrow,Julie Stevens,Sherry Brown,Academy is located in the backroom near electronics department.
4459,WM SUPERCENTER,1205 EASTERN AVE NASHVILLE NC,EAST BU - ANNIE WALKER,26 - ARIANNA BONUTTI,301 - MELISSA CONWAY,IRIS PIERCE,5743,5141 NC HIGHWAY 42 W GARNER NC 27529,(919) 714-8345,Ryan Lane,Haley Morrow,Julie Stevens,Sherry Brown,Academy is located in the backroom near electronics department.
4460,WM SUPERCENTER,12001 MAUMELLE BLVD NORTH LITTLE ROCK AR,SOUTHEAST BU - NICK BERKELEY,42 - DAVID CARMON,324 - JON BALL,JORDYN CORONADO,318,109 WP MALONE DR ARKADELPHIA AR 71923,(870) 210-7311,Florie Murray,Myesha Dixon,Rob Gray,Keri Peck,Academy is located in a seperate (modular) building on the right hand side (east side) of the Grocery parking lot.  
4461,WM SUPERCENTER,275 WALTON DR LOUISA KY,NORTH BU - GLENDA FLEMING WILLIS,21 - N/A,259 - ROBERT FELBER,RANDY PRUITT,5296,25 NICHOLS DR BARBOURSVILLE WV 25504,(304) 948-4106,Kimberly Bray,Teresa Thompson,Shane Neilson,Keri Peck,Academy is located in a separate (modular) building to the left of the store.
4462,WM SUPERCENTER,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4463,WM SUPERCENTER,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4464,NEIGHBORHOOD MARKET,2711 SW 58TH ST AMARILLO TX,NHM BU - ,64 - ULISES CORREA,570 - RAFAEL REYES,ROSA RUIZ,3383,4215 CANYON DR AMARILLO TX 79110,(806) 513-6919,Larry Henry,Dana Hatchett,Katrina Sampson,Keri Peck,Academy is located inside the building in GM backroom with an entrance by Sporting Goods
4465,NEIGHBORHOOD MARKET,11425 BARKER CYPRESS RD CYPRESS TX,NHM BU - ,64 - ULISES CORREA,562 - VICTOR PINA,ANA SEN,5045,22605 STATE HIGHWAY 249 TOMBALL TX 77375,(832) 761-8409,Shanoye Charles,Shehla Philip,Elayni Points,Keri Peck,"Academy is located inside the building in the grocery receiving, closest door by dairy"
4466,NEIGHBORHOOD MARKET,13322 WEST AIRPORT BLVD SUGAR LAND TX,NHM BU - ,64 - ULISES CORREA,562 - VICTOR PINA,ALFONSO RODRIGUEZ,3296,2700 S KIRKWOOD RD HOUSTON TX 77077,(346) 312-8444,Clifton Fisher,EDUARDO MIRANDA,Elayni Points,Keri Peck,"Academy is located inside the building in the general merchanising backroom, closest door in hardware"
4467,WM SUPERCENTER,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4468,NEIGHBORHOOD MARKET,20903 HIGHLAND KNOLLS DR KATY TX,NHM BU - ,64 - ULISES CORREA,562 - VICTOR PINA,KIMMY MACK,3296,2700 S KIRKWOOD RD HOUSTON TX 77077,(346) 312-8444,Clifton Fisher,EDUARDO MIRANDA,Elayni Points,Keri Peck,"Academy is located inside the building in the general merchanising backroom, closest door in hardware"
4469,NEIGHBORHOOD MARKET,2551 WHITFIELD RD CLARKSVILLE TN,NHM BU - ,59 - ERIC BUSHNELL,566 - WESLEY MCMILLAN,DAVID KAY,1376,204 N ANDERSON LN HENDERSONVILLE TN 37075,(615) 757-4260,Vanessa Culbreath,Shea Day,Beth Wiseman,Sherry Brown,"Academy is located on GM side, backroom, behind sporting goods"
4470,NEIGHBORHOOD MARKET,25145 DEMOTT DR JOPLIN MO,NHM BU - ,72 - JAIME FERNANDEZ PALACIOS,538 - ZACHARY MOORE,STEVE BRIGHAM,59,1501 S RANGE LINE RD JOPLIN MO 64804,(417) 208-0047,Shelley Bradfield,Crystal Johnson,Rob Gray,Keri Peck,Academy is located in separate building off of garden center
4471,WM SUPERCENTER,2390 E CEDAR ST RAWLINS WY,WEST BU - JAY CORDRAY,47 - MICHAEL CANUP,381 - JEBADIAH SMITH,AARON NELSON,1315,2032 DELL RANGE BLVD CHEYENNE WY 82009,(307) 757-9024,Andrew Kochis,Becca Alvarado,Monte Summerlin,Keri Peck,Academy is located on General Merchandise side of store in the backroom; go through the toy department backroom doors and Academy is on the left. 
4472,WM SUPERCENTER,8424 MALL PARKWAY LITHONIA GA,SOUTHEAST BU - NICK BERKELEY,2 - SEAN REAL,25 - JEFFREY BYRD,SHARLISS WILLIAMS,3402,1400 HUDSON BRIDGE RD STOCKBRIDGE GA 30281,(678) 489-9021,Tyler Zimmerman,Keisha Otis,Kimberly Austin,Sherry Brown,GM Backroom near ACC and Sporting Goods.
4473,NEIGHBORHOOD MARKET,2175 W RUTHRAUFF RD TUCSON AZ,NHM BU - ,61 - TODD PETERSON,9 - NATHAN WOOLEY,EMILIO GONZALEZ,3379,2150 E TANGERINE RD ORO VALLEY AZ 85755,(520) 917-1873,Alan Marshall,ALEXIS ROMERO,Waylon Waldron,Keri Peck,Academy is located in the backroom near Shoes.
4474,WM SUPERCENTER,10096 KENAI SPUR HWY KENAI AK,WEST BU - JAY CORDRAY,60 - RISSA PITTMAN,469 - BRAD SPITZ,JASON JARDINE,2070,3101 A ST ANCHORAGE AK 99503,(907) 644-1032,Edgar Meza,Emily Bennett,Benjamin Mattheisen,Sherry Brown,BR GM side next to Sporting Goods
4475,WM SUPERCENTER,395 N K 7 HWY OLATHE KS,NORTH BU - GLENDA FLEMING WILLIS,40 - ANNAMARIE DIAMOND,362 - BRYAN JOHNSON,HILLARY HURT-STANLEY,2855,16100 W 65TH ST SHAWNEE KS 66217,(913) 268-2999,Brett Shelton,Shelly Miller,Monte Summerlin,Keri Peck,Academy is located in the GM backroom near Entertainment
4476,WM SUPERCENTER,14501 HANCOCK VILLAGE ST CHESTERFIELD VA,EAST BU - ANNIE WALKER,75 - ALBERT BOSTIC,290 - JENNIFER SALDANA,TAWAAB SALEEB,1833,1800 CARL D SILVER PKWY FREDERICKSBURG VA 22401,(540) 736-6156,Afanwi D Brian,Karen Bergquist,Shane Neilson,Keri Peck,Academy is located in a modular building behind the store near the ACC parking lot.
4477,WM SUPERCENTER,2710 N MAIN ST HIGH POINT NC,EAST BU - ANNIE WALKER,26 - ARIANNA BONUTTI,308 - RYAN TALLENT,ASHLEE MADISON,1322,160 LOWES BLVD LEXINGTON NC 27292,(336) 236-0109,Crystal Trynovich,Matt Rathbone,Julie Stevens,Sherry Brown,Academy is located in the backroom by Sporting Goods
4478,NEIGHBORHOOD MARKET,2426 S MAIDEN LN JOPLIN MO,NHM BU - ,72 - JAIME FERNANDEZ PALACIOS,538 - ZACHARY MOORE,THOMAS TAFFNER,59,1501 S RANGE LINE RD JOPLIN MO 64804,(417) 208-0047,Shelley Bradfield,Crystal Johnson,Rob Gray,Keri Peck,Academy is located in separate building off of garden center
4479,WM SUPERCENTER,10392 FREMONT PIKE PERRYSBURG OH,NORTH BU - GLENDA FLEMING WILLIS,19 - JACOB GAILEY,207 - CHAD HINSHAW,RUSSELL SPORYSZ,3840,1161 TRENTON AVE FINDLAY OH 45840,(567) 525-7253,Michael Ruff,Niki Cramer,Keith Leardon,Sherry Brown,Academy is located in the backroom by Sporting Goods
4480,WM SUPERCENTER,4480 TBA GREEN BAY WI,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4481,NEIGHBORHOOD MARKET,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4482,WM SUPERCENTER,300 PLEASANT GROVE RD STE 600 MOUNT JULIET TN,SOUTHEAST BU - NICK BERKELEY,12 - JASON SCHWINDT,152 - MONIQUE COPELAND,APRIL HARDY,682,2000 OLD FORT PKWY MURFREESBORO TN 37129,(615) 546-6008,Carl Lemay,Jenny Bray,Beth Wiseman,Sherry Brown,"Academy is located on Grocery side, backroom, behind pets"
4483,WM SUPERCENTER,225 WILKINSON LN WHITE HOUSE TN,SOUTHEAST BU - NICK BERKELEY,12 - JASON SCHWINDT,149 - KEVIN NEWMAN,TARA PURCELL,1376,204 N ANDERSON LN HENDERSONVILLE TN 37075,(615) 757-4260,Vanessa Culbreath,Shea Day,Beth Wiseman,Sherry Brown,"Academy is located on GM side, backroom, behind sporting goods"
4484,WM SUPERCENTER,8000 TOWN DR RALEIGH NC,EAST BU - ANNIE WALKER,26 - ARIANNA BONUTTI,297 - JASON ROBINSON,CHRISTOPHER JONES,4250,1001 SHILOH GLENN DR MORRISVILLE NC 27560,(919) 213-4490,Kathryn Thomas,Tiffany Locklear,Julie Stevens,Sherry Brown,Academy is located in the backroom near hardware department.
4485,WM SUPERCENTER,4485 TBA MAINEVILLE OH,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4486,WM SUPERCENTER,HWY 72 PEA RIDGE AR,US Retail SD X - ,0 - N/A,0 - N/A,N/A,,,,,,,,
4487,WM SUPERCENTER,3581 RICHLAND AVE W AIKEN SC,EAST BU - ANNIE WALKER,4 - JASON LEISENRING,39 - BRENT GUICE,SUZETTE GASKIN,3570,4469 WASHINGTON RD EVANS GA 30809,(706) 855-9513,Kiffany Avera,Maggie Rumfelt,Julie Stevens,Sherry Brown,GM Backroom near Electronics and Toys.
4488,WM SUPERCENTER,150 BEACH RD MARINA CA,WEST BU - ,56 - CHRISTOPHER NELSON,451 - WHITNEY HARRIS,JESUS CHAVEZ,2117,1575 WEST PACHECO BLVD LOS BANOS CA 93635,(209) 710-3248,Fabiel Espinoza,KAT ORTEGA,Benjamin Mattheisen,Sherry Brown,Academy is located in a seperate (modular) building of the Grocery parking lot.
4489,WM SUPERCENTER,215 AND SCOTT ROAD MENIFEE CA,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4490,NEIGHBORHOOD MARKET,2565 E COMMERCE CENTER PL TUCSON AZ,NHM BU - ,61 - TODD PETERSON,9 - NATHAN WOOLEY,JUAN TRIAS,3379,2150 E TANGERINE RD ORO VALLEY AZ 85755,(520) 917-1873,Alan Marshall,ALEXIS ROMERO,Waylon Waldron,Keri Peck,Academy is located in the backroom near Shoes.
4491,NEIGHBORHOOD MARKET,541 WARRIOR WAY GRAND JUNCTION CO,NHM BU - ,61 - TODD PETERSON,490 - GREGORY TUNSTILL,ISRAEL ANDRADE LEYVA,2511,949 W GRASSLAND DR AMERICAN FORK UT 84003,(801) 216-3094,Matthew Evans,Karina Searle,Monte Summerlin,Keri Peck,Academy is located on the Grocery side of store in a modular building outside of the building. 
4492,WALMART.COM,152 N HWY 91 HURRICANE UT,ECOMMERCE - RETAIL SUBDIVISION W - ,68 - N/A,715 - N/A,N/A,,,,,,,,
4493,WALMART.COM,1050 VERN CORA ROAD LAURENS SC,ECOMMERCE - RETAIL SUBDIVISION S - ,0 - N/A,0 - N/A,N/A,,,,,,,,
4494,NEIGHBORHOOD MARKET,622 E USTICK RD CALDWELL ID,NHM BU - ,61 - TODD PETERSON,557 - RYAN ARCHULETA,JAYMISON RAMAGE,2508,8300 W OVERLAND RD BOISE ID 83709,(208) 375-4266,Kimberly Knight,Brittany Howard,Benjamin Mattheisen,Sherry Brown,Academy is located in the grocery backroom continue to walk through the doors and straight back to the end of the backroom.
4495,WALMART.COM,180 HIGH ST SHARON SPRINGS NY,ECOMMERCE - RETAIL SUBDIVISION W - ,68 - N/A,715 - N/A,N/A,,,,,,,,
4496,WALMART.COM,180 HIGH STEET SHARON SPRINGS NY,ECOMMERCE - RETAIL SUBDIVISION S - ,0 - N/A,0 - N/A,N/A,,,,,,,,
4497,WM SUPERCENTER,1007 RED FARMER DR HUEYTOWN AL,SOUTHEAST BU - NICK BERKELEY,14 - ANTHONY WILLIAMS,13 - JENNIFER HOLMES,JANNET LANIER,4330,16077 HIGHWAY 280 CHELSEA AL 35043,(205) 678-0198,Charlie Edmondson,Janna Moore,Kimberly Austin,Sherry Brown,Grocery Backroom behind Infants.
4498,NEIGHBORHOOD MARKET,4650 N UNIVERSITY DR CORAL SPRINGS FL,NHM BU - ,72 - JAIME FERNANDEZ PALACIOS,488 - MATTHEW DAKHO,JOSE SAA,2091,8651 NW 13TH TER DORAL FL 33126,(305) 341-6361,Maria Torres,Esperanza Cruz Varela,Shane Rutherford,Sherry Brown,Academy is located through Grocery side by Deli there are double doors enter to right side
4499,WM SUPERCENTER,841 E GANNON AVE ZEBULON NC,EAST BU - ANNIE WALKER,26 - ARIANNA BONUTTI,299 - JOSEPH PARKER,KAYLA BROWNING,5743,5141 NC HIGHWAY 42 W GARNER NC 27529,(919) 714-8345,Ryan Lane,Haley Morrow,Julie Stevens,Sherry Brown,Academy is located in the backroom near electronics department.
4500,WALMART.COM,333 S WARREN DR GREENCASTLE IN,ECOMMERCE - RETAIL SUBDIVISION S - ,0 - N/A,0 - N/A,N/A,,,,,,,,
4501,WM SUPERCENTER,134 DANIEL KENDALL DR WEST BROWNSVILLE PA,NORTH BU - GLENDA FLEMING WILLIS,20 - MICHAEL DICKERSON,235 - TEDDY TOUSSAINT,JEFFREY HIXSON,1714,32 TYGART MALL LOOP FAIRMONT WV 26554,(304) 363-7904,PJ Rohrer,Janie Linger,Shane Neilson,Keri Peck,Academy is located in the backroom by Sporting Goods
4502,WM ON CAMPUS/RX FACILITIES,912 W GRACE ST RICHMOND VA,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4503,WM SUPERCENTER,2650 S STATE HIGHWAY 161 GRAND PRAIRIE TX,SOUTHWEST BU - PAUL LEWELLEN,5 - N/A,44 - CURTIS SCHEFFE,JILLIAN GOODE,1178,4101 HIGHWAY 121 BEDFORD TX 76021,(817) 799-2961,Kerry Barnett,Bobbie Lewis,Katrina Sampson,Keri Peck,Academy is located inside the building in GM backroom with an entrance by Toys & Electronics
4504,NEIGHBORHOOD MARKET,312 PALISADES BLVD BIRMINGHAM AL,NHM BU - ,72 - JAIME FERNANDEZ PALACIOS,544 - LONNIE THIGPEN,MICHAEL PARKER,4330,16077 HIGHWAY 280 CHELSEA AL 35043,(205) 678-0198,Charlie Edmondson,Janna Moore,Kimberly Austin,Sherry Brown,Grocery Backroom behind Infants.
4505,WM SUPERCENTER,RECLAIMED TBA BENTONVILLE AR,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4506,WM SUPERCENTER,321 KILLIAN RD COLUMBIA SC,EAST BU - ANNIE WALKER,4 - JASON LEISENRING,41 - ADNAN GHUMMAN,NATASHA JONES,4593,4875 OLD YORK RD ROCK HILL SC 29732,(803) 328-9774,Phillip Cook,Jon Orrenmaa,Julie Stevens,Sherry Brown,"Academy is located on GM side, enter backroom through layaway, make left to Academy."
4507,WM SUPERCENTER,NORTH AVE AND MORGAN RD BATTLE CREEK MI,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4508,WM SUPERCENTER,1705 EXPRESSWAY 83 PENITAS TX,SOUTHWEST BU - PAUL LEWELLEN,6 - JOHN HODSDEN,80 - MARIA GUERRA,ELVIRA CHAVEZ,5165,1421 FRONTAGE RD ALAMO TX 78516,(956) 904-2011,Diana Cantu,Lisa Alvarado,Elayni Points,Keri Peck,Academy is located in a separate (modular) building behind Tire Lube Express.
4509,WM SUPERCENTER,8840 BENBROOK BLVD BENBROOK TX,SOUTHWEST BU - PAUL LEWELLEN,5 - CHRISTOPHER NELSON,48 - TERRY TSCHOEPE,DAVID NASH JR.,4165,2245 JACKSBORO HWY FORT WORTH TX 76114,(817) 569-6234,Sean Guinyard,Sandra Martinez,Katrina Sampson,Keri Peck,Academy is located inside the building on the GM side with the entrance by Automotive
4510,WM SUPERCENTER,3100 E CARTWRIGHT RD. MESQUITE TX,SOUTHWEST BU - ,5 - N/A,55 - N/A,N/A,,,,,,,,
4511,WM SUPERCENTER,1601 18TH ST SILVIS IL,NORTH BU - GLENDA FLEMING WILLIS,25 - ADONIS CLARK SR.,279 - RANDY SLATER,WESS GAFFEY,796,5307 RT. 251 PERU IL 61354,(815) 410-8136,Jamie Smith,Cathy Kalisiak,Viet Van Dong,Sherry Brown,Enter through the double doors next to the Dairy/Cheese Wall. 
4512,WM SUPERCENTER,22850 MORTON RANCH RD KATY TX,SOUTHWEST BU - PAUL LEWELLEN,6 - JOHN HODSDEN,65 - ADOLFO ESPINOZA,ROLANDO HERNANDEZ,3296,2700 S KIRKWOOD RD HOUSTON TX 77077,(346) 312-8444,Clifton Fisher,EDUARDO MIRANDA,Elayni Points,Keri Peck,"Academy is located inside the building in the general merchanising backroom, closest door in hardware"
4513,WM SUPERCENTER,2701 E LAMAR ALEXANDER PKWY MARYVILLE TN,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4514,WM SUPERCENTER,201 MARANTO MANOR DR WINCHESTER VA,EAST BU - ANNIE WALKER,76 - WAYNE MCFARLAND JR.,286 - LARRY JACKSON II,FREDYS GONZALEZ,1406,2350 S PLEASANT VALLEY RD WINCHESTER VA 22601,(540) 773-6158,Heather Dribelbis,Margaret Webber,Shane Neilson,Keri Peck,Academy is located in a white modular building in the parking lot in front of the Garden Center. Enter on the side with the ramp.
4515,WM SUPERCENTER,NEC OF STATE RD 7 AND COLBERN BLUE SPRINGS MO,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4516,NEIGHBORHOOD MARKET,660 W MARTIN LUTHER KING JR BLVD FAYETTEVILLE AR,NHM BU - ,72 - JAIME FERNANDEZ PALACIOS,537 - MATTHEW HARRELL,NICHOLAS WELLS,359,3919 NO. MALL AVE FAYETTEVILLE AR 72703,(479) 435-2066,Seth DeLoach,Ethel Schreiber,Rob Gray,Keri Peck,Academy is located in a separate building located next to ACC and Garden Center. 
4517,NEIGHBORHOOD MARKET,2586 N SLAPPEY BLVD ALBANY GA,NHM BU - ,59 - ERIC BUSHNELL,546 - TAMEKA ALFORD,KASHEIM CASTILLO,1006,1215 E 16TH AVE CORDELE GA 31015,(229) 947-6250,Donna Adkins,Jacquiria Patillo,Kimberly Austin,Sherry Brown,"Module Building behind store 1006 on GM side, next to TLE."
4518,WM SUPERCENTER,GRN SPOT RD AND HWY 30 HIGHLANDS CA,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4519,NEIGHBORHOOD MARKET,801A E GENERAL STEWART WAY HINESVILLE GA,NHM BU - ,59 - ERIC BUSHNELL,496 - TRAVIS SMITH,DORIS DELGADO,1358,2110 BELLS HWY WALTERBORO SC 29488,(843) 538-1220,Theresa Hampleton,Nique Cates Scott,Julie Stevens,Sherry Brown,"Academy is located on GM side, backroom, behind sporting goods"
4520,WM SUPERCENTER,4021 LAGNIAPPE WAY TALLAHASSEE FL,SOUTHEAST BU - NICK BERKELEY,14 - ANTHONY WILLIAMS,97 - JAMES TORRES,MELISSA KUVINKA,1408,4400 W TENNESSEE ST TALLAHASSEE FL 32304,(850) 895-8216,Anthony Bianco,Edward Berk,Kimberly Austin,Sherry Brown,"Academy is located in modular unit locatated outside, on GM side across from OGP parking. "
4521,WM SUPERCENTER,1780 S LAKE DR LEXINGTON SC,EAST BU - ANNIE WALKER,4 - JASON LEISENRING,41 - ADNAN GHUMMAN,N/A,3570,4469 WASHINGTON RD EVANS GA 30809,(706) 855-9513,Kiffany Avera,Maggie Rumfelt,Julie Stevens,Sherry Brown,GM Backroom near Electronics and Toys.
4522,WM SUPERCENTER,SEC N NOVA AND MASON AVE DAYTONA BEACH FL,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4523,NEIGHBORHOOD MARKET,201 BLANKENBAKER PKWY LOUISVILLE KY,US Retail SD X - ,99 - N/A,999 - N/A,N/A,,,,,,,,
4524,NEIGHBORHOOD MARKET,5360 DIXIE HWY LOUISVILLE KY,NHM BU - ,59 - ERIC BUSHNELL,498 - MICHEAL LEWIS,ALEXANDRA GAYNOR,7290,6501 VETERANS MEMORIAL PKWY CRESTWOOD KY 40014,(502) 243-9769,Jeana Lancaster,Juliette Tinebra,Beth Wiseman,Sherry Brown,"Academy is located through aisle I25, past the OPD backroom area"
4525,NEIGHBORHOOD MARKET,1422 W OGLETHORPE HWY STE A HINESVILLE GA,NHM BU - ,59 - ERIC BUSHNELL,496 - TRAVIS SMITH,N/A,1358,2110 BELLS HWY WALTERBORO SC 29488,(843) 538-1220,Theresa Hampleton,Nique Cates Scott,Julie Stevens,Sherry Brown,"Academy is located on GM side, backroom, behind sporting goods"
4526,WM SUPERCENTER,4412 NORTH FWY HOUSTON TX,SOUTHWEST BU - PAUL LEWELLEN,6 - JOHN HODSDEN,63 - SALIOU GAYE,ALTIN ELEZI,1062,150 W EL DORADO BLVD FRIENDSWOOD TX 77546,(281) 204-1859,Kwanza Burton,Loreena Rose,Elayni Points,Keri Peck,Academy is located in a seperate (modular) building of the Grocery parking lot.
4527,NEIGHBORHOOD MARKET,1630 PLANT AVE WAYCROSS GA,NHM BU - ,59 - ERIC BUSHNELL,546 - TAMEKA ALFORD,ERIC SWIGART,1172,13490 BEACH BLVD JACKSONVILLE FL 32224,(904) 661-4686,Dunyall Frison,Jennifer Scarberry,Kimberly Austin,Sherry Brown,"Academy is located in back left corner of store, backroom, behind Sporting Goods."
4528,NEIGHBORHOOD MARKET,98 W WALNUT AVE DALTON GA,NHM BU - ,59 - ERIC BUSHNELL,554 - LIMARK TUCKER,MIKE PATTERSON,3835,5588 LITTLE DEBBIE PKWY OOLTEWAH TN 37363,(423) 910-6042,CHARLES LITCHFIELD,Phillip Lambert,Kimberly Austin,Sherry Brown,"Academy is located on GM side, backroom, behind sporting goods"
4529,WM SUPERCENTER,501 E LINCOLN HWY NEW LENOX IL,NORTH BU - GLENDA FLEMING WILLIS,25 - ADONIS CLARK SR.,266 - WILLIAM WEGER,REGINA WOOLDRIDGE,1556,9265 159TH ST ORLAND HILLS IL 60487,(708) 645-5015,Jamie Higgins,CHRISTIANA WILLIS,Viet Van Dong,Sherry Brown,The Orland Hills Academy is located on the GM side of the store on the back wall of the automotive department.
