Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link,Author Link
a2corre,8/10/2020,8/10/2020,a2corre,Active,guiadebolsillo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/guiadebolsillo.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/guiadebolsillo.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/gta.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/regalaundia2.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,papaya2.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/papaya2.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/papaya2.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,guialegislacion.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/guialegislacion.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/guialegislacion.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/notas28y29.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/regalaundia3.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,dentyne.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/dentyne.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/dentyne.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/5minutosintegridad.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/10/2020,8/10/2020,a2corre,Active,jobaid.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/jobaid.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/jobaid.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,papaya.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/papaya.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/papaya.pdf"">Author Link</a>"
a2corre,9/22/2020,9/22/2020,a2corre,Active,cashoffice.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/cashoffice.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/cashoffice.pdf"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Normas%20de%20Transferencias%20-%20Walmart%20Rev.%209.19.2020.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/22/2020,9/22/2020,a2corre,Active,voucher.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/voucher.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/voucher.pdf"">Author Link</a>"
a2corre,9/17/2020,9/17/2020,a2corre,Active,adoptaunrabito.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/adoptaunrabito.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/adoptaunrabito.pdf"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Notas%20de%20Prioridad%20RH%20wk%2032%20y%2033%202020.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,preguntas.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/preguntas.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/preguntas.pdf"">Author Link</a>"
a2corre,9/17/2020,9/17/2020,a2corre,Active,Actualización de la Política de Asistencia COVID 19.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Actualización%20de%20la%20Política%20de%20Asistencia%20COVID%2019.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Actualización de la Política de Asistencia COVID 19.pdf"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Notas%20de%20Prioridad%20RH%20wk%2034%20y%2035%202020.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Formulario%20de%20Solicitud%20de%20Transferencias%20Rev.%2009.19.2020.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/September-2020-Serious-Injury-or-Illness-English.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/politicadelicencia.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/22/2020,9/22/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/voucher2%20.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,solucionestecnologicas.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/solucionestecnologicas.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/solucionestecnologicas.pdf"">Author Link</a>"
a2corre,9/23/2020,9/23/2020,a2corre,Active,ley.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/ley.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/ley.pdf"">Author Link</a>"
a2corre,9/17/2020,9/17/2020,a2corre,Active,Procedimiento Canastas de Frutas - Rev. 9-11-2020.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Procedimiento%20Canastas%20de%20Frutas%20-%20Rev.%209-11-2020.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk34/Procedimiento Canastas de Frutas - Rev. 9-11-2020.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,GARANTIA Craftsman.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/GARANTIA%20Craftsman.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/GARANTIA Craftsman.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,layoutbakeryamigo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/layoutbakeryamigo.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/layoutbakeryamigo.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,Paso a Paso BIZCOCHOS NAVIDAD 2020 PARTE 2.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Paso%20a%20Paso%20BIZCOCHOS%20NAVIDAD%202020%20PARTE%202.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Paso a Paso BIZCOCHOS NAVIDAD 2020 PARTE 2.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,WM PR RACK PLAN HOL20 - TOP DOOR STORE 2423.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM%20PR%20RACK%20PLAN%20HOL20%20-%20TOP%20DOOR%20STORE%202423.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM PR RACK PLAN HOL20 - TOP DOOR STORE 2423.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,Comunicado Accion Requerida Merchandising Monin Gift Set.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Comunicado%20Accion%20Requerida%20Merchandising%20Monin%20Gift%20Set.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Comunicado Accion Requerida Merchandising Monin Gift Set.pdf"">Author Link</a>"
a2corre,11/30/2020,11/30/2020,a2corre,Active,Notas de Prioridad RH wk 44 y 45 2020b.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Notas%20de%20Prioridad%20RH%20wk%2044%20y%2045%202020b.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Notas de Prioridad RH wk 44 y 45 2020b.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,Centros de Servicio Crafstman.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Centros%20de%20Servicio%20Crafstman.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Centros de Servicio Crafstman.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,Playbook Christmas Fresh 2020.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Playbook%20Christmas%20Fresh%202020.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Playbook Christmas Fresh 2020.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,WM PR RACK PLAN HOL20 - TOP DOORS STORE 2072.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM%20PR%20RACK%20PLAN%20HOL20%20-%20TOP%20DOORS%20STORE%202072.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM PR RACK PLAN HOL20 - TOP DOORS STORE 2072.pdf"">Author Link</a>"
a2corre,11/30/2020,11/30/2020,a2corre,Active,Notas de Prioridad RH wk 44 y 45 2020.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Notas%20de%20Prioridad%20RH%20wk%2044%20y%2045%202020.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Notas de Prioridad RH wk 44 y 45 2020.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,WM PR RACK PLAN HOL20 - TOP DOOR STORE 1822.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM%20PR%20RACK%20PLAN%20HOL20%20-%20TOP%20DOOR%20STORE%201822.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM PR RACK PLAN HOL20 - TOP DOOR STORE 1822.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,Paso a Paso Dummy BIZCOCHOS DOS PISOS NAVIDAD 2020.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Paso%20a%20Paso%20Dummy%20BIZCOCHOS%20DOS%20PISOS%20NAVIDAD%202020.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/Paso a Paso Dummy BIZCOCHOS DOS PISOS NAVIDAD 2020.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,"WM PR RACK PLAN HOL20 - STORE 2085, 3716.pdf",/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM%20PR%20RACK%20PLAN%20HOL20%20-%20STORE%202085,%203716.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM PR RACK PLAN HOL20 - STORE 2085, 3716.pdf"">Author Link</a>"
a2corre,11/25/2020,11/25/2020,a2corre,Active,WM PR RACK PLAN HOL20 - STORE 2026.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM%20PR%20RACK%20PLAN%20HOL20%20-%20STORE%202026.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk44/WM PR RACK PLAN HOL20 - STORE 2026.pdf"">Author Link</a>"
