Store Info,FY24 Assemblers ,Supplier Status ,Furniture <$150 ,Furniture $150-$350,Furniture $350-$500,Furniture >$500
2884,Elite Assemblers llc,Secondary,40,67,82,166
2884,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2884,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2885,TROC,Secondary,25.03,34.41,43.8,59.44
2885,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2886,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2886,TROC,Secondary,24.24,33.33,42.42,57.57
2886,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2888,TROC,Secondary,24.24,33.33,42.42,57.57
2888,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2889,TROC,Secondary,24.24,33.33,42.42,57.57
2889,Tec Assembly Inc,Secondary,25,30,40,50
2889,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2890,TROC,Secondary,24.24,33.33,42.42,57.57
2890,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
2890,"Backpedal Co, LLC",Preferred,28,30,40,60
2891,TROC,Secondary,24.24,33.33,42.42,57.57
2891,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2891,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2892,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2892,TROC,Preferred,24.56,33.77,42.98,58.33
2892,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2893,TROC,Secondary,24.24,33.33,42.42,57.57
2893,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2893,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2894,TROC,Preferred,26.16,35.97,45.78,62.13
2894,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2897,TROC,Secondary,24.24,33.33,42.42,57.57
2897,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2897,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2898,TROC,Secondary,24.24,33.33,42.42,57.57
2898,LONG ISLAND ASSEMBLERS INC,Preferred,30,45,55,65
2898,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
2899,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2899,TROC,Secondary,24.24,33.33,42.42,57.57
2899,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2900,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2900,TROC,Secondary,24.56,33.77,42.98,58.33
2900,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2901,TROC,Preferred,27.52,37.84,48.16,65.36
2901,TAB assembly,Secondary,35,42,57,65
2901,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2902,TROC,Secondary,24.87,34.2,43.53,59.07
2902,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2903,TROC,Secondary,24.59,33.82,43.04,58.41
2903,TAB assembly,Secondary,35,42,57,65
2903,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2904,TROC,Secondary,24.24,33.33,42.42,57.57
2904,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2905,TROC,Secondary,25.44,34.98,44.52,60.42
2905,The Ready To Assemble Company Inc,Secondary,20,35,45,60
2905,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2906,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2906,The Ready To Assemble Company Inc,Preferred,20,35,45,60
2906,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2908,TROC,Secondary,24.24,33.33,42.42,57.57
2908,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2908,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2909,TROC,Secondary,24.24,33.33,42.42,57.57
2909,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2910,ALL STAR ASSEMBLY LLC,Secondary,20.5,27.5,37.5,47.99
2910,TROC,Secondary,24.24,33.33,42.42,57.57
2910,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2911,Coretech,Secondary,25,35,45,70
2911,TROC,Secondary,26.88,36.96,47.04,63.84
2911,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2912,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2912,Ace Assemblers,Secondary,15,25.85,35.05,40.35
2912,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2913,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2913,Economy Care Services,Preferred,22.98,28.01,37.5,48
2913,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2914,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2914,TROC,Secondary,24.24,33.33,42.42,57.57
2914,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2915,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2915,The Ready To Assemble Company Inc,Preferred,20,35,45,60
2915,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2916,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2916,The Ready To Assemble Company Inc,Preferred,20,35,45,60
2916,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2917,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2917,The Ready To Assemble Company Inc,Preferred,20,35,45,60
2917,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2918,TROC,Secondary,24.24,33.33,42.42,57.57
2918,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2918,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2920,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
2920,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2920,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2921,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2921,TROC,Secondary,24.24,33.33,42.42,57.57
2921,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2922,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2922,Ace Assemblers,Preferred,15,25.85,35.05,40.35
2922,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2923,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2923,TROC,Secondary,24.24,33.33,42.42,57.57
2923,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2924,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2924,TROC,Secondary,24.24,33.33,42.42,57.57
2924,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2925,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2925,TROC,Secondary,26.57,36.53,46.49,63.1
2925,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2926,TROC,Secondary,24.24,33.33,42.42,57.57
2926,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2926,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2927,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2927,TROC,Secondary,24.8,34.1,43.4,58.9
2927,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2928,TROC,Secondary,24.24,33.33,42.42,57.57
2928,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2928,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2929,TROC,Secondary,24.24,33.33,42.42,57.57
2929,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2929,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2931,TROC,Secondary,24.24,33.33,42.42,57.57
2931,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2932,Turf Masters Property Management LLC,Secondary,10,20,35,45
2932,TROC,Secondary,24.24,33.33,42.42,57.57
2932,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2933,TROC,Secondary,24.24,33.33,42.42,57.57
2933,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2934,TROC,Secondary,24.24,33.33,42.42,57.57
2934,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2934,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2935,TROC,Secondary,24.24,33.33,42.42,57.57
2935,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2935,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2936,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
2936,TROC,Secondary,24.96,34.32,43.68,59.28
2936,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
2937,TROC,Secondary,24.9,34.24,43.58,59.14
2937,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2938,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2938,Economy Care Services,Preferred,22.98,28.01,37.5,48
2938,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2939,TROC,Secondary,24.24,33.33,42.42,57.57
2939,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2939,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2941,TROC,Secondary,24.53,33.72,42.92,58.25
2941,"Backpedal Co, LLC",Preferred,28,30,40,60
2941,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2945,TROC,Secondary,24.24,33.33,42.42,57.57
2945,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2946,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2946,TROC,Secondary,24.24,33.33,42.42,57.57
2946,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2947,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2947,TROC,Secondary,24.73,34,43.27,58.73
2947,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2948,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2948,TROC,Secondary,24.9,34.24,43.58,59.14
2948,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2950,Elite Assemblers llc,Secondary,41,67,82,166
2950,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2950,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2951,Elite Assemblers llc,Secondary,41,67,82,166
2951,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2951,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2952,Elite Assemblers llc,Secondary,41,67,82,166
2952,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2952,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2953,TROC,Secondary,24.24,33.33,42.42,57.57
2953,Economy Care Services,Secondary,22.98,28.01,37.5,56
2953,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2954,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2954,TROC,Secondary,25.51,35.07,44.64,60.58
2954,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2955,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2955,TROC,Secondary,24.24,33.33,42.42,57.57
2955,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2956,TROC,Secondary,24.24,33.33,42.42,57.57
2956,Tec Assembly Inc,Secondary,25,30,40,50
2956,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2957,TROC,Secondary,24.24,33.33,42.42,57.57
2957,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2958,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2958,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2958,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2959,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2959,Ace Assemblers,Secondary,15,25.85,35.05,40.35
2959,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2962,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2962,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2962,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2963,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2963,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2963,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2964,TROC,Secondary,24.24,33.33,42.42,57.57
2964,TAB assembly,Preferred,35,42,57,65
2964,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
2965,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2965,TROC,Secondary,24.24,33.33,42.42,57.57
2965,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2966,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2966,TROC,Secondary,24.24,33.33,42.42,57.57
2966,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2967,Elite Assembly of Ohio,Secondary,15.96,27.96,44.96,79.96
2967,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2967,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2968,TROC,Secondary,24.24,33.33,42.42,57.57
2968,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2968,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2973,TROC,Secondary,24.24,33.33,42.42,57.57
2973,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2973,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2978,TROC,Secondary,24.24,33.33,42.42,57.57
2978,Economy Services ,Secondary,65,160,400,48
2978,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2980,TROC,Secondary,24.24,33.33,42.42,57.57
2980,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2980,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2985,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2985,TROC,Secondary,24.24,33.33,42.42,57.57
2985,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2986,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2986,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2986,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2987,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2987,TROC,Secondary,24.24,33.33,42.42,57.57
2987,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2988,Turf Masters Property Management LLC,Secondary,10,20,35,45
2988,TROC,Secondary,24.24,33.33,42.42,57.57
2988,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2989,Elite Assemblers llc,Secondary,41,67,82,166
2989,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,71.3
2989,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2990,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
2990,TROC,Preferred,29.04,39.93,50.82,68.97
2990,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2991,TROC,Secondary,24.24,33.33,42.42,57.57
2991,"Backpedal Co, LLC",Preferred,28,30,40,60
2991,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2992,TROC,Secondary,24.24,33.33,42.42,57.57
2992,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2993,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2993,INSTALLER PRO,Secondary,25,32,45,60
2993,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2994,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2994,TROC,Secondary,24.24,33.33,42.42,57.57
2994,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2996,TROC,Secondary,24.24,33.33,42.42,57.57
2996,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2996,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3004,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
3004,TROC,Secondary,24.24,33.33,42.42,57.57
3004,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
3014,TROC,Secondary,24.24,33.33,42.42,57.57
3014,Economy Services ,Secondary,65,160,400,48
3014,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3017,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
3017,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
3017,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3018,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
3018,TROC,Secondary,24.24,33.33,42.42,57.57
3018,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
3035,TROC,Preferred,25.93,35.66,45.38,61.59
3035,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
3044,TROC,Secondary,24.24,33.33,42.42,57.57
3044,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3044,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3053,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
3053,TROC,Secondary,25.34,34.84,44.35,60.18
3053,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
3055,Economy Care Services,Secondary,22.98,28.01,37.5,56
3055,TROC,Secondary,24.24,33.33,42.42,57.57
3055,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
3056,TROC,Secondary,24.24,33.33,42.42,57.57
3056,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3056,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3057,TROC,Secondary,24.24,33.33,42.42,57.57
3057,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3057,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3058,"Backpedal Co, LLC",Secondary,28,30,40,60
3058,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3058,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3059,TROC,Secondary,24.24,33.33,42.42,57.57
3059,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
3059,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
3060,TROC,Secondary,24.24,33.33,42.42,57.57
3060,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
3060,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
3061,TROC,Secondary,25.05,34.44,43.83,59.49
3061,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3061,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3067,TROC,Preferred,24.24,33.33,42.42,57.57
3067,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3067,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
3075,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
3075,"American Assembly, Inc",Preferred,25,40,60,60
3075,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3077,TROC,Preferred,24.24,33.33,42.42,57.57
3077,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
3078,TROC,Secondary,24.24,33.33,42.42,57.57
3078,The Ready To Assemble Company Inc,Preferred,20,35,45,60
3078,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
3081,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
3081,TROC,Secondary,27.7,38.09,48.48,65.79
3081,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
3087,Elite Assemblers llc,Secondary,41,67,82,166
3087,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
3087,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
3088,TROC,Secondary,24.24,33.33,42.42,57.57
3088,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
3093,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
3093,TROC,Secondary,24.24,33.33,42.42,57.57
3093,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
3102,TROC,Secondary,25.73,35.37,45.02,61.1
3102,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
3103,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
3103,TROC,Secondary,24.24,33.33,42.42,57.57
3103,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
3106,"Backpedal Co, LLC",Secondary,28,30,40,60
3106,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3106,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3107,TROC,Secondary,24.24,33.33,42.42,57.57
3107,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3107,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3112,TROC,Secondary,24.24,33.33,42.42,57.57
3112,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3112,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3114,TROC,Secondary,24.24,33.33,42.42,57.57
3114,TAB assembly,Secondary,35,42,57,65
3114,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
3118,TROC,Preferred,24.24,33.33,42.42,57.57
3118,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3118,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
3119,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
3119,"American Assembly, Inc",Preferred,25,40,60,60
3119,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3136,TROC,Secondary,24.24,33.33,42.42,57.57
3136,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3136,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3137,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
3137,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
3137,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
3149,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,79.8
3149,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
3150,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
3150,TROC,Secondary,24.24,33.33,42.42,57.57
3150,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
3151,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
3151,TROC,Secondary,24.24,33.33,42.42,57.57
3151,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
3159,TROC,Secondary,24.55,33.76,42.97,58.31
3159,The Ready To Assemble Company Inc,Preferred,20,35,45,60
3159,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
3163,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
3163,TROC,Secondary,24.24,33.33,42.42,57.57
3163,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
3167,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
3167,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
3167,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
3169,"Backpedal Co, LLC",Preferred,28,30,40,60
3169,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3169,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
3170,"Backpedal Co, LLC",Preferred,28,30,40,60
3170,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3170,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
3177,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
3177,TROC,Secondary,24.24,33.33,42.42,57.57
3177,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
3180,Elite Assemblers llc,Secondary,41,67,82,166
3180,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
3180,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
3182,TROC,Secondary,24.24,33.33,42.42,57.57
3182,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3182,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
3188,TROC,Preferred,24.24,33.33,42.42,57.57
3188,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3188,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
3191,TROC,Preferred,24.24,33.33,42.42,57.57
3191,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
3191,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
3192,TROC,Preferred,24.24,33.33,42.42,57.57
3192,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
3192,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
3197,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
3197,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
