Store Number,Serial Number,SIM Status,SIM Last Update,Acquisition Date,Manufacturer name,Model,Caliber,Firearm type,Notes,UPC
2055,K986717,Do Not Sell,2/14/2022 8:45:07 PM,2018-05-25T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,64,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654700033
2055,VB160340,Do Not Sell,8/2/2019 7:29:59 PM,2016-08-04T12:00:00,HOWA (Japan)/WEATHERBY,VANGUARD SELECT,270 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",747115430666
2055,VB164036,Do Not Sell,1/10/2022 7:02:22 PM,2016-08-19T12:00:00,HOWA (JAPAN)/WEATHERBY,VANGUARD,243,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",747115430666
2056,20A18-005367,Do Not Sell,9/30/2019 7:33:41 PM,2019-03-07T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
2056,210131U,Do Not Sell,3/28/2022 6:16:48 PM,2021-11-01T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194930
2056,962582,Do Not Sell,2/3/2021 7:05:48 PM,2020-12-18T12:00:00,"K.S.A.,LLC",CRICKETT,22 S.L. OR LR.,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",611613002307
2056,D20M04288,Do Not Sell,3/31/2021 1:07:56 PM,2020-08-13T12:00:00,ARMSAN (TURKEY)/TRISTAR,VIPER G2,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986487
2056,MN24624B,Do Not Sell,11/15/2019 8:59:55 PM,2019-11-15T12:00:00,THE MARLIN FIREARMS CO./MARLIN,60SB,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",026495076450
2056,RA29634C,Do Not Sell,9/4/2020 7:59:55 PM,2020-07-28T12:00:00,REMINGTON,783,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700858265
2056,V1231001,Do Not Sell,3/31/2021 1:08:44 PM,2021-03-10T12:00:00,MOSSBERG,500,410 BORE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501040
2061,20A21007685,Backroom Available,3/21/2022 3:49:23 PM,2022-03-21T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004836
2061,410S21010482,Backroom Available,3/11/2022 5:10:33 PM,2022-03-11T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
2061,410S2101483,Backroom Available,3/11/2022 5:07:24 PM,2022-03-11T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
2061,MV0484100,Do Not Sell,3/7/2021 1:47:06 AM,2020-07-13T12:00:00,MAVERICK ARMS,88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322029
2070,14B3260,Do Not Sell,5/12/2021 10:07:12 PM,2018-11-07T12:00:00,"Dickinson (Turkey)/Dickinson, LLC",XX2S,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",791154363010
2070,R766522,Reserved,4/26/2022 4:20:12 PM,2007-10-16T12:00:00,Mossberg,500,20 GA,SHOTGUN,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",015813501361
2074,RM0008979,Backroom Available,6/18/2022 12:59:56 AM,2022-06-18T12:00:00,MARLIN FIREARMS CO.,1895,45-70,RIFLE,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",736676704781
2078,410S22000223,Display Available,4/24/2022 2:01:45 PM,2022-04-19T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
2079,N633100,Do Not Sell,7/25/2020 10:31:50 PM,2020-06-19T12:00:00,SAVAGE ARMS INC.,AXIS,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356221490
2084,20A17-002213,Do Not Sell,10/16/2021 6:36:02 PM,2017-09-29T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
2084,699-52494,Do Not Sell,10/8/2021 8:41:40 PM,2018-11-14T12:00:00,RUGER,AMERICAN,7MM-08,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",736676069064
2084,MR60471G,Do Not Sell,10/16/2021 6:37:11 PM,2017-08-23T12:00:00,THE MARLIN FIREARMS CO.,336W,30/30 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",026495015107
2084,RA33121C,Do Not Sell,10/16/2021 6:46:26 PM,2020-07-24T12:00:00,REMINGTON ARMS COMPANY,783,30-06 SPRG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700858463
2089,211823J,Do Not Sell,2/7/2022 3:45:03 PM,2022-01-25T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356222473
2097,20S21006883,Backroom Available,2/22/2022 7:17:04 PM,2022-02-22T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
2102,20A16-100350,Do Not Sell,10/22/2018 10:49:58 PM,2016-07-28T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
2102,862154,Do Not Sell,10/22/2018 10:48:42 PM,2018-08-17T12:00:00,"KSA,LLC",CRICKETT,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",611613002338
2102,KRU1706709,Do Not Sell,10/22/2018 10:49:37 PM,2017-12-27T12:00:00,KRAL (TURKEY)/TRISTAR,UPLAND HTR,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780980362
2102,M72125391,Do Not Sell,10/22/2018 10:49:07 PM,2017-01-18T12:00:00,REMINGTON ARMS COMPANY,770,243 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856377
2102,V0256365,Do Not Sell,10/22/2018 10:50:24 PM,2016-01-06T12:00:00,Mossberg,500,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813541329
2121,200S21-005458,Display Available,2/7/2022 7:45:40 PM,2022-02-07T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
2121,21P4104576,Do Not Sell,11/9/2021 3:11:05 AM,2021-05-15T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
2121,UM0018677,Do Not Sell,4/1/2020 4:39:22 PM,2019-05-15T12:00:00,Mossberg,835 ULTI-MAG,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813622356
2123,N629512,Do Not Sell,7/2/2020 7:41:06 PM,2020-06-23T12:00:00,SAVAGE ARMS INC.,AXIS,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356221490
2129,12A21014636,Display Available,6/27/2022 6:40:51 PM,2022-05-23T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004805
2129,20P4100826,Do Not Sell,5/5/2021 6:39:08 PM,2020-08-08T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
2129,MV0392858,Do Not Sell,10/5/2020 12:34:25 PM,2019-09-10T12:00:00,MAVERICK ARMS,88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322029
2138,BA311035,Backroom Available,9/28/2018 10:01:33 PM,2011-10-31T12:00:00,MOSSBERG,ATR,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",015813260312
2143,3572225,Do Not Sell,1/2/2021 8:47:20 PM,2020-10-07T12:00:00,SAVAGE ARMS CANADA/SAVAGE ARMS,MARK II,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654292002
2144,187531J,Do Not Sell,12/23/2018 6:38:29 PM,2018-11-12T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356222473
2146,MN49861B,Do Not Sell,9/8/2020 2:56:39 PM,2020-09-08T12:00:00,THE MARLIN FIREARMS CO./MARLIN,60SB,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",026495076450
2156,212590H,Do Not Sell,5/2/2022 3:21:22 PM,2021-11-03T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194985
2159,20P4100854,Do Not Sell,8/7/2020 7:58:01 PM,2020-08-06T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
2159,20P4102535,Do Not Sell,2/12/2021 9:20:15 PM,2021-02-12T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
2164,KW2201934,Backroom Available,5/16/2022 3:09:33 PM,2022-05-16T12:00:00,RUGER,10/22,.22 LR,RIFLE,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",736676011032
2191,12S21_005091,Do Not Sell,6/4/2022 11:07:20 AM,2021-12-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"".  This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004928
2196,201083E,Do Not Sell,1/6/2021 6:45:58 PM,2020-07-06T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356222473
2199,20A21-003785,Do Not Sell,8/23/2021 8:07:39 PM,2021-06-28T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
2199,215145F,Do Not Sell,8/26/2021 10:50:01 PM,2021-05-17T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194930
2199,3849870,Do Not Sell,8/23/2021 8:10:44 PM,2021-08-13T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
2199,KRA095479,Do Not Sell,7/17/2021 1:23:38 AM,2021-03-29T12:00:00,KRAL (TURKEY)/TRISTAR,RAPTOR,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780204246
2205,12P21003887,Backroom Available,7/23/2021 4:12:14 PM,2021-07-23T12:00:00,HATFIELD (TURKEY)/UTAS-USA,PAS,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004539
2205,410S21004356,Backroom Available,9/20/2021 8:40:43 PM,2021-09-20T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
2205,Mn70633a,Do Not Sell,10/13/2018 1:10:15 AM,2018-08-26T12:00:00,THE MARLIN FIREARMS CO./MARLIN,60SB,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",026495076450
2209,3944772,Do Not Sell,6/9/2022 12:49:26 PM,2021-12-08T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
2221,20S21006559,Backroom Available,4/18/2022 7:43:59 PM,2022-04-18T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
2221,410S21008141,Backroom Available,11/24/2021 7:49:46 PM,2021-11-24T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
2234,12A21008932,Display Available,4/15/2022 9:16:30 PM,2022-04-15T12:00:00,HATFIELD GUN CO./UTAS-USA,SAS,12 GAUGE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",860001150841
2234,12A21014620,Backroom Available,5/26/2022 1:51:01 PM,2022-05-26T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004805
2234,12S22000790,Backroom Available,4/26/2022 5:33:52 PM,2022-04-26T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
2234,12U21000844,Display Available,4/15/2022 9:21:30 PM,2022-04-15T12:00:00,HATFIELD GUN CO./UTAS-USA,FIELD,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004720
2234,12U21000978,Display Available,5/3/2022 9:47:02 PM,2022-05-03T12:00:00,HATFIELD GUN CO./UTAS-USA,FIELD,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004720
2234,12U21001069,Backroom Available,5/3/2022 8:03:12 PM,2022-05-03T12:00:00,HATFIELD GUN CO./UTAS-USA,FIELD,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004720
2234,12U21001070,Backroom Available,5/3/2022 8:03:59 PM,2022-05-03T12:00:00,HATFIELD GUN CO./UTAS-USA,FIELD,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004720
2234,12U22000027,Backroom Available,5/3/2022 8:02:31 PM,2022-05-03T12:00:00,HATFIELD GUN CO./UTAS-USA,FIELD,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004744
2234,12U22000085,Backroom Available,5/3/2022 8:04:59 PM,2022-05-03T12:00:00,HATFIELD GUN CO./UTAS-USA,FIELD,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004744
2234,20S22000456,Backroom Available,5/6/2022 1:51:11 PM,2022-05-06T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
2239,12S21005441,Display Available,5/5/2022 4:01:24 PM,2021-11-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
2244,690-37758,Display Available,12/6/2018 8:00:55 PM,2012-08-28T12:00:00,Ruger,AMERICAN,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",736676069026
2244,H265672,Backroom Available,10/22/2018 12:04:25 PM,2011-09-14T12:00:00,SAVAGE ARMS INC.,110,30-06,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174642
2244,H328071,Backroom Available,10/22/2018 12:36:51 PM,2011-09-14T12:00:00,SAVAGE ARMS INC.,110,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174635
2244,H329321,Display Available,12/6/2018 7:47:40 PM,2011-09-14T12:00:00,SAVAGE ARMS INC.,10,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174536
2244,H581231,Backroom Available,10/22/2018 12:34:43 PM,2012-08-27T12:00:00,SAVAGE ARMS INC.,110,30-06,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174642
2244,H581234,Backroom Available,10/22/2018 12:13:05 PM,2012-08-27T12:00:00,SAVAGE ARMS INC.,110,30-06,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174642
2249,12S22000402,Display Available,6/13/2022 3:29:06 PM,2022-05-31T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
2252,2126UBXUTT,Backroom Available,2/21/2022 5:27:46 PM,2022-02-21T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",011356194947
2256,1203577,Backroom Available,10/12/2018 11:06:40 PM,2009-05-22T12:00:00,SAVAGE ARMS CANADA/SAVAGE ARMS,MARK II,17 HMR,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",062654267024
2259,KW1801391,Do Not Sell,2/11/2021 8:43:13 PM,2018-08-31T12:00:00,KRAL (TURKEY)/TRISTAR,UPLAND HTR,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780980812
2259,MV44018Y,Do Not Sell,2/11/2021 8:43:48 PM,2016-06-28T12:00:00,MOSSBERG,MAVERICK MODEL 88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322005
