STORE_NBR,Region,Store Name,Final Archetype Assignment
3304,26,"REIDSVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3305,26,"MAYODAN, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3371,26,"CHARLOTTE (W), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3503,26,"THOMASVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3612,26,BURLINGTON (N) NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3626,26,WINSTON-SALEM (S) NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3658,26,"GREENSBORO (NE), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3700,26,"INDIAN TRAIL, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3701,26,"MOUNT OLIVE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3825,26,"HAVELOCK, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3864,26,"JACKSONVILLE (S), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3889,26,"APEX, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4224,26,"CONOVER, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4250,26,"MORRISVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4274,26,"LOWESVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4410,26,"GRANITE FALLS, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4458,26,"HOLLY SPRINGS, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4459,26,"NASHVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4477,26,"HIGH POINT (N), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4484,26,"RALEIGH (TRI.MALL), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4499,26,"ZEBULON, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4564,26,"GOLDSBORO (W), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4574,26,"CONCORD (MILLS), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4594,26,"CHERRYVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5046,26,CLAYTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5063,26,"CHARLOTTE (MATTHEWS), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5085,26,"BELMONT, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5118,26,RALEIGH NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5254,26,"WAKE FOREST, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5292,26,"RALEIGH (E), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5298,26,GASTONIA NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5320,26,GREENSBORO (SE) NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5346,26,MEBANE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5481,26,"CHARLOTTE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5743,26,"GARNER (S), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5745,26,"LAKE WYLIE, SC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5747,26,"LOCUST, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5851,26,"GREENVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5879,26,"HUNTERSVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
6789,26,KING NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7009,26,RICHLANDS NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7179,26,SWANSBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
7238,26,GRANTSBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
9,40,SIKESTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
14,40,LEBANON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
15,40,WEST PLAINS MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
19,40,POPLAR BLUFF MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
20,40,CLINTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
21,40,ST ROBERT MO /WAYNESVILLE,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
25,40,MEXICO MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
27,40,SALEM MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
29,40,JEFFERSON CITY MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
30,40,DEXTER MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
32,40,BRANSON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
37,40,FARMINGTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
40,40,MOBERLY MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
44,40,ELDON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
46,40,BOLIVAR MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
51,40,FULTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
56,40,AVA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
60,40,TROY MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
61,40,WARRENSBURG MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
65,40,SULLIVAN MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
69,40,FESTUS MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
78,40,MARSHFIELD MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
80,40,COLUMBIA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
82,40,PERRYVILLE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
86,40,SPRINGFIELD MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
88,40,MOUNTAIN GROVE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
89,40,CAMDENTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
95,40,DESLOGE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
96,40,HARRISONVILLE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
99,40,UNION MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
101,40,ROLLA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
109,40,CAMERON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
122,40,JACKSON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
135,40,CHILLICOTHE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
138,40,"SPRINGFIELD (NE), MO","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
145,40,BOWLING GREEN MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
152,40,DESOTO MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
159,40,COLUMBIA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
166,40,HOUSTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
172,40,WASHINGTON MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
173,40,POTOSI MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
179,40,"SPRINGFIELD, MO","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
184,40,BLUE SPRINGS MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
188,40,CAPE GIRARDEAU MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
189,40,KIRKSVILLE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
195,40,EXCELSIOR SPRINGS MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
198,40,SALEM IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
201,40,BELLEVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
203,40,BROOKFIELD MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
213,40,LITCHFIELD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
219,40,SEDALIA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
224,40,"MT. VERNON, IL.","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
234,40,"KANSAS CITY, MO.","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
243,40,WENTZVILLE MO.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
250,40,WARSAW MO.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
253,40,"JERSEYVILLE, IL.","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
256,40,"GLEN CARBON, IL.","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
295,40,EUREKA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
313,40,HIGH RIDGE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
317,40,VANDALIA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
319,40,"RAYMORE,MO","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
325,40,RICHMOND MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
326,40,HIGGINSVILLE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
328,40,"WATERLOO, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
337,40,FREDERICKTOWN MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
354,40,OWENSVILLE MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
357,40,VERSAILLES MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
361,40,COLLINSVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
363,40,"MARSHALL, MO","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
379,40,OZARK MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
435,40,HIGHLAND IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
436,40,CARLYLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
444,40,SPRINGFIELD MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
451,40,COLUMBIA MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
454,40,FAIRFIELD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
486,40,BONNER SPRINGS KS,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
