Store Nbr,Dept Subcategory Description,Week 34 Forecast,Week 35 Forecast,Week 36 Forecast,Week 37 Forecast,Week 38 Forecast,Week 39 Forecast,Week 40 Forecast,Week 41 Forecast,Week 42 Forecast,Week 43 Forecast,Week 44 Forecast,Week 45 Forecast,Week 46 Forecast,Week 47 Forecast,Week 48 Forecast,Week 49 Forecast,Week 50 Forecast,Week 51 Forecast,Week 52 Forecast,Week 01 Forecast
1669,ELECTRIC BIKES,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1669,MOUNTAIN BIKES,8,6,6,5,4,4,3,4,4,4,5,5,6,6,8,4,3,2,2,3
1669,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1670,12IN BIKES,2,2,2,2,1,1,1,3,3,3,4,6,6,7,8,1,1,1,1,1
1670,16IN BIKES,4,3,3,3,3,3,3,6,5,5,9,13,16,19,21,3,2,2,2,2
1670,18IN BIKES,3,3,3,3,2,2,2,2,3,3,4,5,6,7,8,2,2,1,1,2
1670,20IN BIKES,9,9,8,8,7,6,6,9,9,11,16,22,31,28,29,7,4,3,3,4
1670,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,MOUNTAIN BIKES,3,2,2,2,2,2,1,2,2,2,2,3,3,3,5,2,1,1,1,1
1671,12IN BIKES,3,3,3,3,3,2,3,3,3,3,4,4,7,8,8,3,2,2,2,2
1671,16IN BIKES,6,5,5,5,4,4,5,4,5,6,7,8,12,17,16,5,4,3,3,4
1671,18IN BIKES,6,6,6,5,5,4,4,5,6,8,9,12,15,20,20,5,3,3,3,3
1671,20IN BIKES,13,12,12,11,9,9,8,9,10,12,18,22,28,33,31,9,6,5,5,6
1671,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1
1671,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,4,4,5,4,5,3,2,2,2,2
1671,MULTI USE BIKES,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
1672,12IN BIKES,1,1,1,1,0,1,1,0,0,0,1,1,1,2,2,1,0,0,0,1
1672,16IN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1
1672,18IN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,0,1
1672,20IN BIKES,4,4,4,4,3,3,3,4,4,5,6,6,8,9,9,3,2,2,2,2
1672,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1672,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,MOUNTAIN BIKES,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,1,2
1672,MULTI USE BIKES,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1673,12IN BIKES,1,1,1,1,1,1,1,2,2,2,3,4,5,6,6,1,0,0,0,1
1673,16IN BIKES,2,2,2,2,2,1,2,3,3,4,4,7,6,7,6,1,1,1,1,1
1673,18IN BIKES,4,4,4,3,3,3,3,2,2,3,5,5,10,11,12,3,2,2,2,2
1673,20IN BIKES,7,7,7,6,6,5,5,5,6,7,8,11,16,17,18,5,4,4,3,4
1673,BEACH CRUISERS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
1673,ELECTRIC BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1
1673,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,2,3,3,3,4,2,1,1,1,2
1673,MULTI USE BIKES,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1674,12IN BIKES,4,3,4,3,3,3,3,3,3,3,4,6,9,10,12,3,2,2,2,2
1674,16IN BIKES,6,6,6,5,5,5,6,6,7,7,9,12,14,16,17,6,4,3,3,4
1674,18IN BIKES,4,4,4,3,3,3,3,4,4,5,8,9,13,17,15,3,2,2,1,2
1674,20IN BIKES,12,12,12,10,9,9,9,11,12,13,17,24,29,30,36,11,7,7,7,7
1674,BEACH CRUISERS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,1
1674,ELECTRIC BIKES,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,0,1,1,1
1674,MOUNTAIN BIKES,5,5,5,4,3,3,3,3,3,4,4,5,6,5,7,4,3,2,2,3
1674,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1675,12IN BIKES,1,1,1,1,1,1,1,2,2,3,3,3,4,4,5,1,1,0,0,1
1675,16IN BIKES,2,2,2,2,2,1,2,3,3,4,5,5,6,7,6,2,1,1,1,1
1675,18IN BIKES,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,1,1,1,0,1
1675,20IN BIKES,3,3,3,3,2,2,2,3,4,4,8,10,12,10,13,2,1,1,1,1
1675,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0
1676,12IN BIKES,1,1,1,1,1,1,1,1,2,4,4,3,4,4,5,1,0,0,0,1
1676,16IN BIKES,2,2,2,2,1,1,1,2,2,3,5,5,7,7,9,1,1,1,1,1
1676,18IN BIKES,2,2,2,1,1,1,1,1,2,2,4,4,8,10,10,1,1,1,1,1
1676,20IN BIKES,4,4,4,4,3,3,3,4,4,4,9,12,16,17,18,3,2,1,1,2
1676,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1676,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1
1676,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,12IN BIKES,4,4,4,4,3,3,3,3,4,3,6,8,13,14,15,3,2,2,2,2
1677,16IN BIKES,3,3,3,3,3,2,2,3,3,4,6,8,9,11,11,2,1,1,1,2
1677,18IN BIKES,3,3,3,3,2,2,2,2,3,4,4,5,7,9,8,2,1,1,1,1
1677,20IN BIKES,10,10,10,9,7,7,6,9,10,12,14,18,22,21,23,7,4,4,4,5
1677,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1
1677,MOUNTAIN BIKES,5,4,5,4,3,3,3,3,3,3,4,5,5,5,6,3,2,2,2,2
1677,MULTI USE BIKES,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1678,12IN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,0,1,1
1678,16IN BIKES,2,2,2,2,2,2,2,2,2,3,3,4,4,3,4,2,2,1,1,2
1678,18IN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1
1678,20IN BIKES,4,3,3,3,3,3,3,3,3,3,5,5,7,7,8,3,2,2,2,2
1678,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1678,MOUNTAIN BIKES,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1
1679,12IN BIKES,2,2,2,1,1,1,1,2,2,2,2,3,4,5,6,2,1,1,1,1
1679,16IN BIKES,4,4,4,3,3,3,3,4,4,5,6,6,8,10,10,3,2,2,2,3
1679,18IN BIKES,4,3,4,3,3,3,3,3,3,5,5,6,8,9,10,3,2,2,2,2
1679,20IN BIKES,18,17,15,12,11,11,11,12,14,15,18,19,28,28,32,11,7,7,7,8
1679,BEACH CRUISERS,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1679,ELECTRIC BIKES,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1
1679,MOUNTAIN BIKES,5,4,4,3,3,3,2,3,3,3,3,4,5,5,6,3,2,2,2,2
1679,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,1,1
1680,12IN BIKES,7,7,8,7,7,7,8,12,15,15,15,30,34,52,45,10,5,4,4,5
1680,16IN BIKES,10,9,10,10,10,10,11,15,17,20,25,46,62,76,83,19,8,7,7,8
1680,18IN BIKES,6,6,7,6,6,5,6,7,8,15,10,13,21,25,37,10,5,4,3,4
1680,20IN BIKES,19,16,17,16,15,15,15,19,21,25,35,48,65,98,69,21,11,10,10,11
1680,BEACH CRUISERS,4,3,3,3,3,3,3,3,3,3,4,5,7,8,14,4,2,2,2,3
1680,MOUNTAIN BIKES,8,8,8,8,7,7,6,7,8,7,13,14,18,19,24,9,5,4,4,5
1681,12IN BIKES,4,3,3,3,3,3,3,3,3,3,3,5,8,8,10,3,2,2,2,3
1681,16IN BIKES,5,4,4,4,4,3,4,4,5,5,8,10,12,16,16,4,3,2,2,3
1681,18IN BIKES,4,4,4,4,3,3,3,3,3,4,5,6,10,12,13,4,2,2,2,2
1681,20IN BIKES,10,9,8,7,6,6,6,8,8,9,12,17,20,19,22,7,4,3,4,4
1681,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
1681,ELECTRIC BIKES,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1681,MOUNTAIN BIKES,4,4,4,4,3,3,2,2,3,3,3,4,4,3,5,3,2,1,1,2
1682,12IN BIKES,3,3,3,3,3,3,2,4,6,4,10,14,21,24,27,2,1,1,1,1
1682,16IN BIKES,4,3,4,4,3,3,3,5,5,6,11,19,26,31,39,3,1,1,1,1
1682,18IN BIKES,3,3,2,2,2,2,2,4,4,5,7,11,18,21,25,3,1,1,1,1
1682,20IN BIKES,6,5,6,5,5,5,5,8,8,7,18,31,43,43,47,6,3,2,2,2
1682,BEACH CRUISERS,2,2,2,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1
1682,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,3,4,6,9,8,2,1,1,1,1
1682,MULTI USE BIKES,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1683,12IN BIKES,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1683,16IN BIKES,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1683,18IN BIKES,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,0,1
1683,20IN BIKES,3,2,2,2,2,2,2,2,2,3,4,4,5,4,5,2,1,1,1,1
1683,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,MOUNTAIN BIKES,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
1684,12IN BIKES,1,1,1,1,1,1,1,1,1,0,1,1,2,2,3,1,1,1,1,1
1684,16IN BIKES,1,1,1,1,1,1,1,2,2,2,2,4,4,5,6,1,1,1,1,1
1684,18IN BIKES,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,0,0,0,0,0
1684,20IN BIKES,3,2,3,2,2,2,2,3,3,4,5,8,11,10,9,2,1,1,1,1
1684,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,1,1,0,0,1
1685,12IN BIKES,4,3,3,3,3,3,3,3,3,4,5,7,10,11,11,3,2,2,2,3
1685,16IN BIKES,4,4,3,3,3,2,3,3,3,4,6,8,11,15,13,3,2,2,2,2
1685,18IN BIKES,2,2,1,1,1,1,1,1,1,2,3,3,5,15,7,2,1,1,1,1
1685,20IN BIKES,8,8,8,7,6,5,5,5,7,7,10,13,17,17,17,6,4,4,4,4
1685,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1685,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,4,4,5,4,6,3,2,2,2,2
1685,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,12IN BIKES,5,4,3,3,3,3,3,3,3,3,5,7,13,15,20,3,2,2,2,2
1686,16IN BIKES,5,5,4,4,4,3,4,4,5,4,8,11,16,23,22,4,2,2,2,3
1686,18IN BIKES,4,3,3,3,3,2,2,2,3,4,5,5,8,12,11,2,1,1,1,2
1686,20IN BIKES,10,9,9,8,7,7,6,7,8,9,13,19,25,29,27,7,4,3,4,5
1686,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
1686,ELECTRIC BIKES,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,0,0,0,1
1686,MOUNTAIN BIKES,6,5,5,5,4,4,3,3,3,4,4,5,6,6,8,3,3,2,2,3
1686,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
1687,12IN BIKES,3,3,3,3,3,3,3,3,5,5,8,11,17,21,22,3,1,1,1,1
1687,16IN BIKES,4,4,4,4,4,3,4,5,6,7,12,22,24,29,33,4,2,2,1,2
1687,18IN BIKES,3,2,3,2,2,2,2,4,4,3,8,14,19,23,32,3,1,1,1,1
1687,20IN BIKES,6,5,5,5,5,5,5,7,8,9,17,25,31,34,33,5,3,2,2,3
1687,BEACH CRUISERS,3,2,2,2,2,2,1,1,1,2,2,3,4,5,7,2,1,1,1,1
1687,MOUNTAIN BIKES,5,4,4,4,3,3,3,3,3,3,5,6,8,10,12,3,2,2,2,2
1688,12IN BIKES,1,1,1,1,1,1,1,2,2,2,6,9,11,10,17,1,0,0,0,0
1688,16IN BIKES,2,2,2,2,2,2,2,2,3,3,8,14,20,23,26,2,1,0,0,0
1688,18IN BIKES,2,2,2,1,1,1,2,3,3,2,7,11,20,22,29,2,1,0,0,1
1688,20IN BIKES,5,4,5,5,4,4,4,6,7,7,18,26,37,39,40,4,2,1,2,2
1688,BEACH CRUISERS,4,3,3,3,3,3,2,2,2,2,3,4,5,6,10,3,2,1,1,2
1688,MOUNTAIN BIKES,4,4,4,4,3,3,2,3,3,3,4,6,8,11,11,3,2,1,1,2
1689,12IN BIKES,6,6,5,4,4,3,3,6,6,7,6,10,13,14,17,4,3,2,3,3
1689,16IN BIKES,6,6,5,5,5,4,4,5,6,6,10,13,19,30,32,5,3,2,2,3
1689,18IN BIKES,9,7,7,6,5,5,5,5,6,8,11,12,22,27,27,6,3,3,3,4
1689,20IN BIKES,14,14,13,12,11,9,9,11,12,14,18,25,35,41,42,10,6,6,6,8
1689,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
1689,MOUNTAIN BIKES,7,6,6,5,5,4,3,4,4,4,5,7,8,9,9,4,3,2,2,3
1689,MULTI USE BIKES,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1
1690,12IN BIKES,3,2,2,2,2,2,2,3,3,3,6,7,10,14,14,2,1,1,1,2
1690,16IN BIKES,5,5,4,4,4,3,4,4,4,5,8,8,12,16,14,3,3,2,2,3
1690,18IN BIKES,2,2,2,2,1,1,1,1,1,1,4,5,12,17,15,2,1,1,1,1
1690,20IN BIKES,10,8,9,8,7,6,6,6,8,9,14,16,24,28,31,6,3,3,3,4
1690,BEACH CRUISERS,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0
1690,MOUNTAIN BIKES,3,2,3,2,2,2,1,2,2,2,2,3,3,3,4,2,1,1,1,1
1690,MULTI USE BIKES,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1691,12IN BIKES,2,2,2,1,2,1,1,3,4,4,5,7,9,12,10,1,1,1,1,1
1691,16IN BIKES,5,5,6,5,4,4,5,5,6,7,9,13,17,23,17,5,3,3,3,4
1691,18IN BIKES,3,3,2,2,2,2,2,2,2,3,4,4,6,6,9,2,1,1,1,1
1691,20IN BIKES,6,6,6,5,5,4,4,7,7,8,12,15,20,17,22,5,3,3,3,3
1691,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1691,MOUNTAIN BIKES,3,3,2,2,2,2,1,2,2,2,2,3,3,4,4,2,1,1,1,1
1692,12IN BIKES,4,3,3,3,3,3,3,6,7,10,13,19,26,29,39,5,2,2,2,2
1692,16IN BIKES,4,4,4,4,4,4,4,7,8,7,16,30,40,45,53,7,2,2,2,2
1692,18IN BIKES,4,4,4,4,3,3,3,4,5,5,8,14,22,26,34,6,3,2,2,3
1692,20IN BIKES,7,6,6,6,6,6,6,8,9,11,18,28,39,43,39,9,4,4,4,4
1692,BEACH CRUISERS,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,1,0,0,0,0
1692,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,3,4,5,6,1,1,1,1,1
1693,12IN BIKES,3,3,3,3,3,2,3,5,6,5,12,21,28,36,32,4,1,1,1,1
1693,16IN BIKES,5,4,5,4,4,3,5,7,8,10,16,31,42,52,46,7,3,2,2,2
1693,18IN BIKES,3,3,3,3,3,3,3,4,5,7,5,9,13,19,19,5,3,2,2,2
1693,20IN BIKES,8,7,7,7,6,6,6,9,11,14,21,30,45,70,47,9,4,4,3,4
1693,BEACH CRUISERS,1,1,1,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0
1693,MOUNTAIN BIKES,3,3,4,3,2,2,2,2,2,2,3,4,6,8,8,2,1,1,1,2
1694,12IN BIKES,1,1,1,1,1,1,1,2,2,1,5,5,7,7,8,1,0,0,0,0
1694,16IN BIKES,2,2,2,2,2,2,2,4,4,5,8,11,13,12,13,2,1,1,1,1
1694,18IN BIKES,1,1,1,1,1,1,1,1,1,1,3,4,6,8,8,1,0,0,0,0
1694,20IN BIKES,4,4,4,4,4,3,3,5,5,8,12,14,18,20,21,4,2,2,2,2
1694,BEACH CRUISERS,1,1,1,1,1,1,0,1,1,1,1,2,4,1,2,1,0,0,0,1
1694,MOUNTAIN BIKES,2,2,3,2,1,1,1,1,2,2,3,5,3,5,6,2,1,1,1,1
1695,12IN BIKES,2,2,1,1,1,1,1,1,1,2,2,4,4,3,4,1,1,1,1,1
1695,16IN BIKES,4,4,4,3,3,3,3,3,3,4,5,6,9,9,10,4,3,2,2,3
1695,18IN BIKES,2,2,2,2,2,2,1,2,2,3,3,3,4,3,4,1,1,1,1,1
1695,20IN BIKES,9,9,9,9,7,7,7,9,9,10,13,16,17,22,21,8,5,5,5,5
1695,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1695,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
1696,12IN BIKES,1,1,1,1,1,1,1,0,0,1,1,1,2,2,2,1,1,1,1,1
1696,16IN BIKES,1,1,1,1,1,1,1,2,2,2,1,3,2,3,3,1,1,0,0,1
1696,18IN BIKES,2,2,1,1,1,1,1,1,1,2,2,2,3,4,4,1,1,1,1,1
1696,20IN BIKES,5,4,4,3,3,3,3,3,4,4,6,7,9,9,10,3,2,2,2,2
1696,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1696,MOUNTAIN BIKES,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1
1696,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,12IN BIKES,3,3,3,3,2,2,2,2,3,2,4,9,11,12,14,2,1,1,1,2
1697,16IN BIKES,5,5,5,4,4,4,4,6,6,6,9,14,18,21,26,5,3,2,2,3
1697,18IN BIKES,4,4,4,4,4,3,3,3,3,5,5,8,18,16,22,4,2,2,2,2
1697,20IN BIKES,10,10,10,10,8,8,7,9,11,13,19,25,34,36,36,8,4,4,4,5
1697,BEACH CRUISERS,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,1
1697,MOUNTAIN BIKES,7,7,7,6,5,5,4,5,5,5,6,7,8,7,9,5,4,3,3,4
1697,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,12IN BIKES,3,3,3,3,2,3,2,3,4,3,6,7,11,13,12,2,2,1,1,2
1698,16IN BIKES,4,4,4,3,3,3,3,4,4,4,7,8,10,10,12,3,2,2,2,2
1698,18IN BIKES,1,1,1,1,1,1,1,0,0,1,1,2,3,4,4,1,0,0,0,0
1698,20IN BIKES,6,6,6,5,4,4,4,5,5,6,8,10,13,14,13,4,3,3,2,3
1698,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1698,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1698,MOUNTAIN BIKES,4,3,3,3,2,2,2,2,2,2,3,3,4,4,5,2,2,1,1,2
1698,MULTI USE BIKES,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1699,12IN BIKES,2,2,2,2,2,2,2,2,2,2,3,4,8,8,10,2,1,1,1,1
1699,16IN BIKES,3,3,3,2,2,2,2,2,2,2,5,6,10,13,13,3,2,1,1,2
1699,18IN BIKES,7,6,6,6,5,5,5,5,5,7,9,10,18,20,23,6,3,3,3,4
1699,20IN BIKES,15,14,15,13,13,11,10,12,13,14,21,27,39,43,44,11,7,6,7,8
1699,BEACH CRUISERS,2,2,2,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,1,1
1699,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1699,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,3,4,5,5,6,3,2,2,2,2
1699,MULTI USE BIKES,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,1
1700,12IN BIKES,3,3,3,3,3,3,3,5,6,6,6,11,13,17,15,4,2,2,2,2
1700,16IN BIKES,6,6,6,6,6,5,7,7,8,9,12,19,26,26,31,8,4,4,4,4
1700,18IN BIKES,6,6,6,5,5,5,4,5,6,8,10,12,17,20,24,7,4,3,3,4
1700,20IN BIKES,14,13,13,13,12,11,11,13,15,19,26,32,47,57,52,12,7,7,6,8
1700,BEACH CRUISERS,2,2,2,2,2,2,1,1,1,1,2,3,4,4,8,2,1,1,1,1
1700,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1700,MOUNTAIN BIKES,5,5,5,4,3,3,3,3,3,3,4,5,6,8,8,3,2,2,2,3
1700,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1
1701,12IN BIKES,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,0,0,0
1701,16IN BIKES,1,1,1,1,1,1,1,1,1,1,2,5,7,10,10,1,0,0,0,0
1701,18IN BIKES,1,1,1,1,0,0,1,1,1,2,2,4,10,5,8,1,0,0,0,0
1701,20IN BIKES,2,2,2,2,2,2,2,3,4,5,7,12,16,25,16,3,1,1,1,1
1701,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1701,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,0,0,1
1702,12IN BIKES,1,1,1,1,1,1,1,2,3,3,5,8,13,11,13,2,1,1,1,1
1702,16IN BIKES,2,2,2,2,2,2,2,4,4,5,7,14,17,19,27,5,2,1,1,2
1702,18IN BIKES,3,2,3,3,2,2,3,4,4,6,8,13,21,24,28,5,2,2,1,2
1702,20IN BIKES,6,6,7,6,6,6,6,8,9,8,18,35,49,47,56,9,4,4,3,4
1702,BEACH CRUISERS,3,3,3,3,2,2,2,2,2,2,3,3,5,6,9,3,2,1,1,2
1702,MOUNTAIN BIKES,5,4,5,4,4,4,4,4,4,4,8,9,14,15,18,5,3,2,2,3
1702,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1
1703,12IN BIKES,4,4,4,4,3,3,3,4,5,5,7,8,11,12,14,4,2,2,2,3
1703,16IN BIKES,4,4,4,4,3,3,3,5,6,6,10,13,14,19,18,3,2,2,2,2
1703,18IN BIKES,4,4,4,4,4,3,3,4,4,5,8,8,11,13,13,3,2,2,2,3
1703,20IN BIKES,7,7,7,6,6,5,5,7,7,8,14,18,24,28,27,6,3,3,3,3
1703,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1703,MOUNTAIN BIKES,4,4,3,3,2,2,2,2,2,2,3,3,4,4,6,2,2,1,1,2
1703,MULTI USE BIKES,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
1704,12IN BIKES,6,6,5,5,4,4,4,5,6,5,8,12,17,22,24,5,3,2,2,3
1704,16IN BIKES,6,6,6,5,5,5,5,7,7,7,12,17,24,26,33,6,3,3,3,3
1704,18IN BIKES,3,3,3,3,3,2,2,2,3,3,4,6,9,11,10,2,1,1,1,2
1704,20IN BIKES,9,8,8,8,7,6,6,8,8,9,17,21,32,40,37,7,4,3,3,5
1704,BEACH CRUISERS,1,1,1,1,0,1,0,0,0,1,1,1,1,1,2,1,0,0,0,0
1704,MOUNTAIN BIKES,4,4,3,3,3,2,2,2,2,2,4,4,5,4,5,2,1,1,1,2
1705,12IN BIKES,1,0,1,1,0,0,0,1,1,1,3,5,7,10,9,0,0,0,0,0
1705,16IN BIKES,2,2,1,1,1,1,1,2,2,1,4,7,8,13,11,1,0,0,0,1
1705,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,3,4,5,4,1,0,1,0,1
1705,20IN BIKES,5,5,5,4,4,3,3,4,4,4,9,11,16,18,18,3,2,2,2,3
1705,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1705,ELECTRIC BIKES,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,0,0,0,0,0
1705,MOUNTAIN BIKES,3,2,2,2,2,1,1,1,1,2,2,3,3,3,4,2,1,1,1,1
1705,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,12IN BIKES,1,1,1,1,1,1,1,1,1,2,4,5,7,7,7,1,0,0,0,1
1707,16IN BIKES,2,1,1,1,1,2,1,2,2,4,7,6,9,7,9,1,1,1,0,1
1707,18IN BIKES,3,3,3,2,2,2,2,3,3,5,5,7,11,14,11,2,1,1,1,1
1707,20IN BIKES,6,6,6,6,4,5,5,6,6,7,12,19,25,30,25,5,3,2,2,3
1707,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1707,MOUNTAIN BIKES,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1
1707,MULTI USE BIKES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1708,12IN BIKES,2,2,2,1,1,1,1,2,2,2,5,5,9,9,13,1,1,1,1,1
1708,16IN BIKES,4,4,4,3,3,2,2,3,4,5,7,9,12,16,17,2,2,2,1,2
1708,18IN BIKES,5,5,5,4,4,3,3,3,4,5,8,8,14,18,18,4,2,2,2,3
1708,20IN BIKES,12,11,11,10,9,8,8,9,10,11,17,20,31,28,34,8,5,5,5,7
1708,BEACH CRUISERS,1,1,1,1,1,1,0,1,0,1,1,1,2,1,2,1,0,0,0,0
