Region,Market,Store Nbr,Tier,Details
75,281,5344,Tier 3,Total Store ISA Pause
75,508,5345,Tier 2,GM Pause
26,296,5346,Tier 2,GM Pause
9,105,5347,Tier 2,GM Pause
14,8,5348,Tier 1,ISA On in Total Store
61,510,5349,Tier 2,GM Pause
54,403,5350,Tier 2,GM Pause
25,264,5352,Tier 2,GM Pause
64,562,5353,Tier 1,ISA On in Total Store
21,222,5355,Tier 1,ISA On in Total Store
22,231,5356,Tier 2,GM Pause
22,234,5358,Tier 2,GM Pause
5,48,5359,Tier 2,GM Pause
17,228,5360,Tier 2,GM Pause
47,432,5361,Tier 2,GM Pause
3,16,5363,Tier 2,GM Pause
64,507,5364,Tier 3,Total Store ISA Pause
72,96,5365,Tier 2,GM Pause
72,96,5366,Tier 1,ISA On in Total Store
59,496,5367,Tier 1,ISA On in Total Store
60,477,5368,Tier 2,GM Pause
46,368,5369,Tier 3,Total Store ISA Pause
47,379,5370,Tier 1,ISA On in Total Store
59,497,5371,Tier 2,GM Pause
59,494,5372,Tier 2,GM Pause
53,438,5373,Tier 1,ISA On in Total Store
21,239,5374,Tier 2,GM Pause
19,204,5376,Tier 2,GM Pause
59,497,5378,Tier 2,GM Pause
20,235,5379,Tier 3,Total Store ISA Pause
20,227,5381,Tier 2,GM Pause
75,282,5382,Tier 1,ISA On in Total Store
59,497,5383,Tier 2,GM Pause
75,284,5384,Tier 1,ISA On in Total Store
19,207,5385,Tier 2,GM Pause
19,200,5386,Tier 1,ISA On in Total Store
20,209,5387,Tier 2,GM Pause
6,61,5388,Tier 1,ISA On in Total Store
5,76,5389,Tier 3,Total Store ISA Pause
2,23,5390,Tier 2,GM Pause
9,105,5391,Tier 1,ISA On in Total Store
3,28,5392,Tier 2,GM Pause
59,509,5393,Tier 2,GM Pause
57,581,5394,Tier 3,Total Store ISA Pause
60,478,5396,Tier 1,ISA On in Total Store
53,438,5397,Tier 2,GM Pause
53,263,5398,Tier 1,ISA On in Total Store
25,279,5399,Tier 3,Total Store ISA Pause
25,267,5402,Tier 1,ISA On in Total Store
21,246,5403,Tier 3,Total Store ISA Pause
19,238,5404,Tier 1,ISA On in Total Store
59,494,5408,Tier 2,GM Pause
21,223,5409,Tier 1,ISA On in Total Store
20,215,5410,Tier 1,ISA On in Total Store
19,202,5411,Tier 3,Total Store ISA Pause
22,178,5414,Tier 2,GM Pause
5,50,5416,Tier 1,ISA On in Total Store
41,242,5417,Tier 1,ISA On in Total Store
41,242,5418,Tier 1,ISA On in Total Store
12,144,5419,Tier 1,ISA On in Total Store
9,90,5420,Tier 2,GM Pause
59,495,5421,Tier 2,GM Pause
3,97,5422,Tier 2,GM Pause
61,397,5423,Tier 3,Total Store ISA Pause
56,468,5424,Tier 2,GM Pause
57,461,5425,Tier 1,ISA On in Total Store
56,511,5426,Tier 2,GM Pause
59,495,5427,Tier 2,GM Pause
46,372,5428,Tier 2,GM Pause
46,368,5429,Tier 2,GM Pause
46,384,5430,Tier 1,ISA On in Total Store
53,436,5432,Tier 2,GM Pause
42,325,5433,Tier 1,ISA On in Total Store
56,511,5434,Tier 1,ISA On in Total Store
56,451,5435,Tier 1,ISA On in Total Store
75,284,5436,Tier 2,GM Pause
53,444,5438,Tier 3,Total Store ISA Pause
60,477,5440,Tier 3,Total Store ISA Pause
47,411,5441,Tier 2,GM Pause
25,264,5442,Tier 1,ISA On in Total Store
25,249,5443,Tier 1,ISA On in Total Store
53,436,5444,Tier 1,ISA On in Total Store
17,228,5445,Tier 2,GM Pause
20,235,5446,Tier 2,GM Pause
17,176,5447,Tier 1,ISA On in Total Store
16,160,5448,Tier 2,GM Pause
6,62,5449,Tier 1,ISA On in Total Store
75,284,5450,Tier 3,Total Store ISA Pause
72,102,5451,Tier 2,GM Pause
59,494,5452,Tier 2,GM Pause
72,102,5453,Tier 3,Total Store ISA Pause
9,92,5455,Tier 2,GM Pause
54,388,5458,Tier 1,ISA On in Total Store
72,544,5459,Tier 1,ISA On in Total Store
6,78,5460,Tier 3,Total Store ISA Pause
60,476,5461,Tier 2,GM Pause
60,476,5462,Tier 1,ISA On in Total Store
53,444,5463,Tier 2,GM Pause
64,543,5464,Tier 2,GM Pause
21,219,5466,Tier 3,Total Store ISA Pause
59,498,5467,Tier 1,ISA On in Total Store
22,234,5469,Tier 2,GM Pause
22,237,5470,Tier 3,Total Store ISA Pause
19,213,5471,Tier 1,ISA On in Total Store
19,202,5472,Tier 1,ISA On in Total Store
22,165,5476,Tier 2,GM Pause
40,359,5477,Tier 2,GM Pause
5,83,5479,Tier 1,ISA On in Total Store
5,83,5480,Tier 1,ISA On in Total Store
4,305,5481,Tier 1,ISA On in Total Store
2,21,5482,Tier 3,Total Store ISA Pause
25,249,5483,Tier 1,ISA On in Total Store
25,268,5485,Tier 1,ISA On in Total Store
25,266,5486,Tier 1,ISA On in Total Store
2,35,5487,Tier 3,Total Store ISA Pause
75,288,5488,Tier 1,ISA On in Total Store
26,310,5489,Tier 2,GM Pause
64,528,5490,Tier 1,ISA On in Total Store
46,385,5491,Tier 1,ISA On in Total Store
46,384,5492,Tier 1,ISA On in Total Store
56,400,5494,Tier 2,GM Pause
22,166,5495,Tier 2,GM Pause
17,187,5497,Tier 1,ISA On in Total Store
17,187,5498,Tier 1,ISA On in Total Store
21,221,5499,Tier 2,GM Pause
61,515,5600,Tier 1,ISA On in Total Store
61,551,5601,Tier 2,GM Pause
61,481,5602,Tier 1,ISA On in Total Store
61,551,5603,Tier 1,ISA On in Total Store
61,481,5604,Tier 1,ISA On in Total Store
61,481,5605,Tier 2,GM Pause
61,552,5606,Tier 2,GM Pause
61,552,5608,Tier 1,ISA On in Total Store
61,552,5609,Tier 1,ISA On in Total Store
61,512,5610,Tier 1,ISA On in Total Store
61,512,5611,Tier 1,ISA On in Total Store
6,63,5612,Tier 1,ISA On in Total Store
64,58,5613,Tier 1,ISA On in Total Store
64,58,5614,Tier 1,ISA On in Total Store
72,103,5615,Tier 2,GM Pause
12,153,5616,Tier 1,ISA On in Total Store
25,267,5617,Tier 1,ISA On in Total Store
72,102,5622,Tier 1,ISA On in Total Store
72,545,5623,Tier 1,ISA On in Total Store
64,504,5624,Tier 1,ISA On in Total Store
52,422,5625,Tier 1,ISA On in Total Store
46,367,5626,Tier 2,GM Pause
61,550,5627,Tier 1,ISA On in Total Store
60,471,5628,Tier 2,GM Pause
56,457,5629,Tier 2,GM Pause
57,449,5632,Tier 1,ISA On in Total Store
61,512,5633,Tier 2,GM Pause
61,512,5634,Tier 2,GM Pause
61,512,5635,Tier 2,GM Pause
61,551,5637,Tier 2,GM Pause
61,551,5638,Tier 1,ISA On in Total Store
61,551,5640,Tier 1,ISA On in Total Store
57,464,5641,Tier 1,ISA On in Total Store
61,481,5643,Tier 2,GM Pause
57,466,5644,Tier 1,ISA On in Total Store
59,495,5645,Tier 2,GM Pause
59,495,5646,Tier 1,ISA On in Total Store
22,170,5649,Tier 1,ISA On in Total Store
72,545,5653,Tier 2,GM Pause
72,548,5654,Tier 1,ISA On in Total Store
64,504,5657,Tier 2,GM Pause
61,481,5658,Tier 2,GM Pause
61,481,5659,Tier 1,ISA On in Total Store
61,551,5661,Tier 2,GM Pause
61,515,5663,Tier 1,ISA On in Total Store
61,481,5664,Tier 1,ISA On in Total Store
53,435,5667,Tier 1,ISA On in Total Store
53,435,5668,Tier 1,ISA On in Total Store
53,435,5669,Tier 1,ISA On in Total Store
72,548,5670,Tier 1,ISA On in Total Store
9,110,5671,Tier 1,ISA On in Total Store
5,51,5672,Tier 3,Total Store ISA Pause
5,51,5673,Tier 2,GM Pause
64,526,5675,Tier 2,GM Pause
47,380,5676,Tier 2,GM Pause
61,550,5678,Tier 1,ISA On in Total Store
61,552,5683,Tier 1,ISA On in Total Store
61,551,5684,Tier 1,ISA On in Total Store
57,448,5686,Tier 1,ISA On in Total Store
61,515,5689,Tier 2,GM Pause
61,515,5691,Tier 2,GM Pause
72,538,5692,Tier 2,GM Pause
72,538,5693,Tier 1,ISA On in Total Store
59,495,5695,Tier 1,ISA On in Total Store
59,495,5697,Tier 1,ISA On in Total Store
64,542,5700,Tier 1,ISA On in Total Store
57,449,5701,Tier 1,ISA On in Total Store
64,561,5702,Tier 1,ISA On in Total Store
12,137,5703,Tier 1,ISA On in Total Store
72,488,5704,Tier 3,Total Store ISA Pause
4,37,5705,Tier 1,ISA On in Total Store
42,324,5706,Tier 1,ISA On in Total Store
5,52,5707,Tier 2,GM Pause
2,19,5709,Tier 1,ISA On in Total Store
56,450,5710,Tier 1,ISA On in Total Store
46,88,5713,Tier 3,Total Store ISA Pause
64,58,5715,Tier 1,ISA On in Total Store
59,566,5716,Tier 1,ISA On in Total Store
46,505,5717,Tier 2,GM Pause
72,103,5719,Tier 2,GM Pause
64,543,5722,Tier 1,ISA On in Total Store
61,9,5725,Tier 2,GM Pause
64,526,5726,Tier 1,ISA On in Total Store
9,115,5727,Tier 2,GM Pause
41,254,5728,Tier 2,GM Pause
75,291,5731,Tier 1,ISA On in Total Store
17,190,5732,Tier 2,GM Pause
59,498,5734,Tier 3,Total Store ISA Pause
3,30,5735,Tier 1,ISA On in Total Store
72,537,5737,Tier 3,Total Store ISA Pause
72,534,5738,Tier 2,GM Pause
72,545,5740,Tier 1,ISA On in Total Store
72,559,5741,Tier 2,GM Pause
26,299,5743,Tier 2,GM Pause
72,545,5744,Tier 2,GM Pause
4,305,5745,Tier 1,ISA On in Total Store
4,306,5747,Tier 1,ISA On in Total Store
52,414,5748,Tier 2,GM Pause
56,451,5751,Tier 2,GM Pause
17,577,5752,Tier 2,GM Pause
75,283,5753,Tier 1,ISA On in Total Store
59,502,5754,Tier 2,GM Pause
59,502,5755,Tier 1,ISA On in Total Store
72,488,5758,Tier 1,ISA On in Total Store
72,488,5759,Tier 2,GM Pause
72,559,5760,Tier 1,ISA On in Total Store
19,197,5761,Tier 1,ISA On in Total Store
54,403,5763,Tier 2,GM Pause
5,479,5764,Tier 1,ISA On in Total Store
56,451,5766,Tier 1,ISA On in Total Store
59,494,5767,Tier 2,GM Pause
46,371,5768,Tier 1,ISA On in Total Store
72,545,5769,Tier 2,GM Pause
72,545,5771,Tier 2,GM Pause
9,104,5772,Tier 2,GM Pause
64,541,5773,Tier 3,Total Store ISA Pause
64,543,5774,Tier 1,ISA On in Total Store
64,543,5776,Tier 1,ISA On in Total Store
17,162,5777,Tier 2,GM Pause
75,291,5779,Tier 1,ISA On in Total Store
72,492,5780,Tier 1,ISA On in Total Store
25,267,5781,Tier 1,ISA On in Total Store
64,526,5782,Tier 2,GM Pause
2,18,5786,Tier 2,GM Pause
26,310,5787,Tier 1,ISA On in Total Store
72,537,5789,Tier 3,Total Store ISA Pause
72,537,5790,Tier 2,GM Pause
72,538,5791,Tier 2,GM Pause
29,811,5793,Tier 2,GM Pause
22,233,5795,Tier 2,GM Pause
3,27,5797,Tier 2,GM Pause
46,367,5799,Tier 2,GM Pause
29,801,5802,Tier 2,GM Pause
29,801,5803,Tier 2,GM Pause
59,494,5804,Tier 1,ISA On in Total Store
64,533,5805,Tier 2,GM Pause
52,412,5806,Tier 1,ISA On in Total Store
57,465,5807,Tier 1,ISA On in Total Store
6,569,5808,Tier 2,GM Pause
6,80,5809,Tier 2,GM Pause
2,18,5812,Tier 1,ISA On in Total Store
59,554,5813,Tier 2,GM Pause
2,26,5814,Tier 2,GM Pause
59,554,5815,Tier 2,GM Pause
72,549,5816,Tier 2,GM Pause
72,549,5817,Tier 2,GM Pause
72,549,5818,Tier 2,GM Pause
72,549,5819,Tier 3,Total Store ISA Pause
72,549,5820,Tier 2,GM Pause
5,583,5823,Tier 1,ISA On in Total Store
64,561,5824,Tier 1,ISA On in Total Store
72,102,5826,Tier 2,GM Pause
61,490,5828,Tier 2,GM Pause
59,509,5829,Tier 2,GM Pause
72,548,5831,Tier 1,ISA On in Total Store
64,543,5832,Tier 2,GM Pause
46,370,5835,Tier 1,ISA On in Total Store
72,534,5837,Tier 3,Total Store ISA Pause
56,468,5839,Tier 2,GM Pause
64,507,5840,Tier 2,GM Pause
56,399,5841,Tier 3,Total Store ISA Pause
19,197,5842,Tier 1,ISA On in Total Store
56,511,5843,Tier 2,GM Pause
19,206,5844,Tier 1,ISA On in Total Store
14,15,5845,Tier 2,GM Pause
72,559,5846,Tier 1,ISA On in Total Store
75,290,5847,Tier 3,Total Store ISA Pause
56,454,5848,Tier 1,ISA On in Total Store
26,301,5851,Tier 2,GM Pause
60,467,5853,Tier 1,ISA On in Total Store
9,110,5854,Tier 1,ISA On in Total Store
61,491,5855,Tier 2,GM Pause
21,219,5857,Tier 2,GM Pause
46,367,5858,Tier 2,GM Pause
57,581,5859,Tier 3,Total Store ISA Pause
60,467,5861,Tier 2,GM Pause
64,533,5863,Tier 2,GM Pause
56,392,5864,Tier 2,GM Pause
5,56,5866,Tier 1,ISA On in Total Store
17,176,5867,Tier 3,Total Store ISA Pause
60,475,5869,Tier 2,GM Pause
9,91,5871,Tier 1,ISA On in Total Store
14,15,5872,Tier 2,GM Pause
57,465,5874,Tier 2,GM Pause
72,559,5875,Tier 1,ISA On in Total Store
72,548,5876,Tier 3,Total Store ISA Pause
4,306,5879,Tier 1,ISA On in Total Store
75,292,5880,Tier 1,ISA On in Total Store
22,167,5881,Tier 2,GM Pause
9,108,5882,Tier 1,ISA On in Total Store
60,474,5883,Tier 1,ISA On in Total Store
56,451,5884,Tier 2,GM Pause
57,459,5886,Tier 3,Total Store ISA Pause
22,234,5888,Tier 2,GM Pause
5,53,5889,Tier 1,ISA On in Total Store
56,450,5890,Tier 1,ISA On in Total Store
22,166,5891,Tier 2,GM Pause
19,203,5893,Tier 2,GM Pause
9,91,5894,Tier 1,ISA On in Total Store
6,78,5898,Tier 1,ISA On in Total Store
60,476,5899,Tier 2,GM Pause
72,546,5903,Tier 2,GM Pause
72,546,5907,Tier 1,ISA On in Total Store
59,498,5908,Tier 2,GM Pause
9,108,5911,Tier 2,GM Pause
9,110,5912,Tier 1,ISA On in Total Store
75,289,5922,Tier 1,ISA On in Total Store
59,496,5923,Tier 2,GM Pause
59,566,5925,Tier 2,GM Pause
40,340,5927,Tier 1,ISA On in Total Store
60,476,5929,Tier 2,GM Pause
57,464,5930,Tier 1,ISA On in Total Store
9,109,5932,Tier 1,ISA On in Total Store
60,477,5935,Tier 2,GM Pause
75,283,5936,Tier 2,GM Pause
57,458,5938,Tier 3,Total Store ISA Pause
60,514,5939,Tier 1,ISA On in Total Store
75,283,5941,Tier 1,ISA On in Total Store
22,558,5944,Tier 2,GM Pause
72,103,5945,Tier 1,ISA On in Total Store
46,505,5947,Tier 3,Total Store ISA Pause
57,484,5954,Tier 1,ISA On in Total Store
57,581,5956,Tier 2,GM Pause
47,585,5957,Tier 2,GM Pause
6,63,5959,Tier 2,GM Pause
64,526,5960,Tier 2,GM Pause
64,526,5962,Tier 2,GM Pause
64,504,5963,Tier 1,ISA On in Total Store
9,112,5964,Tier 3,Total Store ISA Pause
25,266,5965,Tier 2,GM Pause
75,283,5968,Tier 1,ISA On in Total Store
75,292,5969,Tier 2,GM Pause
52,424,5976,Tier 1,ISA On in Total Store
52,423,5977,Tier 1,ISA On in Total Store
61,552,5979,Tier 2,GM Pause
61,552,5980,Tier 1,ISA On in Total Store
61,552,5981,Tier 2,GM Pause
61,552,5982,Tier 1,ISA On in Total Store
5,583,5987,Tier 1,ISA On in Total Store
72,559,5988,Tier 2,GM Pause
61,491,5990,Tier 2,GM Pause
61,491,5991,Tier 1,ISA On in Total Store
52,423,5992,Tier 2,GM Pause
61,550,5993,Tier 1,ISA On in Total Store
61,550,5994,Tier 1,ISA On in Total Store
57,459,5996,Tier 2,GM Pause
64,504,6078,Tier 2,GM Pause
64,528,6098,Tier 2,GM Pause
72,559,6149,Tier 2,GM Pause
64,528,6159,Tier 2,GM Pause
64,543,6165,Tier 3,Total Store ISA Pause
64,543,6166,Tier 2,GM Pause
64,507,6170,Tier 2,GM Pause
59,485,6172,Tier 1,ISA On in Total Store
14,1,6173,Tier 2,GM Pause
59,496,6174,Tier 2,GM Pause
59,509,6176,Tier 2,GM Pause
61,490,6178,Tier 1,ISA On in Total Store
9,118,6190,Tier 2,GM Pause
72,548,6207,Tier 2,GM Pause
59,502,6226,Tier 2,GM Pause
59,499,6233,Tier 2,GM Pause
59,509,6243,Tier 2,GM Pause
59,509,6263,Tier 1,ISA On in Total Store
59,509,6264,Tier 2,GM Pause
5,81,6286,Tier 1,ISA On in Total Store
5,56,6300,Tier 1,ISA On in Total Store
64,543,6323,Tier 2,GM Pause
2,123,6370,Tier 1,ISA On in Total Store
59,494,6390,Tier 1,ISA On in Total Store
47,411,6392,Tier 1,ISA On in Total Store
53,444,6394,Tier 1,ISA On in Total Store
4,29,6395,Tier 1,ISA On in Total Store
9,110,6397,Tier 2,GM Pause
72,549,6398,Tier 2,GM Pause
64,528,6459,Tier 2,GM Pause
5,45,6467,Tier 2,GM Pause
13,140,6469,Tier 1,ISA On in Total Store
59,494,6470,Tier 1,ISA On in Total Store
25,482,6476,Tier 2,GM Pause
46,369,6477,Tier 1,ISA On in Total Store
46,373,6480,Tier 2,GM Pause
59,485,6500,Tier 2,GM Pause
72,545,6531,Tier 3,Total Store ISA Pause
72,559,6548,Tier 1,ISA On in Total Store
2,39,6576,Tier 2,GM Pause
64,543,6577,Tier 2,GM Pause
64,58,6578,Tier 2,GM Pause
6,59,6579,Tier 1,ISA On in Total Store
64,541,6583,Tier 2,GM Pause
59,485,6585,Tier 2,GM Pause
59,499,6586,Tier 2,GM Pause
64,526,6587,Tier 1,ISA On in Total Store
64,543,6588,Tier 3,Total Store ISA Pause
64,541,6590,Tier 2,GM Pause
72,546,6732,Tier 1,ISA On in Total Store
64,528,6786,Tier 1,ISA On in Total Store
26,308,6789,Tier 3,Total Store ISA Pause
59,502,6798,Tier 1,ISA On in Total Store
12,145,6807,Tier 1,ISA On in Total Store
64,526,6813,Tier 2,GM Pause
59,509,6814,Tier 2,GM Pause
59,509,6828,Tier 2,GM Pause
64,543,6849,Tier 2,GM Pause
64,528,6850,Tier 2,GM Pause
64,504,6851,Tier 1,ISA On in Total Store
72,492,6876,Tier 2,GM Pause
12,5,6878,Tier 2,GM Pause
26,310,6879,Tier 1,ISA On in Total Store
2,39,6887,Tier 2,GM Pause
72,96,6894,Tier 2,GM Pause
46,71,6898,Tier 1,ISA On in Total Store
5,76,6929,Tier 1,ISA On in Total Store
41,256,6931,Tier 3,Total Store ISA Pause
42,127,6932,Tier 1,ISA On in Total Store
59,502,6936,Tier 1,ISA On in Total Store
72,102,6937,Tier 2,GM Pause
72,102,6941,Tier 1,ISA On in Total Store
64,507,6942,Tier 2,GM Pause
72,492,6943,Tier 1,ISA On in Total Store
20,317,6951,Tier 2,GM Pause
75,286,6952,Tier 2,GM Pause
72,534,6953,Tier 2,GM Pause
26,310,6958,Tier 1,ISA On in Total Store
72,537,6960,Tier 1,ISA On in Total Store
59,499,6962,Tier 2,GM Pause
5,52,6963,Tier 2,GM Pause
12,144,6964,Tier 1,ISA On in Total Store
64,504,6966,Tier 2,GM Pause
72,488,6967,Tier 2,GM Pause
72,102,6968,Tier 2,GM Pause
72,538,6971,Tier 2,GM Pause
72,492,6975,Tier 2,GM Pause
3,101,6978,Tier 1,ISA On in Total Store
2,19,6998,Tier 1,ISA On in Total Store
59,499,7004,Tier 1,ISA On in Total Store
26,302,7009,Tier 2,GM Pause
12,153,7020,Tier 1,ISA On in Total Store
75,287,7032,Tier 2,GM Pause
61,557,7043,Tier 2,GM Pause
59,499,7062,Tier 2,GM Pause
72,538,7072,Tier 1,ISA On in Total Store
25,243,7087,Tier 2,GM Pause
59,496,7098,Tier 2,GM Pause
64,543,7099,Tier 3,Total Store ISA Pause
72,538,7127,Tier 3,Total Store ISA Pause
47,429,7129,Tier 2,GM Pause
59,496,7137,Tier 3,Total Store ISA Pause
59,499,7146,Tier 2,GM Pause
5,76,7156,Tier 1,ISA On in Total Store
59,496,7162,Tier 2,GM Pause
61,557,7168,Tier 2,GM Pause
59,502,7174,Tier 1,ISA On in Total Store
59,502,7177,Tier 1,ISA On in Total Store
5,56,7178,Tier 2,GM Pause
26,302,7179,Tier 3,Total Store ISA Pause
59,499,7180,Tier 2,GM Pause
4,29,7181,Tier 2,GM Pause
2,24,7185,Tier 2,GM Pause
4,38,7188,Tier 1,ISA On in Total Store
3,27,7194,Tier 2,GM Pause
54,383,7199,Tier 3,Total Store ISA Pause
59,499,7205,Tier 1,ISA On in Total Store
59,499,7206,Tier 1,ISA On in Total Store
59,500,7209,Tier 1,ISA On in Total Store
59,496,7218,Tier 2,GM Pause
64,528,7220,Tier 1,ISA On in Total Store
72,102,7221,Tier 1,ISA On in Total Store
59,500,7222,Tier 1,ISA On in Total Store
64,561,7224,Tier 1,ISA On in Total Store
64,526,7229,Tier 1,ISA On in Total Store
64,561,7232,Tier 1,ISA On in Total Store
64,541,7233,Tier 2,GM Pause
59,500,7235,Tier 1,ISA On in Total Store
26,302,7238,Tier 2,GM Pause
64,561,7240,Tier 1,ISA On in Total Store
64,541,7241,Tier 2,GM Pause
72,537,7242,Tier 2,GM Pause
26,300,7243,Tier 1,ISA On in Total Store
3,27,7245,Tier 2,GM Pause
3,32,7246,Tier 2,GM Pause
14,14,7247,Tier 1,ISA On in Total Store
42,334,7249,Tier 1,ISA On in Total Store
64,58,7251,Tier 1,ISA On in Total Store
64,541,7262,Tier 2,GM Pause
14,2,7280,Tier 2,GM Pause
5,74,7281,Tier 2,GM Pause
41,242,7290,Tier 2,GM Pause
44,353,7294,Tier 2,GM Pause
59,498,7296,Tier 2,GM Pause
72,102,7298,Tier 2,GM Pause
72,488,7299,Tier 2,GM Pause
13,132,7301,Tier 2,GM Pause
59,498,7304,Tier 2,GM Pause
72,102,7307,Tier 1,ISA On in Total Store
64,533,7308,Tier 2,GM Pause
64,562,7309,Tier 2,GM Pause
64,562,7310,Tier 3,Total Store ISA Pause
64,528,7311,Tier 2,GM Pause
59,498,7315,Tier 1,ISA On in Total Store
72,537,7317,Tier 2,GM Pause
61,510,7320,Tier 2,GM Pause
12,5,7324,Tier 1,ISA On in Total Store
44,353,7326,Tier 2,GM Pause
59,500,7329,Tier 1,ISA On in Total Store
59,500,7334,Tier 2,GM Pause
59,500,7337,Tier 1,ISA On in Total Store
59,554,7339,Tier 2,GM Pause
59,500,7340,Tier 2,GM Pause
59,566,7342,Tier 2,GM Pause
64,58,7347,Tier 1,ISA On in Total Store
64,504,7349,Tier 1,ISA On in Total Store
64,562,7357,Tier 1,ISA On in Total Store
64,562,7361,Tier 1,ISA On in Total Store
64,504,7362,Tier 1,ISA On in Total Store
5,583,8930,Tier 1,ISA On in Total Store
61,515,8958,Tier 1,ISA On in Total Store
