Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comments
US00072G,1052950,3/21/2025," $1,098.72 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/17/2025
US01914G,1052959,3/21/2025," $2,341.93 ",IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/16/2025
US05124G,1052969,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/16/2025
US04983G,1052973,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/16/2025
US05308G,1052974,3/21/2025, $328.81 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/16/2025
US06686G,1052978,3/21/2025, $324.75 ,FOREIGN OBJECT - OTHER,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/16/2025
US04729G,1052982,3/21/2025, $425.00 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/16/2025
US05308G,1052987,3/21/2025," $1,825.55 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/16/2025
US03562G,1052989,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/16/2025
US06243G,1053002,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/17/2025
US07280G,1053010,3/21/2025," $1,646.10 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/17/2025
US00033G,1053027,3/21/2025," $1,836.38 ",IMPROPER HANDLING - OTHER,OTHER,MISC: MISC:  Issue was due to incorrect site input.,1/18/2025
US01914G,1053029,3/21/2025," $1,882.96 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/17/2025
US01914G,1053031,3/21/2025, $847.58 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/18/2025
US02444G,1053033,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/18/2025
US00700G,1053036,3/21/2025, $425.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/18/2025
US01068G,1053037,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/18/2025
US00188G,1053040,3/21/2025," $1,966.30 ",IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/19/2025
US02444G,1053045,3/21/2025," $1,406.35 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/18/2025
US02254G,1053047,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/18/2025
US01795G,1053058,3/21/2025," $1,396.43 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/19/2025
US00700G,1053059,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US02045G,1053062,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/19/2025
US01531G,1053064,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/19/2025
US06373G,1053066,3/21/2025," $1,648.49 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US05713G,1053072,3/21/2025," $1,226.47 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/19/2025
US07174G,1053086,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/19/2025
US01847G,1053089,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US06674G,1053100,3/21/2025, $325.13 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/20/2025
US01026G,1053102,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/20/2025
US01359G,1053111,3/21/2025, $550.00 ,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/20/2025
US04440G,1053112,3/21/2025, $300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US03397G,1053115,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/20/2025
US03087G,1053116,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/20/2025
US00880G,1053117,3/21/2025, $825.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US06674G,1053123,3/21/2025," $2,441.49 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US06373G,1053126,3/21/2025," $1,481.45 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US00700G,1053127,3/21/2025," $2,252.75 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US01812G,1053133,3/21/2025, $452.63 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/20/2025
US03600G,1053140,3/21/2025, $550.00 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,1/21/2025
US01181G,1053143,3/21/2025, $300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/20/2025
US04440G,1053144,3/21/2025," $2,785.06 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/21/2025
US02299G,1053146,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/20/2025
US01181G,1053150,3/21/2025," $1,885.58 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/21/2025
US04231G,1053156,3/21/2025, $550.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/21/2025
US03886G,1053161,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/21/2025
US01231G,1053585,3/21/2025, $550.00 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,1/23/2025
US03404G,1053586,3/21/2025, $550.00 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,1/23/2025
US05423G,1053587,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/23/2025
US05777G,1054173,3/21/2025, $319.05 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/2/2025
US03475G,1054194,3/21/2025, $318.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/15/2025
US01739G,1054196,3/21/2025, $583.00 ,FOREIGN OBJECT - OTHER,OTHER,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/16/2025
US00221G,1054197,3/21/2025, $427.25 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/16/2025
US02852G,1054211,3/21/2025, $588.50 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/20/2025
US01847G,1054244,3/21/2025, $425.66 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/21/2025
US01514G,1050080,3/21/2025, $300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,MISC: MISC:  Issue was due to incorrect site input.,1/7/2025
US00711G,1050095,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025
US00212G,1050099,3/21/2025," $2,990.11 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025
US02797G,1050103,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/10/2025
US01032G,1050108,3/21/2025, $852.87 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025
US00212G,1050117,3/21/2025, $552.13 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/10/2025
US01585G,1050127,3/21/2025, $456.88 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/12/2025
US01100G,1050128,3/21/2025," $1,174.54 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/12/2025
US04692G,1050129,3/21/2025, $464.31 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/12/2025
US00715G,1050135,3/21/2025, $425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/12/2025
US00919G,1050138,3/21/2025, $914.03 ,NON DEVICE RELATED ISSUES,OTHER,MISC: MISC:  Issue was due to incorrect site input.,1/12/2025
US05866G,1050140,3/21/2025, $460.06 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/12/2025
US00988G,1050145,3/21/2025, $425.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,1/12/2025
US00988G,1050146,3/21/2025," $1,182.56 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/12/2025
US00882G,1050147,3/21/2025, $448.38 ,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/12/2025
US01397G,1050149,3/21/2025, $457.41 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/12/2025
US01277G,1050150,3/21/2025, $448.38 ,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/12/2025
